序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
38,新竹市,1995/01,新竹,7.1,0.8,18.3,66.0,36,12,24.42,2.78,0.34,2.44,20.41,-,-
39,嘉義市,1995/01,嘉義,10.0,1.31,18.3,89.0,62,21,40.52,2.79,0.66,2.14,16.88,-,-
40,宜蘭縣,1995/01,宜蘭,2.7,0.67,22.5,42.0,25,5,20.69,-,-,-,16.21,-,-
41,宜蘭縣,1995/01,冬山,2.5,-,-,46.0,28,8,18.46,2.3,0.2,2.13,14.88,-,-
42,桃園市,1995/01,桃園,15.4,0.97,19.3,57.0,45,15,30.34,2.81,0.42,2.39,14.63,-,-
43,桃園市,1995/01,大園,5.7,0.47,34.1,43.0,-,-,-,-,-,-,14.91,-,-
44,桃園市,1995/01,龍潭,8.3,0.74,21.1,58.0,35,11,24.25,-,-,-,13.72,-,-
45,桃園市,1995/01,平鎮,8.8,0.87,17.7,51.0,30,7,22.37,2.81,0.66,2.15,14.11,-,-
46,桃園市,1995/01,觀音,7.6,0.38,35.3,38.0,15,3,12.08,2.93,0.48,2.45,14.9,-,-
47,新竹縣,1995/01,竹東,3.9,0.59,21.8,63.0,31,8,23.09,-,-,-,14.71,-,-
48,新竹縣,1995/01,湖口,5.3,0.53,27.2,44.0,27,9,18.28,-,-,-,14.81,-,-
49,苗栗縣,1995/01,苗栗,7.5,0.69,18.6,75.0,41,14,28.07,-,-,-,14.98,-,-
50,苗栗縣,1995/01,頭份,51.9,-,-,55.0,55,25,29.59,2.49,0.28,2.21,15.09,-,-
51,苗栗縣,1995/01,三義,3.6,0.47,21.7,45.0,27,5,21.76,3.03,1.31,1.71,12.57,-,-
52,彰化縣,1995/01,彰化,4.8,1.09,-,113.0,61,25,35.36,2.75,0.5,2.24,16.33,-,-
53,彰化縣,1995/01,線西,8.5,-,-,67.0,37,12,25.04,2.39,0.16,2.23,15.63,-,-
54,彰化縣,1995/01,二林,8.8,0.55,24.1,75.0,34,9,25.5,-,-,-,15.69,-,-
55,南投縣,1995/01,南投,4.1,0.96,17.6,77.0,45,13,31.87,-,-,-,16.31,-,-
56,雲林縣,1995/01,斗六,7.2,0.98,15.0,102.0,45,15,29.54,-,-,-,16.41,-,-
57,雲林縣,1995/01,崙背,8.9,0.6,20.9,112.0,38,11,26.9,-,-,-,15.86,-,-
58,雲林縣,1995/01,臺西,6.0,0.47,30.9,82.0,13,2,10.59,-,-,-,16.07,-,-
59,嘉義縣,1995/01,朴子,6.6,0.47,23.1,61.0,30,8,22.48,-,-,-,16.42,-,-
60,嘉義縣,1995/01,新港,7.0,0.79,21.9,106.0,35,10,25.82,-,-,-,16.22,-,-
61,屏東縣,1995/01,屏東,8.1,0.98,26.6,132.0,41,5,35.46,2.5,0.4,2.04,20.39,-,-
62,屏東縣,1995/01,潮州,7.6,0.75,23.4,143.0,36,6,29.98,-,-,-,19.31,-,-
63,屏東縣,1995/01,恆春,0.6,0.3,40.1,19.0,2,0,1.88,-,-,-,19.87,-,-
64,臺東縣,1995/01,臺東,0.8,0.72,26.2,33.0,14,3,10.86,2.12,0.14,1.99,18.97,-,-
65,花蓮縣,1995/01,花蓮,1.5,0.8,16.9,49.0,29,9,20.15,1.97,0.3,1.67,17.79,-,-
,,,,,,,,,,,,,,,,
