序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
29,高雄市,1996/07,楠梓,6.9,0.42,14.2,44.0,25,9,16.1,2.61,0.34,2.27,29.56,-,-
30,高雄市,1996/07,前金,7.2,0.66,17.1,47.0,23,8,14.87,-,-,-,29.95,-,-
31,高雄市,1996/07,前鎮,15.5,-,-,44.0,31,11,19.08,2.41,0.41,2.0,29.2,-,-
32,高雄市,1996/07,復興,10.6,1.09,-,41.0,35,15,20.08,-,-,-,29.43,-,-
33,高雄市,1996/07,小港,11.0,0.82,14.4,39.0,30,11,18.65,2.3,0.23,2.07,29.71,-,-
34,高雄市,1996/07,鳳山,8.6,0.78,17.5,47.0,28,8,19.9,-,-,-,29.82,-,-
35,高雄市,1996/07,林園,2.2,0.31,13.3,48.0,10,2,7.91,2.56,0.63,1.66,29.38,-,-
36,高雄市,1996/07,大寮,6.3,0.49,20.3,41.0,16,3,13.0,-,-,-,29.82,-,-
37,高雄市,1996/07,仁武,5.4,0.47,15.7,43.0,22,7,14.69,2.43,0.28,2.16,29.93,-,-
38,高雄市,1996/07,橋頭,6.2,0.47,28.6,45.0,21,8,13.71,2.21,0.16,2.06,29.01,-,-
39,高雄市,1996/07,美濃,1.9,0.38,25.7,40.0,11,1,9.28,-,-,-,28.22,-,-
40,基隆市,1996/07,基隆,8.6,0.69,20.4,47.0,22,8,13.85,2.26,0.29,1.98,28.75,-,-
41,新竹市,1996/07,新竹,4.1,0.63,12.9,30.0,26,10,15.65,2.6,0.23,2.38,28.95,-,-
42,嘉義市,1996/07,嘉義,3.4,0.66,25.1,46.0,18,3,14.95,2.37,0.33,2.04,29.37,-,-
43,宜蘭縣,1996/07,宜蘭,1.8,0.46,18.6,39.0,13,3,10.24,-,-,-,28.69,-,-
44,宜蘭縣,1996/07,冬山,3.4,0.54,11.1,48.0,17,7,9.54,1.89,0.11,1.78,28.93,-,-
45,桃園市,1996/07,桃園,16.2,0.71,18.8,49.0,31,9,21.89,2.35,0.34,2.01,28.94,-,-
46,桃園市,1996/07,中壢,8.0,1.27,-,38.0,52,26,24.68,-,-,-,27.53,-,-
47,桃園市,1996/07,大園,5.7,0.5,19.6,34.0,25,8,16.23,-,-,-,29.3,-,-
48,桃園市,1996/07,龍潭,4.1,0.48,19.6,36.0,21,5,15.71,-,-,-,27.89,-,-
49,桃園市,1996/07,平鎮,5.8,0.62,16.7,36.0,24,7,16.66,2.42,0.41,2.01,28.92,-,-
50,桃園市,1996/07,觀音,8.0,0.31,18.0,45.0,18,5,12.22,2.16,0.15,2.01,29.04,-,-
51,新竹縣,1996/07,竹東,2.0,0.46,21.7,40.0,18,3,14.11,-,-,-,28.6,-,-
52,新竹縣,1996/07,湖口,3.7,0.46,15.9,32.0,22,9,12.7,-,-,-,29.61,-,-
53,苗栗縣,1996/07,苗栗,3.9,0.49,12.6,34.0,23,6,17.0,-,-,-,29.26,-,-
54,苗栗縣,1996/07,頭份,16.1,-,-,45.0,31,13,18.65,2.63,0.35,2.28,29.31,-,-
55,苗栗縣,1996/07,三義,2.8,0.34,19.4,44.0,18,7,11.48,2.12,0.13,1.99,26.08,-,-
56,彰化縣,1996/07,彰化,5.2,0.66,16.3,58.0,25,7,17.99,2.64,0.31,2.33,29.96,-,-
57,彰化縣,1996/07,線西,4.0,-,-,37.0,15,4,10.59,2.23,0.13,2.09,29.65,-,-
58,彰化縣,1996/07,二林,2.0,0.41,19.4,56.0,12,3,8.64,-,-,-,28.88,-,-
59,南投縣,1996/07,南投,1.9,0.5,23.6,46.0,18,4,13.75,-,-,-,28.71,-,-
60,南投縣,1996/07,竹山,1.2,-,18.2,42.0,14,2,11.98,-,-,-,26.93,-,-
61,雲林縣,1996/07,斗六,3.6,0.61,21.3,49.0,14,3,11.61,-,-,-,28.88,-,-
62,雲林縣,1996/07,崙背,2.1,0.46,15.6,56.0,15,4,10.68,-,-,-,29.03,-,-
63,雲林縣,1996/07,臺西,0.5,0.24,17.3,44.0,7,1,5.72,-,-,-,28.99,-,-
64,嘉義縣,1996/07,朴子,2.2,0.37,16.9,47.0,13,3,9.96,-,-,-,29.49,-,-
65,嘉義縣,1996/07,新港,2.3,0.44,20.2,46.0,18,6,11.95,-,-,-,28.89,-,-
66,屏東縣,1996/07,屏東,3.4,0.63,20.5,42.0,17,3,14.11,2.48,0.21,2.27,29.83,-,-
67,屏東縣,1996/07,潮州,1.6,0.35,21.1,36.0,12,3,9.46,-,-,-,29.01,-,-
68,屏東縣,1996/07,恆春,0.2,0.29,17.3,16.0,0,0,0.22,-,-,-,28.58,-,-
69,臺東縣,1996/07,臺東,0.8,0.52,11.3,27.0,9,3,6.04,2.08,0.12,1.96,29.27,-,-
70,花蓮縣,1996/07,花蓮,0.6,0.51,10.8,29.0,14,6,8.36,2.08,0.16,1.92,28.97,-,-
,,,,,,,,,,,,,,,,
