序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
42,嘉義市,2003/04,嘉義,2.5,0.71,-,25.5,86,-,22.12,3.74,18.39,2.334,0.41,1.93,24.41,-,-,-
43,宜蘭縣,2003/04,宜蘭,0.5,0.6,393.56,31.7,41,-,12.73,1.64,11.13,-,-,-,22.81,-,-,-
44,宜蘭縣,2003/04,冬山,1.6,0.61,-,23.5,46,-,17.05,4.53,12.52,2.375,0.36,2.01,23.67,-,-,-
45,桃園市,2003/04,桃園,6.0,0.67,-,26.1,62,-,32.62,7.63,25.26,2.728,0.55,2.18,22.81,-,-,-
46,桃園市,2003/04,中壢,4.9,1.27,-,-,66,-,54.59,22.03,32.56,2.572,0.6,1.97,21.63,-,-,-
47,桃園市,2003/04,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,桃園市,2003/04,龍潭,2.2,0.7,-,29.1,49,-,25.15,4.17,20.98,-,-,-,22.09,-,-,-
49,桃園市,2003/04,平鎮,4.8,0.74,-,26.6,68,-,29.77,5.88,24.08,2.465,0.33,2.14,23.11,-,-,-
50,桃園市,2003/04,觀音,4.0,0.31,-,34.4,-,-,15.74,1.99,13.75,-,-,-,-,-,-,-
51,新竹縣,2003/04,竹東,1.6,0.56,-,30.6,54,-,20.88,3.75,17.1,-,-,-,22.52,-,-,-
52,新竹縣,2003/04,湖口,2.4,0.55,-,31.3,75,-,19.55,4.65,15.04,-,-,-,22.59,-,-,-
53,苗栗縣,2003/04,苗栗,2.6,0.59,-,29.6,68,-,22.87,4.27,18.6,-,-,-,22.42,-,-,-
54,苗栗縣,2003/04,頭份,6.1,-,-,-,62,-,23.73,5.43,18.31,2.493,0.29,2.2,22.59,-,-,-
55,苗栗縣,2003/04,三義,1.0,0.48,-,29.5,40,-,17.76,2.58,15.18,2.37,0.42,1.95,21.05,-,-,-
56,彰化縣,2003/04,彰化,4.5,0.75,-,25.0,79,-,31.37,7.85,23.52,2.442,0.45,1.99,24.18,-,-,-
57,彰化縣,2003/04,線西,3.2,-,-,-,83,-,17.89,2.21,15.63,2.654,0.29,2.36,22.91,-,-,-
58,彰化縣,2003/04,二林,4.6,0.42,-,28.9,86,-,14.31,2.43,12.4,-,-,-,22.5,-,-,-
59,南投縣,2003/04,南投,2.1,0.77,-,24.9,70,-,27.38,6.97,20.41,3.209,0.83,2.38,24.02,-,-,-
60,南投縣,2003/04,埔里,3.1,0.68,-,26.5,70,-,10.42,1.8,8.62,2.224,0.18,2.04,22.95,-,-,-
61,南投縣,2003/04,竹山,1.7,0.61,-,22.3,69,-,22.79,4.38,18.41,-,-,-,23.74,-,-,-
62,雲林縣,2003/04,斗六,2.5,0.69,-,24.8,74,-,21.8,3.78,18.08,-,-,-,23.53,-,-,-
63,雲林縣,2003/04,崙背,1.2,0.46,-,33.0,66,-,15.69,2.1,13.6,2.565,0.24,2.32,23.52,-,-,-
64,雲林縣,2003/04,臺西,2.1,0.43,-,36.5,71,-,11.77,1.96,9.84,-,-,-,23.54,-,-,-
65,嘉義縣,2003/04,朴子,2.1,0.5,-,33.0,86,-,14.44,2.14,12.4,-,-,-,23.53,-,-,-
66,嘉義縣,2003/04,新港,2.1,0.53,-,31.1,72,-,17.51,3.35,14.37,-,-,-,23.9,-,-,-
67,屏東縣,2003/04,屏東,3.9,0.66,-,32.2,74,-,-,-,-,2.418,0.21,2.21,26.21,-,-,-
68,屏東縣,2003/04,潮州,3.9,0.6,-,30.2,80,-,21.53,3.46,18.07,-,-,-,25.39,-,-,-
69,屏東縣,2003/04,恆春,0.2,0.26,364.72,34.9,25,-,1.13,0.04,1.09,-,-,-,24.14,-,-,-
70,臺東縣,2003/04,臺東,0.2,0.51,-,30.3,31,-,8.06,1.21,6.84,2.168,0.18,1.99,24.5,-,-,-
71,花蓮縣,2003/04,花蓮,0.7,0.68,-,21.3,26,-,17.65,4.6,13.05,2.504,0.51,1.99,24.42,-,-,-
72,金門縣,2003/04,金門,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,連江縣,2003/04,馬祖,1.5,0.64,-,53.6,35,-,5.4,1.22,4.18,-,-,-,17.02,-,-,-
,,,,,,,,,,,,,,,,,,,
