序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
20,臺中市,2014/05,忠明,2.6,0.51,-,21.4,31,17,23.03,5.15,17.88,1.41,26.5,76.21
21,臺中市,2014/05,豐原,2.9,0.39,-,26.1,34,14,11.91,2.38,9.53,2.35,25.61,78.78
22,臺中市,2014/05,沙鹿,3.1,0.35,-,26.8,39,24,16.66,2.37,14.28,2.6,27.03,81.91
23,臺中市,2014/05,大里,2.7,0.51,434.72,20.4,40,16,21.39,4.81,16.57,1.49,25.64,73.98
24,臺南市,2014/05,新營,2.9,0.35,-,23.3,57,19,12.81,2.57,10.23,1.73,26.94,79.03
25,臺南市,2014/05,善化,3.2,0.27,432.69,22.1,38,18,13.42,1.8,11.63,2.19,26.63,81.87
26,臺南市,2014/05,安南,4.1,0.38,-,23.5,49,20,18.13,5.25,12.88,2.08,27.37,78.79
27,高雄市,2014/05,左營,4.3,0.43,-,24.7,51,20,19.55,4.62,14.93,1.72,27.36,75.5
28,高雄市,2014/05,楠梓,3.5,0.39,-,21.6,55,18,21.27,5.86,15.41,1.73,27.73,78.69
29,高雄市,2014/05,前金,5.0,0.42,-,26.8,45,20,19.09,4.31,14.78,1.84,27.89,75.94
30,高雄市,2014/05,前鎮,6.5,0.45,-,21.0,40,21,25.57,6.32,19.25,1.44,27.54,79.19
31,高雄市,2014/05,復興,5.9,0.65,-,18.1,36,18,27.82,7.53,20.3,0.83,28.2,74.63
32,高雄市,2014/05,小港,9.2,0.4,-,21.3,48,22,28.16,7.77,20.39,1.88,28.32,74.3
33,高雄市,2014/05,鳳山,5.2,0.54,-,20.2,56,21,22.6,4.44,18.16,1.63,28.24,72.85
34,高雄市,2014/05,林園,4.8,0.28,-,29.5,26,19,13.02,2.37,10.65,2.11,27.2,76.8
35,高雄市,2014/05,大寮,5.1,0.36,-,20.6,37,18,19.07,4.32,14.75,1.53,27.62,77.19
36,高雄市,2014/05,仁武,5.4,0.38,-,20.1,57,21,23.82,6.28,17.54,1.61,27.48,76.96
37,高雄市,2014/05,橋頭,3.4,0.36,-,21.2,36,14,17.09,4.76,12.34,2.21,27.7,78.68
38,高雄市,2014/05,美濃,1.7,0.25,-,21.2,28,11,8.3,2.55,5.75,1.09,27.27,75.26
39,基隆市,2014/05,基隆,2.7,0.47,-,30.0,28,18,18.98,4.26,14.72,1.09,25.03,88.23
40,新竹市,2014/05,新竹,3.0,0.49,-,26.9,37,17,20.02,3.5,16.52,1.86,25.36,81.06
41,嘉義市,2014/05,嘉義,2.8,0.38,-,21.1,41,20,14.42,3.17,11.25,1.77,26.59,78.95
42,宜蘭縣,2014/05,宜蘭,2.1,0.35,421.57,34.4,39,16,9.61,1.44,8.16,1.15,24.76,81.73
43,宜蘭縣,2014/05,冬山,2.5,0.38,-,26.8,33,18,17.18,4.88,12.3,1.37,24.44,90.25
44,桃園市,2014/05,桃園,6.8,0.61,-,26.8,41,24,27.06,5.64,21.43,1.45,24.93,78.51
45,桃園市,2014/05,中壢,4.6,1.29,-,16.9,59,22,57.67,27.91,29.76,1.16,24.89,79.75
46,桃園市,2014/05,大園,5.1,0.39,-,30.8,47,22,22.02,3.71,18.3,3.12,24.25,86.39
47,桃園市,2014/05,龍潭,2.4,0.45,-,26.9,50,19,18.99,3.77,15.22,2.22,24.4,82.47
48,桃園市,2014/05,平鎮,4.8,0.48,-,25.7,50,25,24.88,4.62,20.25,2.13,24.84,84.1
49,桃園市,2014/05,觀音,5.5,0.34,-,34.4,51,22,15.49,1.81,13.67,4.29,25.15,83.45
50,新竹縣,2014/05,竹東,1.8,0.36,-,27.0,41,18,13.03,2.7,10.32,1.66,25.34,84.33
51,新竹縣,2014/05,湖口,3.6,0.35,-,30.5,35,27,16.07,3.17,12.9,2.83,25.5,79.22
52,苗栗縣,2014/05,苗栗,2.8,0.39,-,25.4,33,18,16.2,2.49,13.7,2.17,26.24,80.25
53,苗栗縣,2014/05,頭份,3.5,0.38,-,28.0,38,22,17.13,2.95,14.18,2.23,25.68,80.33
54,苗栗縣,2014/05,三義,2.0,0.25,-,28.9,34,18,9.73,1.8,7.92,2.86,24.63,81.33
55,彰化縣,2014/05,彰化,3.8,0.44,-,22.5,38,20,15.93,2.48,13.44,1.59,26.07,79.69
56,彰化縣,2014/05,線西,3.7,0.33,-,28.4,36,19,13.07,2.06,11.0,2.8,25.19,88.02
57,彰化縣,2014/05,二林,2.6,0.25,-,26.1,44,19,10.31,1.76,8.54,2.25,25.8,84.57
58,南投縣,2014/05,南投,2.0,0.41,-,20.5,38,24,15.76,2.84,12.91,1.49,26.14,79.35
59,南投縣,2014/05,埔里,1.8,0.35,-,19.9,26,17,12.23,2.5,9.72,1.26,23.89,81.5
60,南投縣,2014/05,竹山,1.9,0.27,-,22.5,39,12,11.98,2.06,9.91,1.31,24.76,81.52
61,雲林縣,2014/05,斗六,2.8,0.36,-,23.1,42,20,15.0,2.79,12.21,1.51,25.93,77.86
62,雲林縣,2014/05,崙背,2.4,0.28,-,23.4,38,22,10.41,1.96,8.43,2.37,26.01,86.15
63,雲林縣,2014/05,麥寮,2.6,0.3,-,27.9,44,19,11.77,3.18,8.59,2.48,25.85,87.5
64,嘉義縣,2014/05,朴子,2.8,0.33,-,25.9,57,24,12.6,2.41,10.19,1.98,26.88,80.85
65,嘉義縣,2014/05,新港,2.3,0.31,-,23.8,43,19,12.04,2.86,9.18,1.97,26.53,83.44
66,屏東縣,2014/05,屏東,2.8,0.43,-,25.1,41,17,15.8,2.69,13.11,1.55,27.83,72.78
67,屏東縣,2014/05,潮州,2.9,0.26,-,27.8,47,20,10.37,1.6,8.75,1.63,27.3,73.51
68,屏東縣,2014/05,恆春,1.6,0.11,404.49,38.3,26,8,2.88,1.27,1.59,4.55,27.53,69.5
69,臺東縣,2014/05,關山,1.3,-,-,23.4,21,8,5.48,1.41,4.07,1.26,24.31,85.57
70,花蓮縣,2014/05,花蓮,1.6,0.46,-,26.2,28,12,14.23,2.61,11.61,1.96,25.55,86.74
71,澎湖縣,2014/05,馬公,3.2,0.27,-,37.5,29,14,8.51,2.83,5.68,2.63,25.83,81.08
72,金門縣,2014/05,金門,5.3,0.42,-,38.1,70,37,14.36,1.8,12.56,2.18,23.06,82.42
73,連江縣,2014/05,馬祖,2.9,0.36,-,53.4,53,26,9.08,1.4,7.68,2.97,21.14,86.15
,,,,,,,,,,,,,,,
