序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
47,桃園市,2014/12,大園,4.2,0.37,-,34.0,65,27,21.97,4.83,17.14,6.22,16.42,72.53
48,桃園市,2014/12,龍潭,3.1,0.44,-,31.9,58,27,18.96,4.09,14.87,4.23,15.13,75.8
49,桃園市,2014/12,平鎮,3.9,0.48,-,26.9,68,28,22.14,3.13,19.0,3.47,15.61,73.92
50,桃園市,2014/12,觀音,5.9,0.34,-,33.5,66,24,14.44,1.77,12.66,6.62,15.71,68.51
51,新竹縣,2014/12,竹東,2.1,0.39,-,31.9,50,23,14.77,2.3,12.46,2.7,15.93,72.69
52,新竹縣,2014/12,湖口,3.5,0.4,-,33.0,55,24,16.57,3.8,12.77,5.18,16.5,68.69
53,苗栗縣,2014/12,苗栗,3.9,0.5,-,23.6,51,26,23.27,5.44,17.82,3.04,16.3,71.04
54,苗栗縣,2014/12,頭份,3.0,0.43,-,29.3,58,29,21.87,4.39,17.48,2.93,16.26,69.39
55,苗栗縣,2014/12,三義,2.3,0.34,-,31.8,46,27,11.33,1.59,9.74,2.98,13.99,81.87
56,彰化縣,2014/12,彰化,3.6,0.57,-,22.0,58,32,24.86,4.99,19.86,2.22,16.66,68.07
57,彰化縣,2014/12,線西,4.7,0.43,-,29.3,64,33,19.82,3.58,16.23,5.23,17.06,70.06
58,彰化縣,2014/12,二林,4.2,0.41,-,28.3,66,43,17.59,2.94,14.64,3.88,17.93,73.32
59,南投縣,2014/12,南投,2.7,0.66,-,17.0,77,41,29.39,7.05,22.35,1.47,17.66,74.26
60,南投縣,2014/12,埔里,2.0,0.52,-,20.9,47,35,18.04,3.28,14.76,1.25,17.06,73.56
61,南投縣,2014/12,竹山,2.9,0.49,-,19.7,75,42,22.72,3.71,19.02,1.41,16.13,75.28
62,雲林縣,2014/12,斗六,3.6,0.53,-,21.1,73,42,25.45,4.24,21.2,1.86,18.47,72.37
63,雲林縣,2014/12,崙背,4.1,0.45,-,24.0,88,39,19.07,3.24,15.83,3.41,17.1,71.45
64,雲林縣,2014/12,麥寮,4.6,0.42,-,29.6,108,34,18.93,3.41,15.52,4.49,18.73,73.62
65,雲林縣,2014/12,臺西,4.0,0.36,-,34.6,75,35,14.11,1.99,12.1,7.39,18.02,77.19
66,嘉義縣,2014/12,朴子,3.9,0.43,-,26.5,98,38,18.06,2.7,15.36,2.47,18.81,70.92
67,嘉義縣,2014/12,新港,4.0,0.47,-,24.4,87,38,19.12,3.6,15.52,2.84,16.72,76.37
68,屏東縣,2014/12,屏東,3.5,0.67,-,24.9,87,43,26.42,3.6,22.82,1.39,19.82,69.69
69,屏東縣,2014/12,潮州,3.4,0.53,-,28.0,93,46,20.21,2.71,17.5,1.25,19.32,75.11
70,屏東縣,2014/12,恆春,1.4,0.2,409.27,43.9,34,16,3.57,1.57,1.99,9.0,20.17,72.95
71,臺東縣,2014/12,臺東,1.3,0.39,-,30.6,30,14,8.42,1.96,6.45,2.27,18.88,67.03
72,臺東縣,2014/12,關山,1.6,-,-,26.6,32,16,7.57,2.22,5.35,1.72,15.86,77.95
73,花蓮縣,2014/12,花蓮,2.0,0.43,-,24.1,36,13,14.0,2.15,11.84,2.32,17.07,70.74
74,澎湖縣,2014/12,馬公,2.1,0.3,-,43.5,54,23,5.89,2.08,3.81,6.36,18.38,70.68
75,金門縣,2014/12,金門,7.5,0.48,-,35.7,99,40,17.9,3.55,14.34,3.13,15.07,60.9
76,連江縣,2014/12,馬祖,4.8,0.4,-,39.6,66,34,9.74,1.8,7.93,4.31,13.21,65.4
,,,,,,,,,,,,,,,
