序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
64,雲林縣,2016/06,麥寮,2.4,0.2,-,21.1,42,11,9.82,2.84,6.98,1.82,0.075,1.745,2.73,2.51,28.47,-,-,82.4,-
65,雲林縣,2016/06,臺西,2.5,0.14,-,22.1,28,11,7.32,1.85,5.47,1.883,0.034,1.851,3.45,3.26,28.91,-,-,82.79,-
66,嘉義縣,2016/06,朴子,2.5,0.22,-,18.9,40,14,10.41,2.59,7.82,-,-,-,2.36,2.12,29.53,-,-,77.93,-
67,嘉義縣,2016/06,新港,2.2,0.21,-,19,35,12,9.93,2.75,7.18,-,-,-,2.27,2.03,29.08,-,-,73.1,-
68,屏東縣,2016/06,屏東,2.1,0.31,-,18.5,30,13,10.86,2.43,8.43,1.95,0.101,1.849,2.04,1.49,29.85,-,-,71.14,-
69,屏東縣,2016/06,潮州,1.8,0.15,-,18.8,33,10,5.92,1.93,4,-,-,-,1.86,1.54,29.05,-,-,75.67,-
70,屏東縣,2016/06,恆春,1,0.05,397.57,21.1,21,2,3.96,1.91,2.05,-,-,-,3.71,3.43,28.67,2.82,5.44,86.42,8.97
71,臺東縣,2016/06,臺東,1.3,0.27,-,15.2,17,6,7.39,2.59,4.8,-,-,-,1.66,1.28,29.42,1.49,5.43,72.49,9.92
72,臺東縣,2016/06,關山,0.9,-,-,14.1,20,6,4.1,1.83,2.32,-,-,-,1.39,1.05,28.33,-,-,77.57,-
73,花蓮縣,2016/06,花蓮,1.6,0.19,-,19,22,11,6.88,2.09,4.79,-,-,-,2.38,2.09,28.85,3.64,4.75,78.35,24.1
74,澎湖縣,2016/06,馬公,2.9,0.17,-,20.6,12,7,8.61,2.87,5.73,-,-,-,2.17,1.98,29.08,2.21,5.07,80.79,20.62
75,金門縣,2016/06,金門,3.1,0.12,-,27,29,7,8.91,1.89,7.02,-,-,-,3.41,3.23,27.71,2.1,4.52,78.57,29.09
76,連江縣,2016/06,馬祖,2.7,0.15,-,37.2,29,14,7.45,1.89,5.57,-,-,-,3.93,3.63,26.43,2.1,4.94,89.27,29.92
,,,,,,,,,,,,,,,,,,,,,,
