序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
31,高雄市,2015/03,前鎮,5.5,0.62,-,26.3,70,34,29.62,5.23,24.4,1.85,23.33,72.27
32,高雄市,2015/03,復興,5.0,0.78,-,20.7,72,39,31.25,5.36,25.89,0.93,23.36,70.66
33,高雄市,2015/03,小港,7.5,0.59,-,27.2,87,38,33.41,6.88,26.53,2.06,23.59,71.82
34,高雄市,2015/03,鳳山,6.1,0.68,-,25.3,90,36,29.63,4.9,24.73,1.82,23.72,68.47
35,高雄市,2015/03,林園,5.7,0.47,-,35.6,49,35,20.72,2.79,17.92,2.37,23.43,71.79
36,高雄市,2015/03,大寮,5.6,0.53,-,28.3,73,36,24.78,3.43,21.34,1.76,22.96,73.07
37,高雄市,2015/03,仁武,5.2,0.55,-,27.4,91,37,28.53,4.79,23.74,1.9,22.87,71.68
38,高雄市,2015/03,橋頭,4.0,0.54,-,29.0,72,42,22.54,3.59,18.96,2.43,22.6,72.91
39,高雄市,2015/03,美濃,2.3,0.44,-,34.9,66,29,12.92,1.73,11.19,1.31,23.86,67.95
40,基隆市,2015/03,基隆,2.4,0.44,-,34.6,30,19,16.31,3.87,12.43,1.2,18.54,90.09
41,新竹市,2015/03,新竹,2.9,0.52,-,29.6,46,28,23.74,4.63,19.11,2.22,18.61,79.4
42,嘉義市,2015/03,嘉義,3.4,0.55,-,27.3,75,37,21.06,3.33,17.72,2.07,22.4,73.42
43,宜蘭縣,2015/03,宜蘭,1.7,0.37,416.54,34.3,39,20,9.2,1.35,7.84,1.31,19.4,79.31
44,宜蘭縣,2015/03,冬山,2.2,0.33,-,32.9,33,17,13.64,3.64,10.0,1.55,19.02,85.04
45,桃園市,2015/03,桃園,4.2,0.59,-,30.4,43,23,26.34,5.34,20.99,1.59,18.88,81.7
46,桃園市,2015/03,中壢,4.0,1.05,-,21.4,65,20,51.88,21.31,30.56,1.26,18.16,79.44
47,桃園市,2015/03,大園,3.7,0.37,-,33.9,51,22,20.84,4.39,16.45,4.55,17.91,82.97
48,桃園市,2015/03,龍潭,2.7,0.49,-,32.9,55,23,21.68,4.19,17.48,2.87,17.76,83.17
49,桃園市,2015/03,平鎮,3.6,0.52,-,27.8,50,24,26.49,4.56,21.92,2.54,18.0,84.25
50,桃園市,2015/03,觀音,4.6,0.34,-,35.7,53,21,14.68,1.77,12.89,3.82,17.95,81.5
51,新竹縣,2015/03,竹東,2.1,0.43,-,30.3,45,24,15.91,2.74,13.16,1.8,18.95,82.31
52,新竹縣,2015/03,湖口,3.0,0.38,-,34.7,46,19,17.78,3.48,14.3,3.8,18.77,77.66
53,苗栗縣,2015/03,苗栗,3.1,0.47,-,26.2,51,28,22.05,3.59,18.46,2.14,18.64,79.48
54,苗栗縣,2015/03,頭份,2.8,0.42,-,30.0,51,25,20.77,3.73,17.04,2.23,18.72,79.07
55,苗栗縣,2015/03,三義,1.9,0.35,-,32.9,42,22,12.65,2.02,10.62,3.09,17.75,87.08
56,彰化縣,2015/03,彰化,3.7,0.54,-,27.8,54,27,21.47,3.0,18.47,1.66,20.3,73.52
57,彰化縣,2015/03,線西,4.4,0.4,-,33.2,57,32,17.02,2.27,14.75,3.75,20.07,78.61
58,彰化縣,2015/03,二林,4.4,0.4,-,32.8,62,35,14.71,1.7,13.0,3.0,20.75,78.0
59,南投縣,2015/03,南投,2.7,0.58,-,24.4,75,39,23.29,3.55,19.75,1.48,21.98,73.16
60,南投縣,2015/03,埔里,2.1,0.54,-,34.2,64,50,16.69,1.89,14.79,1.5,21.14,70.99
61,南投縣,2015/03,竹山,2.7,0.47,-,26.8,80,48,21.23,3.29,17.95,1.46,20.78,74.91
62,雲林縣,2015/03,斗六,3.4,0.47,-,27.5,70,42,21.59,2.68,18.91,1.75,21.8,73.77
63,雲林縣,2015/03,崙背,4.0,0.44,-,28.3,64,38,15.97,1.65,14.32,2.76,20.4,76.58
64,雲林縣,2015/03,麥寮,3.3,0.37,-,37.2,85,37,13.91,2.47,11.44,3.45,20.13,80.49
65,雲林縣,2015/03,臺西,3.3,0.32,-,40.0,54,30,11.1,1.45,9.64,5.45,20.82,84.34
66,嘉義縣,2015/03,朴子,3.6,0.42,-,30.6,79,31,15.79,2.16,13.63,2.25,22.47,75.07
67,嘉義縣,2015/03,新港,3.4,0.43,-,30.5,73,31,15.21,2.6,12.61,2.39,20.64,80.62
68,屏東縣,2015/03,屏東,3.5,0.57,-,33.7,77,36,19.46,1.88,17.57,1.68,23.81,68.12
69,屏東縣,2015/03,潮州,2.9,0.42,-,35.4,78,35,15.4,1.99,13.4,1.52,23.1,74.43
70,屏東縣,2015/03,恆春,1.4,0.19,403.97,48.8,32,10,3.44,1.76,1.66,6.37,22.99,77.0
71,臺東縣,2015/03,臺東,1.2,0.39,-,33.7,21,9,7.5,1.76,5.74,1.87,22.02,75.49
72,臺東縣,2015/03,關山,1.0,-,-,30.4,21,8,5.5,1.7,3.79,1.66,19.64,80.23
73,花蓮縣,2015/03,花蓮,1.5,0.36,-,30.1,27,8,11.46,2.29,9.16,2.25,19.71,79.7
74,澎湖縣,2015/03,馬公,1.5,0.28,-,46.6,39,19,5.69,2.11,3.58,4.19,20.49,78.27
75,金門縣,2015/03,金門,4.1,0.38,-,37.2,62,32,14.62,2.32,12.29,2.75,16.47,74.19
76,連江縣,2015/03,馬祖,2.6,0.33,-,45.3,43,24,7.83,1.32,6.5,3.7,13.47,81.97
,,,,,,,,,,,,,,,
