序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
17,臺中市,1995/04,西屯,5.6,0.68,21.5,65.0,34,11,23.7,2.33,0.25,2.08,23.07,-,-
18,臺中市,1995/04,忠明,6.2,1.16,20.6,89.0,50,16,34.1,-,-,-,23.22,-,-
19,臺中市,1995/04,豐原,7.4,1.09,20.0,81.0,41,10,31.48,-,-,-,22.09,-,-
20,臺中市,1995/04,沙鹿,7.7,0.63,23.1,73.0,28,5,22.94,-,-,-,22.78,-,-
21,臺中市,1995/04,大里,4.7,1.07,17.1,106.0,40,12,28.88,-,-,-,23.85,-,-
22,臺南市,1995/04,新營,6.0,0.61,20.9,83.0,25,5,20.09,-,-,-,24.79,-,-
23,臺南市,1995/04,善化,7.1,0.53,30.6,69.0,21,4,16.31,-,-,-,24.63,-,-
24,臺南市,1995/04,安南,7.4,0.56,20.0,88.0,31,10,21.25,-,-,-,24.81,-,-
25,臺南市,1995/04,臺南,9.6,0.9,19.2,103.0,33,10,23.31,2.91,0.95,2.03,25.29,-,-
26,高雄市,1995/04,左營,13.5,0.67,24.6,72.0,34,10,24.08,-,-,-,26.89,-,-
27,高雄市,1995/04,楠梓,11.0,0.59,19.5,80.0,-,-,-,-,-,-,27.52,-,-
28,高雄市,1995/04,前金,12.9,0.88,23.3,83.0,34,9,24.74,-,-,-,25.36,-,-
29,高雄市,1995/04,前鎮,20.4,-,-,82.0,49,16,33.78,2.4,0.5,1.97,25.47,-,-
30,高雄市,1995/04,小港,27.0,1.1,18.3,86.0,51,22,29.11,-,-,-,26.81,-,-
31,高雄市,1995/04,鳳山,23.8,0.98,15.3,102.0,47,15,31.78,-,-,-,25.44,-,-
32,高雄市,1995/04,林園,14.6,0.57,25.4,94.0,27,8,19.86,2.81,0.28,2.55,24.32,-,-
33,高雄市,1995/04,大寮,18.1,0.72,19.5,96.0,34,8,26.33,-,-,-,27.7,-,-
34,高雄市,1995/04,仁武,20.4,0.74,16.4,87.0,44,16,28.3,2.49,0.38,2.12,25.25,-,-
35,高雄市,1995/04,橋頭,9.8,0.67,18.4,81.0,31,10,20.79,2.86,0.58,2.3,25.05,-,-
36,高雄市,1995/04,美濃,4.0,0.55,36.2,97.0,17,2,14.91,-,-,-,24.88,-,-
37,基隆市,1995/04,基隆,14.6,1.04,24.3,76.0,47,14,32.57,2.76,0.47,2.28,20.75,-,-
38,新竹市,1995/04,新竹,7.1,0.91,20.4,59.0,35,11,23.81,3.11,0.41,2.7,-,-,-
39,嘉義市,1995/04,嘉義,7.0,0.95,23.6,61.0,43,10,32.41,2.65,0.36,2.29,24.12,-,-
40,宜蘭縣,1995/04,宜蘭,2.3,0.72,26.6,58.0,22,3,17.43,-,-,-,22.19,-,-
41,宜蘭縣,1995/04,冬山,3.7,-,-,56.0,21,5,15.91,2.15,0.16,1.99,21.94,-,-
42,桃園市,1995/04,桃園,18.6,1.08,21.8,82.0,48,16,32.3,2.94,0.55,2.39,21.45,-,-
43,桃園市,1995/04,大園,8.4,0.7,33.7,57.0,24,7,16.3,-,-,-,21.26,-,-
44,桃園市,1995/04,龍潭,8.4,0.8,23.8,85.0,31,9,22.92,-,-,-,-,-,-
45,桃園市,1995/04,平鎮,9.7,0.93,17.7,79.0,40,11,29.74,3.02,0.64,2.36,21.21,-,-
46,桃園市,1995/04,觀音,8.2,0.41,34.1,64.0,17,3,14.25,2.17,0.16,2.01,21.19,-,-
47,新竹縣,1995/04,竹東,4.2,0.7,20.4,83.0,32,8,24.63,-,-,-,21.46,-,-
48,新竹縣,1995/04,湖口,-,-,-,-,-,-,-,-,-,-,-,-,-
49,苗栗縣,1995/04,苗栗,7.2,0.68,21.5,76.0,35,9,25.93,-,-,-,21.97,-,-
50,苗栗縣,1995/04,頭份,22.4,-,-,69.0,45,21,23.53,2.8,0.58,2.21,21.94,-,-
51,苗栗縣,1995/04,三義,3.1,0.56,22.8,59.0,26,7,18.86,3.16,0.65,2.52,19.99,-,-
52,彰化縣,1995/04,彰化,7.1,0.74,-,-,46,15,30.67,-,-,-,23.31,-,-
53,彰化縣,1995/04,線西,5.4,-,-,67.0,27,7,20.18,-,-,-,22.54,-,-
54,彰化縣,1995/04,二林,4.1,0.82,25.6,89.0,23,3,19.56,-,-,-,22.64,-,-
55,南投縣,1995/04,南投,2.8,0.89,22.7,80.0,39,11,27.98,-,-,-,23.49,-,-
56,雲林縣,1995/04,斗六,4.8,0.85,19.1,91.0,33,9,24.32,-,-,-,23.4,-,-
57,雲林縣,1995/04,崙背,5.7,0.56,22.0,-,32,7,24.96,-,-,-,22.99,-,-
58,雲林縣,1995/04,臺西,2.9,0.37,32.9,85.0,9,1,7.86,-,-,-,23.03,-,-
59,嘉義縣,1995/04,朴子,4.6,0.52,30.1,56.0,20,3,17.18,-,-,-,23.79,-,-
60,嘉義縣,1995/04,新港,4.7,0.57,24.5,97.0,26,5,18.45,-,-,-,23.21,-,-
61,屏東縣,1995/04,屏東,7.4,0.75,28.4,-,30,4,26.26,2.82,0.39,2.45,26.24,-,-
62,屏東縣,1995/04,潮州,5.7,0.53,25.9,103.0,27,6,21.37,-,-,-,26.52,-,-
63,屏東縣,1995/04,恆春,0.4,0.27,34.6,15.0,1,0,1.47,-,-,-,25.37,-,-
64,臺東縣,1995/04,臺東,1.0,0.71,24.7,39.0,12,2,9.6,2.33,0.21,2.13,24.66,-,-
65,花蓮縣,1995/04,花蓮,0.8,0.79,18.0,54.0,23,6,17.0,2.2,0.24,1.97,23.8,-,-
,,,,,,,,,,,,,,,,
