序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
14,新北市,1998/11,淡水,1.2,0.56,35.9,49.0,-,16,4.79,11.69,-,-,-,22.2,-,-,-
15,新北市,1998/11,汐止,3.6,0.78,18.4,56.0,-,49,19.12,30.17,-,-,-,21.19,-,-,-
16,新北市,1998/11,土城,2.9,0.71,23.9,40.0,-,33,9.58,23.73,-,-,-,23.11,-,-,-
17,新北市,1998/11,林口,2.8,0.37,29.0,33.0,-,23,4.25,18.28,-,-,-,20.18,-,-,-
18,新北市,1998/11,萬里,0.9,0.19,43.5,48.0,-,6,1.11,5.08,2.0,0.02,1.98,21.73,-,-,-
19,臺中市,1998/11,西屯,3.6,0.65,23.6,67.0,-,35,9.75,24.75,2.61,0.37,2.25,23.36,-,-,-
20,臺中市,1998/11,忠明,4.2,1.05,27.2,59.0,-,53,15.73,37.57,-,-,-,23.67,-,-,-
21,臺中市,1998/11,豐原,3.3,0.94,22.8,73.0,-,41,8.74,32.06,-,-,-,22.53,-,-,-
22,臺中市,1998/11,沙鹿,-,0.96,19.1,66.0,-,-,-,-,-,-,-,23.25,-,-,-
23,臺中市,1998/11,大里,3.5,1.03,21.5,93.0,-,46,11.71,34.58,-,-,-,23.66,-,-,-
24,臺南市,1998/11,新營,5.6,0.51,27.2,92.0,-,33,7.01,26.46,2.67,0.26,2.41,24.2,-,-,-
25,臺南市,1998/11,善化,5.8,0.58,28.1,95.0,-,26,5.21,21.16,-,-,-,24.06,-,-,-
26,臺南市,1998/11,安南,6.4,0.62,32.8,77.0,-,30,5.94,23.6,-,-,-,23.57,-,-,-
27,臺南市,1998/11,臺南,8.3,1.04,25.0,120.0,-,41,10.32,30.73,2.79,0.53,2.26,23.46,-,-,-
28,高雄市,1998/11,左營,10.0,0.93,38.0,144.0,-,41,8.63,32.41,2.97,0.51,2.46,24.58,-,-,-
29,高雄市,1998/11,楠梓,6.3,0.72,33.8,119.0,-,42,9.41,32.46,2.94,0.48,2.46,24.45,-,-,-
30,高雄市,1998/11,前金,13.8,1.02,34.9,129.0,-,44,10.1,33.93,-,-,-,24.6,-,-,-
31,高雄市,1998/11,前鎮,16.0,-,-,142.0,-,65,19.03,46.04,3.17,0.66,2.51,25.43,-,-,-
32,高雄市,1998/11,復興,17.1,1.76,-,160.0,-,73,25.81,47.48,3.41,1.11,2.29,25.2,-,-,-
33,高雄市,1998/11,小港,21.2,1.08,33.3,155.0,-,73,23.93,48.81,3.16,0.72,2.44,25.75,-,-,-
34,高雄市,1998/11,鳳山,17.2,1.22,28.3,157.0,95,64,18.86,44.81,-,-,-,25.37,-,-,-
35,高雄市,1998/11,林園,16.1,0.78,43.9,138.0,96,36,7.25,28.98,2.88,0.52,2.36,25.3,-,-,-
36,高雄市,1998/11,大寮,15.4,1.03,38.0,166.0,-,45,6.8,38.03,2.99,0.6,2.39,25.67,-,-,-
37,高雄市,1998/11,仁武,16.4,0.85,33.4,140.0,-,56,15.16,40.8,2.77,0.59,2.18,24.84,-,-,-
38,高雄市,1998/11,橋頭,7.8,0.79,31.3,122.0,-,39,8.85,30.45,2.8,0.28,2.51,23.96,-,-,-
39,高雄市,1998/11,美濃,3.6,0.72,41.1,130.0,-,19,1.23,17.86,-,-,-,24.79,-,-,-
40,基隆市,1998/11,基隆,4.6,0.67,30.2,57.0,-,30,8.68,21.79,2.5,0.23,2.27,21.91,-,-,-
41,新竹市,1998/11,新竹,4.5,0.59,27.9,46.0,-,30,7.1,23.17,2.32,0.21,2.11,23.08,-,-,-
42,嘉義市,1998/11,嘉義,7.5,1.0,23.7,132.0,-,50,12.32,37.96,2.78,0.41,2.38,23.7,-,-,-
43,宜蘭縣,1998/11,宜蘭,1.3,0.49,25.1,32.0,-,15,1.82,13.09,-,-,-,21.46,-,-,-
44,宜蘭縣,1998/11,冬山,0.9,0.42,20.4,38.0,-,23,7.06,16.23,2.34,0.19,2.16,21.57,-,-,-
45,桃園市,1998/11,桃園,6.4,0.62,27.7,48.0,-,32,7.13,24.9,2.39,0.28,2.11,21.73,-,-,-
46,桃園市,1998/11,中壢,5.9,1.02,-,45.0,-,66,25.99,39.53,-,-,-,21.92,-,-,-
47,桃園市,1998/11,大園,2.0,0.38,32.0,34.0,-,18,3.94,13.83,-,-,-,21.73,-,-,-
48,桃園市,1998/11,龍潭,2.7,0.48,26.6,42.0,-,25,4.96,20.24,-,-,-,20.88,-,-,-
49,桃園市,1998/11,平鎮,4.3,0.7,30.1,41.0,-,32,6.49,25.09,2.17,0.25,1.92,21.94,-,-,-
50,桃園市,1998/11,觀音,5.2,0.24,31.6,57.0,-,17,2.67,14.6,2.44,0.16,2.28,22.05,-,-,-
51,新竹縣,1998/11,竹東,1.6,0.47,28.1,48.0,-,20,3.8,15.79,-,-,-,22.77,-,-,-
52,新竹縣,1998/11,湖口,2.9,0.51,25.1,59.0,-,22,4.88,17.18,-,-,-,22.25,-,-,-
53,苗栗縣,1998/11,苗栗,4.5,0.69,23.4,75.0,-,32,8.3,24.11,-,-,-,22.77,-,-,-
54,苗栗縣,1998/11,頭份,19.1,-,-,54.0,-,29,9.03,19.91,2.22,0.11,2.11,22.45,-,-,-
55,苗栗縣,1998/11,三義,2.3,0.4,28.4,68.0,-,24,3.8,19.8,2.33,0.1,2.23,20.51,-,-,-
56,彰化縣,1998/11,彰化,6.2,0.98,20.5,94.0,-,50,15.53,33.99,2.71,0.4,2.32,23.52,-,-,-
57,彰化縣,1998/11,線西,6.8,-,-,63.0,-,28,4.84,23.21,2.2,0.11,2.09,23.01,-,-,-
58,彰化縣,1998/11,二林,5.7,0.45,30.1,85.0,-,22,3.25,18.48,-,-,-,23.5,-,-,-
59,南投縣,1998/11,南投,2.7,0.85,23.5,105.0,-,40,10.16,30.31,2.7,0.46,2.25,23.02,-,-,-
60,南投縣,1998/11,埔里,2.2,0.83,30.7,118.0,-,17,2.61,14.23,2.27,0.2,2.06,21.71,-,-,-
61,南投縣,1998/11,竹山,2.1,0.73,26.9,123.0,-,37,8.85,28.3,-,-,-,23.05,-,-,-
62,雲林縣,1998/11,斗六,6.7,0.91,23.2,114.0,-,38,10.17,27.95,-,-,-,23.85,-,-,-
63,雲林縣,1998/11,崙背,6.5,0.43,27.2,109.0,-,23,3.29,20.04,1.94,0.13,1.81,23.02,-,-,-
64,雲林縣,1998/11,臺西,5.2,0.33,37.2,76.0,-,15,2.06,13.38,-,-,-,23.04,-,-,-
65,嘉義縣,1998/11,朴子,4.6,0.47,28.7,88.0,-,21,2.66,17.98,-,-,-,23.1,-,-,-
66,嘉義縣,1998/11,新港,4.8,0.22,30.3,103.0,-,23,3.83,19.15,-,-,-,22.95,-,-,-
67,屏東縣,1998/11,屏東,4.9,0.91,44.5,142.0,-,30,2.92,26.98,2.71,0.39,2.32,25.76,-,-,-
68,屏東縣,1998/11,潮州,5.4,0.73,44.9,-,-,26,2.97,23.16,-,-,-,25.08,-,-,-
69,屏東縣,1998/11,恆春,0.2,0.13,40.0,23.0,-,5,3.1,1.55,-,-,-,24.48,-,-,-
70,臺東縣,1998/11,臺東,0.3,0.29,27.6,38.0,-,12,3.37,8.58,2.33,0.12,2.21,23.96,-,-,-
71,花蓮縣,1998/11,花蓮,0.6,0.66,22.2,43.0,-,26,6.54,19.29,2.52,0.3,2.22,23.27,-,-,-
,,,,,,,,,,,,,,,,,,
