序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
22,臺南市,1994/03,新營,7.1,0.66,27.0,89.0,-,-,-,-,-,-,18.36,-,-
23,臺南市,1994/03,善化,7.3,0.57,27.1,94.0,26,4,21.71,-,-,-,18.95,-,-
24,臺南市,1994/03,安南,7.9,0.72,25.8,113.0,34,10,25.05,-,-,-,19.08,-,-
25,臺南市,1994/03,臺南,9.6,1.12,21.2,132.0,39,11,27.77,2.65,0.54,2.13,19.68,-,-
26,高雄市,1994/03,左營,13.4,1.01,25.1,94.0,46,13,33.16,2.57,0.39,2.18,19.5,-,-
27,高雄市,1994/03,楠梓,9.2,0.75,19.7,107.0,50,14,35.19,2.58,0.3,2.3,21.46,-,-
28,高雄市,1994/03,前金,17.4,1.21,19.0,128.0,53,15,37.46,-,-,-,20.31,-,-
29,高雄市,1994/03,前鎮,17.6,-,-,114.0,73,24,48.75,2.39,0.58,1.81,20.52,-,-
30,高雄市,1994/03,小港,25.7,1.27,17.2,137.0,85,35,46.74,2.63,0.58,2.05,22.11,-,-
31,高雄市,1994/03,鳳山,35.8,1.24,18.1,159.0,77,24,49.96,-,-,-,20.42,-,-
32,高雄市,1994/03,林園,32.8,0.9,25.4,162.0,46,13,32.86,2.76,0.67,2.1,21.04,-,-
33,高雄市,1994/03,大寮,35.9,0.93,22.1,148.0,47,10,36.73,-,-,-,21.24,-,-
34,高雄市,1994/03,仁武,32.9,0.88,16.1,129.0,61,18,42.0,2.16,0.55,1.62,20.04,-,-
35,高雄市,1994/03,橋頭,10.6,0.77,22.3,114.0,44,12,30.72,2.23,0.26,1.97,20.36,-,-
36,高雄市,1994/03,美濃,4.0,0.67,30.8,132.0,28,2,24.75,-,-,-,20.48,-,-
37,基隆市,1994/03,基隆,8.3,1.04,25.0,44.0,44,14,29.16,2.34,0.41,1.94,16.66,-,-
38,新竹市,1994/03,新竹,4.7,0.89,28.8,77.0,36,12,25.55,2.53,0.23,2.3,16.35,-,-
39,嘉義市,1994/03,嘉義,8.4,1.2,18.5,113.0,62,16,46.73,2.39,0.51,1.88,18.63,-,-
40,宜蘭縣,1994/03,宜蘭,2.9,0.7,26.6,42.0,21,3,15.5,-,-,-,17.51,-,-
41,宜蘭縣,1994/03,冬山,2.2,-,-,47.0,24,6,16.92,2.27,0.17,2.1,17.16,-,-
42,桃園市,1994/03,桃園,14.4,1.01,22.1,64.0,46,13,31.5,2.75,0.43,2.32,15.92,-,-
43,桃園市,1994/03,大園,5.2,0.49,35.4,38.0,20,-,14.13,-,-,-,15.12,-,-
44,桃園市,1994/03,龍潭,8.5,0.86,21.2,72.0,37,10,26.64,-,-,-,14.93,-,-
45,桃園市,1994/03,平鎮,9.4,1.01,20.6,70.0,42,11,31.13,-,-,-,15.05,-,-
46,桃園市,1994/03,觀音,8.1,0.45,40.9,61.0,14,-,10.29,2.98,1.03,1.95,15.85,-,-
47,新竹縣,1994/03,竹東,3.7,0.69,20.0,72.0,35,8,26.21,-,-,-,15.86,-,-
48,新竹縣,1994/03,湖口,4.5,0.58,29.3,37.0,26,7,18.43,-,-,-,15.81,-,-
49,苗栗縣,1994/03,苗栗,7.6,0.72,23.8,51.0,42,10,31.19,-,-,-,16.13,-,-
50,苗栗縣,1994/03,頭份,68.3,-,-,75.0,57,25,31.5,2.41,0.32,2.09,16.12,-,-
51,苗栗縣,1994/03,三義,3.3,0.51,25.7,49.0,28,6,21.18,2.61,1.22,1.39,14.09,-,-
52,彰化縣,1994/03,彰化,9.3,1.04,13.7,125.0,51,16,35.13,2.37,0.4,1.98,17.69,-,-
53,彰化縣,1994/03,線西,6.9,-,-,59.0,31,6,23.96,2.1,0.19,1.91,17.15,-,-
54,彰化縣,1994/03,二林,6.8,0.53,24.5,80.0,20,-,17.64,-,-,-,17.14,-,-
55,南投縣,1994/03,南投,4.6,1.03,18.8,83.0,47,11,34.45,-,-,-,17.76,-,-
56,雲林縣,1994/03,斗六,5.9,0.99,16.5,104.0,41,13,28.47,-,-,-,17.83,-,-
57,雲林縣,1994/03,崙背,6.4,0.6,24.6,76.0,29,5,23.95,-,-,-,17.45,-,-
58,雲林縣,1994/03,臺西,-,-,-,62.0,16,-,14.25,-,-,-,17.76,-,-
59,嘉義縣,1994/03,朴子,5.6,0.5,28.5,90.0,28,5,21.36,-,-,-,18.17,-,-
60,嘉義縣,1994/03,新港,5.6,0.56,27.6,83.0,29,5,24.9,-,-,-,17.77,-,-
61,屏東縣,1994/03,屏東,9.0,0.98,27.8,145.0,31,5,31.5,2.5,0.43,2.07,21.37,-,-
62,屏東縣,1994/03,潮州,11.4,0.78,25.8,131.0,37,5,30.67,-,-,-,20.76,-,-
63,屏東縣,1994/03,恆春,0.5,0.33,44.6,27.0,-,-,-,-,-,-,21.83,-,-
64,臺東縣,1994/03,臺東,0.8,0.76,26.7,69.0,16,2,13.39,2.1,0.14,1.98,20.64,-,-
65,花蓮縣,1994/03,花蓮,1.2,0.91,20.6,43.0,30,8,21.19,2.0,0.25,1.76,19.32,-,-
,,,,,,,,,,,,,,,,
