序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
62,雲林縣,2011/01,斗六,3.1,0.41,-,18.5,57,38,25.13,4.73,20.4,-,-,-,15.54,75.06
63,雲林縣,2011/01,崙背,3.5,0.37,-,25.8,51,30,16.77,3.44,13.33,-,-,-,14.98,78.43
64,雲林縣,2011/01,臺西,3.4,0.32,-,32.7,44,27,10.17,2.07,8.1,1.904,0.055,1.849,15.27,80.38
65,嘉義縣,2011/01,朴子,3.3,0.38,-,28.3,67,32,15.73,2.5,13.23,-,-,-,15.58,76.67
66,嘉義縣,2011/01,新港,3.3,0.38,-,24.5,58,33,16.07,2.57,13.49,-,-,-,14.46,74.58
67,屏東縣,2011/01,屏東,3.4,0.64,-,22.8,88,48,26.47,4.12,22.35,2.21,0.235,1.975,17.62,70.62
68,屏東縣,2011/01,潮州,3.7,0.56,-,23.2,106,58,23.73,4.73,19.01,-,-,-,17.8,75.26
69,屏東縣,2011/01,恆春,2.0,0.25,399.85,40.3,16,10,4.37,1.61,2.77,-,-,-,18.89,72.21
70,臺東縣,2011/01,臺東,2.5,0.42,-,30.3,36,9,10.46,2.88,7.58,-,-,-,18.12,67.6
71,臺東縣,2011/01,關山,2.6,-,-,27.9,25,17,9.5,3.18,6.32,-,-,-,15.24,76.8
72,花蓮縣,2011/01,花蓮,3.0,0.54,-,21.5,29,21,18.96,5.05,13.91,-,-,-,16.95,72.07
73,澎湖縣,2011/01,馬公,2.4,0.34,-,37.3,47,29,6.39,1.18,5.2,-,-,-,14.86,78.24
74,金門縣,2011/01,金門,9.1,0.57,-,25.8,100,54,20.8,4.44,16.35,-,-,-,11.69,65.43
75,連江縣,2011/01,馬祖,6.0,0.43,-,31.8,69,47,11.71,1.78,9.94,-,-,-,8.48,70.47
,,,,,,,,,,,,,,,,,
