序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
21,臺中市,2000/12,豐原,2.9,0.93,16.2,50.0,-,36,10.4,25.38,-,-,-,19.0,-,-,-
22,臺中市,2000/12,沙鹿,6.4,0.6,17.1,44.0,-,31,7.75,22.89,-,-,-,19.53,-,-,-
23,臺中市,2000/12,大里,1.9,0.99,15.7,66.0,-,50,17.05,32.51,-,-,-,19.07,-,-,-
24,臺南市,2000/12,新營,3.6,0.57,23.2,65.0,-,32,7.82,24.46,2.46,0.17,2.3,20.38,-,-,-
25,臺南市,2000/12,善化,4.2,0.53,22.8,-,-,28,5.71,22.56,-,-,-,20.49,-,-,-
26,臺南市,2000/12,安南,6.2,0.54,23.8,77.0,-,23,7.16,16.08,-,-,-,20.48,-,-,-
27,臺南市,2000/12,臺南,4.5,0.76,19.6,88.0,-,31,6.54,24.26,-,-,-,21.09,-,-,-
28,高雄市,2000/12,左營,6.4,0.83,24.5,103.0,-,40,11.95,28.06,2.5,0.31,2.19,21.23,-,-,-
29,高雄市,2000/12,楠梓,4.0,0.65,21.9,94.0,-,42,11.92,30.26,2.53,0.27,2.27,21.26,-,-,-
30,高雄市,2000/12,前金,7.2,0.94,25.2,130.0,-,42,9.9,31.9,-,-,-,21.08,-,-,-
31,高雄市,2000/12,前鎮,10.7,-,-,112.0,-,63,21.83,41.34,2.64,0.51,2.12,21.95,-,-,-
32,高雄市,2000/12,復興,9.7,1.58,-,148.0,-,81,35.36,45.67,3.18,0.92,2.26,21.77,-,-,-
33,高雄市,2000/12,小港,19.1,1.11,21.4,129.0,-,81,34.23,47.23,2.82,0.64,2.17,22.16,-,-,-
34,高雄市,2000/12,鳳山,15.6,1.01,14.7,136.0,46,68,34.11,33.91,-,-,-,22.05,-,-,-
35,高雄市,2000/12,林園,15.4,0.8,23.6,124.0,50,47,14.51,32.84,3.02,0.63,2.39,22.1,-,-,-
36,高雄市,2000/12,大寮,11.8,0.85,26.3,138.0,-,43,9.87,32.75,2.82,0.41,2.41,21.88,-,-,-
37,高雄市,2000/12,仁武,14.5,0.73,20.8,111.0,-,57,21.25,36.05,2.93,0.5,2.43,21.65,-,-,-
38,高雄市,2000/12,橋頭,5.0,0.69,18.7,88.0,-,43,12.66,30.62,2.48,0.18,2.3,20.84,-,-,-
39,高雄市,2000/12,美濃,1.5,0.64,29.8,111.0,-,-,-,-,-,-,-,21.42,-,-,-
40,基隆市,2000/12,基隆,4.5,0.68,25.3,-,-,28,7.92,20.39,2.46,0.22,2.24,19.18,-,-,-
41,新竹市,2000/12,新竹,4.3,0.53,19.0,37.0,-,30,6.61,23.54,2.51,0.2,2.32,19.78,-,-,-
42,嘉義市,2000/12,嘉義,5.1,0.88,15.8,95.0,-,48,15.55,32.2,2.53,0.35,2.17,19.64,-,-,-
43,宜蘭縣,2000/12,宜蘭,1.0,0.6,24.1,26.0,-,17,2.87,14.1,-,-,-,19.23,-,-,-
44,宜蘭縣,2000/12,冬山,0.9,0.52,15.8,31.0,-,25,8.58,16.47,2.41,0.2,2.22,19.57,-,-,-
45,桃園市,2000/12,桃園,5.7,0.64,20.9,32.0,-,29,6.87,21.68,2.35,0.24,2.11,18.81,-,-,-
46,桃園市,2000/12,中壢,4.9,1.02,-,36.0,-,51,20.75,30.18,-,-,-,18.82,-,-,-
47,桃園市,2000/12,大園,2.2,0.39,32.1,48.0,-,15,3.37,11.44,-,-,-,19.67,-,-,-
48,桃園市,2000/12,龍潭,2.0,0.53,26.5,37.0,-,25,5.39,19.2,-,-,-,17.28,-,-,-
49,桃園市,2000/12,平鎮,3.8,0.71,21.4,32.0,-,31,7.67,23.48,2.36,0.27,2.09,18.15,-,-,-
50,桃園市,2000/12,觀音,4.2,0.29,30.2,41.0,-,17,3.7,12.94,2.56,0.22,2.34,19.06,-,-,-
51,新竹縣,2000/12,竹東,1.6,0.55,23.2,33.0,-,21,3.94,17.17,-,-,-,19.15,-,-,-
52,新竹縣,2000/12,湖口,1.6,0.48,29.2,43.0,-,19,3.31,15.21,-,-,-,19.23,-,-,-
53,苗栗縣,2000/12,苗栗,4.5,0.67,13.9,40.0,-,38,12.03,25.91,-,-,-,18.61,-,-,-
54,苗栗縣,2000/12,頭份,22.2,-,-,46.0,-,31,9.64,21.44,2.44,0.16,2.28,19.94,-,-,-
55,苗栗縣,2000/12,三義,1.4,0.43,22.2,47.0,-,-,-,-,2.36,0.14,2.22,16.79,-,-,-
56,彰化縣,2000/12,彰化,4.7,0.75,17.9,75.0,-,44,15.67,28.14,2.56,0.31,2.25,19.88,-,-,-
57,彰化縣,2000/12,線西,5.1,-,-,47.0,-,29,7.28,21.5,2.17,0.12,2.05,19.08,-,-,-
58,彰化縣,2000/12,二林,3.1,0.47,22.7,74.0,-,24,5.71,18.32,-,-,-,19.97,-,-,-
59,南投縣,2000/12,南投,2.5,0.85,18.2,75.0,-,44,14.98,28.66,2.46,0.38,2.08,20.4,-,-,-
60,南投縣,2000/12,埔里,-,0.98,20.8,-,-,24,5.52,18.59,2.55,0.27,2.28,18.83,-,-,-
61,南投縣,2000/12,竹山,2.8,0.76,18.0,93.0,-,38,10.32,27.72,-,-,-,19.92,-,-,-
62,雲林縣,2000/12,斗六,4.6,0.79,12.5,84.0,-,42,13.17,28.66,-,-,-,19.57,-,-,-
63,雲林縣,2000/12,崙背,3.3,0.5,24.4,72.0,-,24,4.94,19.55,2.21,0.16,2.04,19.55,-,-,-
64,雲林縣,2000/12,臺西,2.4,0.4,30.3,58.0,-,13,2.13,11.32,-,-,-,20.33,-,-,-
65,嘉義縣,2000/12,朴子,2.6,0.41,25.2,73.0,-,25,7.62,17.74,-,-,-,19.48,-,-,-
66,嘉義縣,2000/12,新港,2.6,0.47,22.7,70.0,-,27,6.33,20.38,-,-,-,18.99,-,-,-
67,屏東縣,2000/12,屏東,3.7,0.8,24.9,106.0,-,28,3.8,24.21,2.43,0.33,2.1,21.38,-,-,-
68,屏東縣,2000/12,潮州,3.6,0.67,27.9,122.0,-,33,5.21,27.91,-,-,-,21.63,-,-,-
69,屏東縣,2000/12,恆春,0.2,0.23,35.2,36.0,-,2,0.03,2.11,-,-,-,22.35,-,-,-
70,臺東縣,2000/12,臺東,0.2,0.41,26.8,25.0,-,13,3.27,9.27,2.31,0.13,2.17,21.98,-,-,-
71,花蓮縣,2000/12,花蓮,1.1,0.72,17.0,34.0,-,26,8.1,17.98,2.34,0.23,2.11,21.72,-,-,-
72,連江縣,2000/12,馬祖,-,-,-,50.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
