序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
43,桃園市,1994/04,大園,7.9,0.64,27.8,77.0,26,-,17.34,-,-,-,22.01,-,-
44,桃園市,1994/04,龍潭,9.8,0.88,20.8,90.0,34,9,23.55,-,-,-,22.0,-,-
45,桃園市,1994/04,平鎮,8.9,1.08,19.7,87.0,40,11,28.45,2.33,0.48,1.85,22.24,-,-
46,桃園市,1994/04,觀音,9.2,0.54,31.4,68.0,15,2,12.73,2.16,0.23,1.93,22.79,-,-
47,新竹縣,1994/04,竹東,3.9,0.73,19.0,78.0,31,7,23.11,-,-,-,22.91,-,-
48,新竹縣,1994/04,湖口,6.1,0.77,23.7,58.0,31,12,19.28,-,-,-,22.99,-,-
49,苗栗縣,1994/04,苗栗,8.0,0.76,22.6,49.0,37,10,25.27,-,-,-,23.7,-,-
50,苗栗縣,1994/04,頭份,22.8,-,-,81.0,50,21,26.79,1.75,0.31,1.44,23.69,-,-
51,苗栗縣,1994/04,三義,3.6,0.52,24.1,54.0,24,7,16.5,2.69,0.78,1.91,21.56,-,-
52,彰化縣,1994/04,彰化,9.9,1.0,15.7,115.0,51,16,35.18,2.36,0.36,2.0,25.12,-,-
53,彰化縣,1994/04,線西,5.8,-,-,59.0,23,5,17.15,2.11,0.17,1.94,24.61,-,-
54,彰化縣,1994/04,二林,5.3,0.56,22.1,91.0,21,-,17.66,-,-,-,24.21,-,-
55,南投縣,1994/04,南投,3.7,0.79,22.0,82.0,33,8,23.32,-,-,-,24.38,-,-
56,雲林縣,1994/04,斗六,4.9,0.87,18.6,83.0,29,8,20.45,-,-,-,25.18,-,-
57,雲林縣,1994/04,崙背,4.5,0.62,20.9,97.0,28,6,21.22,-,-,-,24.7,-,-
58,雲林縣,1994/04,臺西,2.9,0.55,30.6,82.0,12,-,9.2,-,-,-,24.57,-,-
59,嘉義縣,1994/04,朴子,3.4,0.55,25.6,78.0,21,7,14.34,-,-,-,25.41,-,-
60,嘉義縣,1994/04,新港,4.7,0.6,24.2,73.0,28,6,21.28,-,-,-,25.0,-,-
61,屏東縣,1994/04,屏東,8.6,0.84,26.1,94.0,34,4,28.33,2.25,0.31,1.95,27.03,-,-
62,屏東縣,1994/04,潮州,6.1,0.58,20.5,81.0,24,4,19.01,-,-,-,26.21,-,-
63,屏東縣,1994/04,恆春,0.8,0.31,32.0,25.0,2,0,1.16,-,-,-,25.7,-,-
64,臺東縣,1994/04,臺東,0.9,0.83,19.6,-,18,5,12.45,2.18,0.15,2.03,25.35,-,-
65,花蓮縣,1994/04,花蓮,0.7,0.92,17.9,44.0,24,7,15.55,1.98,0.23,1.7,24.37,-,-
,,,,,,,,,,,,,,,,
