序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
37,高雄市,2001/01,仁武,14.5,0.8,24.3,99.0,-,50,15.65,34.3,3.0,0.53,2.47,19.74,-,-,-
38,高雄市,2001/01,橋頭,4.9,0.71,21.3,80.0,-,41,10.35,30.22,2.55,0.19,2.35,19.11,-,-,-
39,高雄市,2001/01,美濃,2.0,0.67,32.3,91.0,-,19,1.89,16.71,-,-,-,19.47,-,-,-
40,基隆市,2001/01,基隆,4.8,0.75,26.7,55.0,-,34,10.03,23.59,2.56,0.27,2.29,17.1,-,-,-
41,新竹市,2001/01,新竹,4.0,0.66,20.6,48.0,-,33,10.11,22.67,2.52,0.23,2.29,17.05,-,-,-
42,嘉義市,2001/01,嘉義,5.3,0.95,15.4,96.0,-,51,17.37,33.6,2.58,0.43,2.15,17.58,-,-,-
43,宜蘭縣,2001/01,宜蘭,1.1,0.59,26.6,29.0,-,15,2.32,13.11,-,-,-,17.82,-,-,-
44,宜蘭縣,2001/01,冬山,1.3,0.53,16.2,36.0,-,27,9.7,17.12,2.54,0.31,2.23,17.98,-,-,-
45,桃園市,2001/01,桃園,7.1,0.72,20.1,45.0,-,35,9.97,24.79,2.54,0.34,2.2,16.4,-,-,-
46,桃園市,2001/01,中壢,4.5,1.24,-,52.0,-,57,26.66,29.95,-,-,-,16.31,-,-,-
47,桃園市,2001/01,大園,2.4,0.42,31.5,57.0,-,17,3.92,13.42,-,-,-,17.08,-,-,-
48,桃園市,2001/01,龍潭,2.8,0.66,27.4,48.0,-,30,7.51,22.09,-,-,-,14.66,-,-,-
49,桃園市,2001/01,平鎮,4.3,0.78,21.7,44.0,-,31,8.2,23.1,2.44,0.28,2.16,15.66,-,-,-
50,桃園市,2001/01,觀音,4.6,0.36,32.0,46.0,-,17,3.84,12.88,2.53,0.17,2.36,16.31,-,-,-
51,新竹縣,2001/01,竹東,-,0.6,21.2,47.0,-,26,5.73,20.7,-,-,-,16.49,-,-,-
52,新竹縣,2001/01,湖口,2.3,0.56,27.4,51.0,-,22,5.51,16.64,-,-,-,16.79,-,-,-
53,苗栗縣,2001/01,苗栗,3.7,0.69,17.7,48.0,-,35,12.79,22.62,-,-,-,16.01,-,-,-
54,苗栗縣,2001/01,頭份,12.2,-,-,60.0,-,31,11.32,19.8,2.49,0.18,2.3,17.2,-,-,-
55,苗栗縣,2001/01,三義,1.7,0.47,24.3,41.0,-,24,6.95,16.91,2.36,0.12,2.24,14.34,-,-,-
56,彰化縣,2001/01,彰化,5.2,0.82,19.8,85.0,-,47,17.36,29.18,2.58,0.34,2.24,17.52,-,-,-
57,彰化縣,2001/01,線西,5.1,-,-,48.0,-,29,7.71,21.14,2.18,0.12,2.05,16.68,-,-,-
58,彰化縣,2001/01,二林,3.3,0.49,23.6,73.0,-,30,9.48,20.05,-,-,-,17.67,-,-,-
59,南投縣,2001/01,南投,2.4,0.84,18.5,75.0,-,42,12.18,30.31,2.43,0.35,2.08,18.24,-,-,-
60,南投縣,2001/01,埔里,-,1.02,22.2,91.0,-,23,4.15,19.18,3.09,0.27,2.82,16.98,-,-,-
61,南投縣,2001/01,竹山,3.0,0.73,17.4,90.0,-,36,7.96,27.88,-,-,-,17.9,-,-,-
62,雲林縣,2001/01,斗六,4.6,0.81,16.5,89.0,-,41,12.08,28.57,-,-,-,17.47,-,-,-
63,雲林縣,2001/01,崙背,3.1,0.5,24.8,71.0,-,22,4.19,17.97,2.23,0.17,2.06,17.41,-,-,-
64,雲林縣,2001/01,臺西,2.8,0.44,29.7,60.0,-,15,2.54,12.93,-,-,-,17.97,-,-,-
65,嘉義縣,2001/01,朴子,2.8,0.48,28.5,75.0,-,22,4.05,18.41,-,-,-,17.44,-,-,-
66,嘉義縣,2001/01,新港,3.0,0.59,23.8,77.0,-,27,6.9,20.33,-,-,-,17.0,-,-,-
67,屏東縣,2001/01,屏東,2.9,0.85,24.7,89.0,-,29,4.56,23.98,2.62,0.47,2.15,19.81,-,-,-
68,屏東縣,2001/01,潮州,4.2,0.69,28.6,111.0,-,36,5.83,29.99,-,-,-,19.91,-,-,-
69,屏東縣,2001/01,恆春,0.2,0.27,35.6,38.0,-,1,0.03,1.26,-,-,-,21.03,-,-,-
70,臺東縣,2001/01,臺東,0.7,0.54,25.2,29.0,-,15,3.19,11.45,2.38,0.16,2.23,19.95,-,-,-
71,花蓮縣,2001/01,花蓮,0.7,0.74,17.5,41.0,-,24,7.3,16.71,2.33,0.24,2.09,19.77,-,-,-
72,連江縣,2001/01,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
