序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
21,臺中市,1998/09,豐原,4.0,0.84,28.9,54.0,-,28,4.17,24.01,-,-,-,26.79,-,-
22,臺中市,1998/09,沙鹿,5.8,0.6,25.7,54.0,-,23,3.62,19.71,-,-,-,27.49,-,-
23,臺中市,1998/09,大里,2.8,0.82,28.6,65.0,-,33,6.19,26.38,-,-,-,27.87,-,-
24,臺南市,1998/09,新營,4.1,0.53,31.5,52.0,-,19,2.86,16.47,2.51,0.26,2.25,28.39,-,-
25,臺南市,1998/09,善化,4.6,0.45,34.0,51.0,-,15,2.75,12.5,-,-,-,28.13,-,-
26,臺南市,1998/09,安南,6.2,0.6,37.6,51.0,-,20,3.54,16.65,-,-,-,27.87,-,-
27,臺南市,1998/09,臺南,7.5,0.84,30.1,63.0,-,28,6.32,21.88,2.58,0.36,2.22,27.47,-,-
28,高雄市,1998/09,左營,6.7,0.8,41.8,75.0,-,29,6.29,22.37,2.49,0.31,2.17,28.6,-,-
29,高雄市,1998/09,楠梓,5.7,0.55,37.0,55.0,-,27,4.36,22.99,2.65,0.33,2.32,28.24,-,-
30,高雄市,1998/09,前金,9.1,0.91,38.4,78.0,-,30,5.76,23.85,-,-,-,28.4,-,-
31,高雄市,1998/09,前鎮,8.3,-,-,66.0,-,36,8.76,27.36,2.54,0.33,2.2,28.98,-,-
32,高雄市,1998/09,復興,10.2,1.3,-,89.0,-,45,13.84,30.69,2.9,0.75,2.15,28.49,-,-
33,高雄市,1998/09,小港,10.4,0.74,38.3,75.0,-,35,8.84,26.53,2.5,0.29,2.21,28.66,-,-
34,高雄市,1998/09,鳳山,8.8,0.98,33.9,68.0,42,31,5.18,25.7,-,-,-,28.92,-,-
35,高雄市,1998/09,林園,6.6,0.52,38.6,56.0,56,14,2.26,12.19,2.39,0.31,2.1,28.06,-,-
36,高雄市,1998/09,大寮,7.2,0.76,38.8,84.0,-,20,1.86,18.16,2.63,0.27,2.37,28.94,-,-
37,高雄市,1998/09,仁武,8.1,0.65,40.4,76.0,-,30,6.46,23.81,2.55,0.25,2.3,28.32,-,-
38,高雄市,1998/09,橋頭,7.6,0.6,34.5,66.0,-,23,3.69,19.14,2.53,0.14,2.39,27.52,-,-
39,高雄市,1998/09,美濃,1.9,0.54,38.1,66.0,-,10,0.81,9.42,-,-,-,27.55,-,-
40,基隆市,1998/09,基隆,5.6,0.8,28.6,43.0,-,29,7.85,21.09,2.51,0.21,2.29,26.65,-,-
41,新竹市,1998/09,新竹,5.7,0.79,28.0,35.0,-,31,9.41,21.34,2.44,0.28,2.15,27.74,-,-
42,嘉義市,1998/09,嘉義,5.6,0.89,27.8,67.0,-,31,5.96,25.52,2.56,0.31,2.26,27.81,-,-
43,宜蘭縣,1998/09,宜蘭,1.9,0.46,24.5,34.0,-,13,1.93,11.41,-,-,-,26.06,-,-
44,宜蘭縣,1998/09,冬山,1.7,0.55,20.7,32.0,-,18,5.61,12.71,2.36,0.15,2.21,26.03,-,-
45,桃園市,1998/09,桃園,8.4,0.78,21.5,42.0,-,31,7.69,23.68,2.51,0.32,2.19,26.3,-,-
46,桃園市,1998/09,中壢,6.2,1.34,-,38.0,-,67,29.84,37.12,-,-,-,26.54,-,-
47,桃園市,1998/09,大園,3.8,0.44,27.1,38.0,-,21,6.45,14.82,-,-,-,26.38,-,-
48,桃園市,1998/09,龍潭,3.1,0.53,21.1,38.0,-,26,6.1,20.09,-,-,-,25.32,-,-
49,桃園市,1998/09,平鎮,5.2,0.83,28.1,33.0,-,31,7.52,22.98,2.28,0.26,2.03,25.0,-,-
50,桃園市,1998/09,觀音,5.5,0.26,29.1,63.0,-,17,3.5,13.7,2.44,0.19,2.25,26.66,-,-
51,新竹縣,1998/09,竹東,1.4,0.49,26.0,43.0,-,18,3.56,14.56,-,-,-,26.84,-,-
52,新竹縣,1998/09,湖口,3.8,0.56,18.7,48.0,-,23,5.57,17.02,-,-,-,26.98,-,-
53,苗栗縣,1998/09,苗栗,4.0,0.69,23.4,54.0,-,27,5.96,20.54,-,-,-,26.81,-,-
54,苗栗縣,1998/09,頭份,21.0,-,-,50.0,-,28,9.1,18.95,2.38,0.14,2.25,26.86,-,-
55,苗栗縣,1998/09,三義,2.1,0.29,22.9,47.0,-,17,3.74,13.03,2.09,0.06,2.03,23.87,-,-
56,彰化縣,1998/09,彰化,5.9,0.85,20.8,58.0,-,35,8.81,25.7,2.64,0.3,2.34,27.9,-,-
57,彰化縣,1998/09,線西,6.0,-,-,48.0,-,23,4.54,18.86,2.22,0.13,2.09,27.51,-,-
58,彰化縣,1998/09,二林,4.0,0.43,27.9,76.0,-,20,4.46,16.0,-,-,-,27.15,-,-
59,南投縣,1998/09,南投,1.8,0.65,26.0,63.0,-,23,4.15,19.01,2.12,0.2,1.93,27.55,-,-
60,南投縣,1998/09,埔里,1.6,1.14,34.5,69.0,-,14,1.91,11.74,-,-,-,15.47,-,-
61,南投縣,1998/09,竹山,1.0,0.52,-,68.0,-,19,2.6,16.88,-,-,-,26.69,-,-
62,雲林縣,1998/09,斗六,5.1,0.73,25.2,62.0,-,23,4.44,18.64,-,-,-,28.03,-,-
63,雲林縣,1998/09,崙背,4.9,0.42,20.8,83.0,-,18,3.9,14.46,1.86,0.1,1.75,27.11,-,-
64,雲林縣,1998/09,臺西,3.9,0.32,43.1,74.0,-,13,7.62,5.23,-,-,-,26.94,-,-
65,嘉義縣,1998/09,朴子,3.0,0.45,22.2,63.0,-,16,2.5,13.02,-,-,-,28.11,-,-
66,嘉義縣,1998/09,新港,4.6,0.51,32.4,-,-,19,4.32,14.64,-,-,-,27.4,-,-
67,屏東縣,1998/09,屏東,3.6,0.72,36.9,68.0,-,19,1.54,17.37,2.49,0.27,2.22,28.8,-,-
68,屏東縣,1998/09,潮州,2.4,0.51,38.7,68.0,-,11,0.64,10.03,-,-,-,28.05,-,-
69,屏東縣,1998/09,恆春,0.6,0.26,37.1,27.0,-,1,0.15,1.13,-,-,-,27.21,-,-
70,臺東縣,1998/09,臺東,0.3,0.53,26.4,40.0,-,10,2.55,7.69,2.22,0.12,2.11,27.52,-,-
71,花蓮縣,1998/09,花蓮,0.6,0.69,20.9,44.0,-,22,6.38,15.42,2.16,0.24,1.93,27.45,-,-
,,,,,,,,,,,,,,,,,
