序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
49,桃園市,2006/06,觀音,4.7,0.26,-,31.0,46,21,14.97,2.95,12.02,-,-,-,28.27,-,-,75.73,-
50,新竹縣,2006/06,竹東,1.6,0.37,-,23.8,32,21,12.17,2.63,9.53,-,-,-,27.62,-,-,71.89,-
51,新竹縣,2006/06,湖口,3.8,0.28,-,26.5,36,21,19.3,5.43,13.86,-,-,-,27.36,-,-,76.04,-
52,苗栗縣,2006/06,苗栗,3.3,0.34,-,22.4,22,12,14.43,4.08,10.35,-,-,-,28.42,-,-,72.13,-
53,苗栗縣,2006/06,頭份,4.3,0.29,-,26.2,31,15,15.75,4.31,11.44,-,-,-,27.57,-,-,74.53,-
54,苗栗縣,2006/06,三義,2.5,0.21,-,24.5,22,12,9.69,2.34,7.34,1.868,0.066,1.802,25.14,-,-,80.12,-
55,彰化縣,2006/06,彰化,4.4,0.45,-,23.0,34,21,18.66,6.03,12.63,1.978,0.175,1.803,28.3,-,-,71.08,-
56,彰化縣,2006/06,線西,3.5,0.29,-,20.4,37,22,14.32,4.31,10.01,-,-,-,28.04,-,-,84.59,-
57,彰化縣,2006/06,二林,2.5,0.22,-,24.2,29,21,9.58,2.6,6.96,-,-,-,27.99,-,-,77.56,-
58,南投縣,2006/06,南投,2.2,0.36,-,23.7,28,14,13.6,3.9,9.7,-,-,-,27.39,-,-,74.64,-
59,南投縣,2006/06,埔里,2.0,0.34,-,22.3,25,16,11.37,2.83,8.54,-,-,-,26.1,-,-,76.81,-
60,南投縣,2006/06,竹山,2.0,0.27,-,25.2,29,13,8.2,2.33,5.87,-,-,-,26.66,-,-,79.16,-
61,雲林縣,2006/06,斗六,2.7,0.33,-,25.4,29,20,11.9,3.69,8.21,-,-,-,28.25,-,-,72.98,-
62,雲林縣,2006/06,崙背,2.6,0.21,-,22.3,32,15,9.21,3.17,6.04,-,-,-,27.42,-,-,78.56,-
63,雲林縣,2006/06,臺西,2.2,0.19,-,26.0,29,12,9.66,2.71,6.94,-,-,-,28.36,-,-,81.7,-
64,嘉義縣,2006/06,朴子,2.6,0.29,-,25.3,47,22,13.0,4.03,8.98,-,-,-,27.83,-,-,81.69,-
65,嘉義縣,2006/06,新港,2.9,0.26,-,22.7,45,21,14.78,5.46,9.33,-,-,-,27.89,-,-,78.11,-
66,屏東縣,2006/06,屏東,3.3,0.44,-,21.7,44,20,14.67,5.23,9.43,2.143,0.224,1.919,29.48,-,-,74.04,-
67,屏東縣,2006/06,潮州,3.0,0.23,-,22.5,41,18,11.85,3.03,8.81,-,-,-,28.72,-,-,76.53,-
68,屏東縣,2006/06,恆春,1.2,0.06,399.12,19.8,17,7,4.65,1.97,2.68,-,-,-,28.21,-,-,83.65,-
69,臺東縣,2006/06,臺東,2.2,0.34,-,21.4,24,9,13.39,5.37,8.02,1.73,0.123,1.607,28.54,-,-,75.9,-
70,臺東縣,2006/06,關山,1.3,0.18,-,16.9,26,7,6.49,2.4,4.08,-,-,-,26.89,-,-,75.73,-
71,花蓮縣,2006/06,花蓮,1.7,0.41,-,15.1,32,19,14.83,4.75,10.07,1.983,0.19,1.794,27.15,-,-,75.08,-
72,澎湖縣,2006/06,馬公,2.2,0.19,-,26.1,19,-,9.43,3.66,5.77,1.788,0.078,1.711,27.78,-,-,81.58,-
73,金門縣,2006/06,金門,3.4,0.19,-,25.5,33,18,9.33,2.62,6.69,-,-,-,26.22,-,-,-,-
74,連江縣,2006/06,馬祖,2.6,0.26,-,45.0,36,17,6.1,1.25,4.84,-,-,-,25.32,-,-,82.85,-
,,,,,,,,,,,,,,,,,,,,
