序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
23,臺中市,2002/09,大里,1.9,0.67,387.08,29.2,49,-,24.05,3.94,20.1,-,-,-,28.01,-,-,-
24,臺南市,2002/09,新營,2.7,0.57,-,35.5,49,-,15.72,1.74,13.98,2.217,0.09,2.13,27.73,-,-,-
25,臺南市,2002/09,善化,4.4,0.44,-,44.0,44,-,15.38,1.81,13.57,-,-,-,27.56,-,-,-
26,臺南市,2002/09,安南,4.5,0.32,-,37.1,58,-,20.42,2.89,17.52,-,-,-,27.93,-,-,-
27,臺南市,2002/09,臺南,4.5,0.69,-,35.0,72,-,19.01,1.84,17.2,2.274,0.22,2.05,27.9,-,-,-
28,高雄市,2002/09,左營,5.9,0.7,-,35.3,51,-,23.23,4.46,18.76,2.051,0.26,1.79,27.79,-,-,-
29,高雄市,2002/09,楠梓,7.1,0.59,-,29.4,56,-,25.96,6.25,19.72,2.164,0.16,2.01,28.11,-,-,-
30,高雄市,2002/09,前金,6.3,0.74,-,41.4,51,-,26.63,6.01,20.75,-,-,-,28.05,-,-,-
31,高雄市,2002/09,前鎮,9.5,-,-,-,61,-,30.16,7.35,22.81,2.429,0.36,2.07,28.19,-,-,-
32,高雄市,2002/09,復興,9.8,0.9,-,-,62,-,33.82,7.91,25.91,2.662,0.48,2.18,28.39,-,-,-
33,高雄市,2002/09,小港,11.2,0.68,-,31.3,60,-,29.81,7.28,22.53,2.222,0.24,1.98,27.98,-,-,-
34,高雄市,2002/09,鳳山,5.5,0.83,-,31.0,53,29,25.93,6.87,19.06,-,-,-,28.74,-,-,-
35,高雄市,2002/09,林園,-,0.61,-,36.7,65,-,13.35,2.61,10.9,2.498,0.37,2.13,27.73,-,-,-
36,高雄市,2002/09,大寮,4.1,0.79,-,29.5,48,-,17.09,3.63,13.46,2.171,0.14,2.03,27.98,-,-,-
37,高雄市,2002/09,仁武,7.2,0.53,-,32.9,53,-,24.14,4.71,19.44,2.29,0.19,2.1,27.71,-,-,-
38,高雄市,2002/09,橋頭,4.9,0.95,-,28.6,35,-,22.97,4.2,18.78,2.052,0.12,1.94,27.89,-,-,-
39,高雄市,2002/09,美濃,1.5,0.43,-,42.7,52,-,9.04,0.72,8.33,-,-,-,27.35,-,-,-
40,基隆市,2002/09,基隆,2.7,0.58,-,29.3,41,-,20.01,4.52,15.49,2.037,0.12,1.91,26.93,-,-,-
41,新竹市,2002/09,新竹,4.6,0.64,-,23.7,33,-,24.93,5.01,19.92,2.274,0.13,2.14,27.55,-,-,-
42,嘉義市,2002/09,嘉義,2.7,0.63,-,33.7,59,-,19.49,1.81,17.68,2.269,0.16,2.11,27.51,-,-,-
43,宜蘭縣,2002/09,宜蘭,0.7,0.45,346.51,27.7,31,-,11.37,1.59,9.84,-,-,-,26.26,-,-,-
44,宜蘭縣,2002/09,冬山,1.4,0.35,-,18.1,40,-,17.14,5.06,12.09,2.281,0.17,2.11,26.61,-,-,-
45,桃園市,2002/09,桃園,7.2,0.71,-,26.7,37,-,26.35,4.88,21.5,2.434,0.22,2.22,26.2,-,-,-
46,桃園市,2002/09,中壢,4.5,1.23,-,-,41,-,49.22,19.65,29.56,2.668,0.58,2.09,26.19,-,-,-
47,桃園市,2002/09,大園,3.1,0.44,-,30.9,43,-,20.5,4.99,15.54,-,-,-,27.14,-,-,-
48,桃園市,2002/09,龍潭,1.6,0.48,-,28.6,46,-,21.63,3.21,18.42,-,-,-,25.6,-,-,-
49,桃園市,2002/09,平鎮,4.0,0.67,-,28.6,69,-,25.46,3.94,21.52,2.278,0.23,2.05,27.03,-,-,-
50,桃園市,2002/09,觀音,5.6,0.38,-,32.5,43,-,19.26,3.97,15.3,2.243,0.24,2.0,26.85,-,-,-
51,新竹縣,2002/09,竹東,1.3,0.3,-,29.8,38,-,16.88,2.3,14.67,-,-,-,25.83,-,-,-
52,新竹縣,2002/09,湖口,2.7,0.45,-,28.6,51,-,20.32,4.69,15.63,-,-,-,27.4,-,-,-
53,苗栗縣,2002/09,苗栗,2.5,0.56,-,30.0,49,-,24.84,5.0,19.84,-,-,-,25.95,-,-,-
54,苗栗縣,2002/09,頭份,3.3,-,-,-,59,-,22.28,4.16,18.18,2.18,0.12,2.06,26.3,-,-,-
55,苗栗縣,2002/09,三義,1.0,0.35,-,32.1,31,-,16.02,2.81,13.22,2.196,0.11,2.09,23.57,-,-,-
56,彰化縣,2002/09,彰化,3.4,0.66,-,26.5,54,-,26.74,5.14,21.6,2.19,0.24,1.95,27.61,-,-,-
57,彰化縣,2002/09,線西,3.4,-,-,-,55,-,19.6,3.18,16.46,2.348,0.12,2.23,26.55,-,-,-
58,彰化縣,2002/09,二林,2.2,0.39,-,29.2,63,-,14.15,2.16,12.25,-,-,-,26.51,-,-,-
59,南投縣,2002/09,南投,1.5,0.75,-,26.4,46,-,25.38,6.48,18.92,2.5,0.36,2.14,27.01,-,-,-
60,南投縣,2002/09,埔里,1.9,0.75,-,31.5,58,-,13.79,2.08,11.15,2.307,0.13,2.18,25.13,-,-,-
61,南投縣,2002/09,竹山,2.0,0.53,-,30.3,50,-,17.44,1.86,15.58,-,-,-,26.59,-,-,-
62,雲林縣,2002/09,斗六,3.3,0.56,-,30.8,51,-,18.55,2.33,16.22,-,-,-,26.89,-,-,-
63,雲林縣,2002/09,崙背,2.0,0.38,-,33.1,50,-,14.58,1.67,12.97,2.598,0.13,2.47,27.29,-,-,-
64,雲林縣,2002/09,臺西,3.6,0.35,-,37.3,60,-,11.52,1.27,10.28,-,-,-,27.16,-,-,-
65,嘉義縣,2002/09,朴子,3.0,0.41,-,35.1,51,-,14.27,1.39,12.89,-,-,-,27.48,-,-,-
66,嘉義縣,2002/09,新港,2.1,0.45,-,31.5,46,-,15.19,1.81,13.38,-,-,-,27.32,-,-,-
67,屏東縣,2002/09,屏東,2.5,0.65,-,37.4,57,-,17.38,2.22,15.16,2.11,0.17,1.94,28.08,-,-,-
68,屏東縣,2002/09,潮州,1.1,0.35,-,31.0,61,-,10.0,0.69,9.3,-,-,-,26.95,-,-,-
69,屏東縣,2002/09,恆春,0.2,0.29,354.74,33.2,27,-,1.12,0.08,1.03,-,-,-,26.67,-,-,-
70,臺東縣,2002/09,臺東,0.3,0.49,-,27.0,31,-,8.78,1.89,6.89,2.016,0.11,1.91,27.02,-,-,-
71,花蓮縣,2002/09,花蓮,0.8,0.59,-,18.4,25,-,14.72,3.19,11.52,2.113,0.18,1.93,27.5,-,-,-
72,金門縣,2002/09,金門,4.0,0.23,-,45.1,67,-,4.87,0.33,4.64,2.21,0.06,2.15,26.94,-,-,-
73,連江縣,2002/09,馬祖,0.8,0.19,-,51.3,29,-,2.3,0.13,2.17,-,-,-,25.71,-,-,-
,,,,,,,,,,,,,,,,,,,
