序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
15,新北市,1993/09,林口,4.9,0.7,24.7,67.0,23,7,19.3,-,-,-,26.09,-,-
16,新北市,1993/09,萬里,2.6,0.33,32.7,46.0,-,-,-,1.61,0.05,1.56,26.36,-,-
17,臺中市,1993/09,西屯,6.9,0.81,28.0,76.0,38,14,25.11,1.96,0.25,1.71,27.22,-,-
18,臺中市,1993/09,忠明,7.0,1.27,26.8,92.0,50,17,33.29,-,-,-,27.43,-,-
19,臺中市,1993/09,豐原,7.8,1.04,31.8,73.0,35,5,30.38,-,-,-,26.66,-,-
20,臺中市,1993/09,沙鹿,8.8,0.72,29.7,83.0,30,10,21.35,-,-,-,27.47,-,-
21,臺中市,1993/09,大里,6.4,1.02,27.4,82.0,33,5,29.58,-,-,-,26.29,-,-
22,臺南市,1993/09,新營,6.0,0.62,33.4,73.0,21,3,18.13,-,-,-,27.49,-,-
23,臺南市,1993/09,善化,5.5,0.41,36.7,119.0,12,1,10.8,-,-,-,27.4,-,-
24,臺南市,1993/09,安南,7.6,0.6,27.1,79.0,24,7,17.96,-,-,-,27.76,-,-
25,臺南市,1993/09,臺南,-,0.94,28.2,103.0,26,6,20.14,2.63,0.84,1.82,28.58,-,-
26,高雄市,1993/09,左營,12.5,0.9,31.8,74.0,31,9,22.13,1.36,0.27,1.09,27.64,-,-
27,高雄市,1993/09,楠梓,6.5,0.55,24.3,76.0,31,-,21.95,-,-,-,29.06,-,-
28,高雄市,1993/09,前金,13.0,0.95,27.7,89.0,30,6,23.97,-,-,-,28.37,-,-
29,高雄市,1993/09,前鎮,24.1,-,-,94.0,-,-,-,2.06,0.36,1.7,28.76,-,-
30,高雄市,1993/09,小港,14.0,0.77,25.5,96.0,32,8,22.33,2.31,0.23,2.07,29.6,-,-
31,高雄市,1993/09,鳳山,15.5,1.04,24.2,98.0,15,7,-,-,-,-,28.06,-,-
32,高雄市,1993/09,林園,12.4,0.57,34.9,173.0,13,1,12.69,2.64,0.26,2.39,25.46,-,-
33,高雄市,1993/09,大寮,11.2,0.65,23.5,112.0,20,3,17.91,-,-,-,28.37,-,-
34,高雄市,1993/09,仁武,13.2,0.66,22.6,83.0,29,7,22.1,1.8,0.33,1.48,27.7,-,-
35,高雄市,1993/09,橋頭,12.4,0.6,29.7,69.0,28,7,19.84,2.12,0.19,1.94,28.18,-,-
36,高雄市,1993/09,美濃,3.4,0.5,34.3,79.0,13,1,11.74,-,-,-,27.27,-,-
37,基隆市,1993/09,基隆,6.3,0.76,20.5,49.0,28,9,19.44,2.04,0.29,1.75,27.03,-,-
38,新竹市,1993/09,新竹,7.2,0.74,25.3,68.0,30,6,23.52,2.21,0.12,2.09,27.59,-,-
39,嘉義市,1993/09,嘉義,6.0,0.92,30.4,93.0,28,5,24.03,2.37,0.45,1.92,27.83,-,-
40,宜蘭縣,1993/09,宜蘭,3.1,0.56,21.3,39.0,16,4,11.15,-,-,-,26.46,-,-
41,宜蘭縣,1993/09,冬山,2.7,-,-,53.0,20,7,12.66,2.1,0.11,1.98,26.23,-,-
42,桃園市,1993/09,桃園,18.7,0.89,24.6,-,37,8,29.26,2.73,0.36,2.39,26.98,-,-
43,桃園市,1993/09,大園,9.1,0.51,27.1,53.0,23,7,19.39,-,-,-,26.17,-,-
44,桃園市,1993/09,龍潭,6.8,0.66,32.1,67.0,25,4,19.94,-,-,-,26.22,-,-
45,桃園市,1993/09,平鎮,9.5,0.91,25.9,81.0,31,5,25.37,2.19,0.32,1.87,26.35,-,-
46,桃園市,1993/09,觀音,11.9,0.45,30.6,75.0,15,2,13.78,1.61,0.48,1.16,26.79,-,-
47,新竹縣,1993/09,竹東,3.7,0.48,27.5,69.0,23,3,18.62,-,-,-,27.01,-,-
48,新竹縣,1993/09,湖口,7.3,0.61,27.4,67.0,23,7,17.48,-,-,-,26.97,-,-
49,苗栗縣,1993/09,苗栗,6.8,0.66,28.7,69.0,30,7,21.73,-,-,-,27.05,-,-
50,苗栗縣,1993/09,頭份,21.5,-,-,98.0,42,17,25.36,1.94,0.24,1.76,27.61,-,-
51,苗栗縣,1993/09,三義,3.1,0.41,35.3,59.0,-,-,-,2.11,0.08,2.03,24.06,-,-
52,彰化縣,1993/09,彰化,9.6,0.95,22.8,-,31,9,24.6,-,-,-,27.85,-,-
53,彰化縣,1993/09,線西,8.1,-,-,73.0,27,7,21.2,-,-,-,27.2,-,-
54,彰化縣,1993/09,二林,6.7,0.54,25.3,101.0,19,5,14.37,-,-,-,26.71,-,-
55,南投縣,1993/09,南投,3.8,0.7,29.5,-,25,4,20.79,-,-,-,27.48,-,-
56,雲林縣,1993/09,斗六,5.5,0.77,27.4,78.0,22,4,17.88,-,-,-,27.36,-,-
57,雲林縣,1993/09,崙背,4.6,0.6,24.3,86.0,29,6,22.62,-,-,-,27.16,-,-
58,雲林縣,1993/09,臺西,3.6,0.44,32.7,85.0,10,2,-,-,-,-,27.32,-,-
59,嘉義縣,1993/09,朴子,4.3,0.5,31.3,88.0,16,2,13.24,-,-,-,27.71,-,-
60,嘉義縣,1993/09,新港,-,0.56,29.8,74.0,24,6,18.13,-,-,-,28.55,-,-
61,屏東縣,1993/09,屏東,7.4,0.86,31.9,82.0,24,2,20.87,2.42,0.35,2.08,28.11,-,-
62,屏東縣,1993/09,潮州,3.8,0.48,27.2,80.0,11,1,10.25,-,-,-,27.31,-,-
63,屏東縣,1993/09,恆春,0.4,0.29,31.3,26.0,0,0,-,-,-,-,26.94,-,-
64,臺東縣,1993/09,臺東,0.9,0.66,17.9,39.0,13,3,10.05,2.06,0.14,1.92,27.75,-,-
65,花蓮縣,1993/09,花蓮,1.1,0.74,14.8,44.0,21,5,15.87,4.26,1.09,3.22,26.85,-,-
,,,,,,,,,,,,,,,,
