序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
62,雲林縣,2000/07,崙背,1.7,0.36,23.6,-,-,13,2.12,11.19,2.22,0.11,2.11,28.51,-,-,-
63,雲林縣,2000/07,臺西,2.1,0.32,24.4,44.0,-,10,1.82,8.03,-,-,-,28.61,-,-,-
64,嘉義縣,2000/07,朴子,2.1,0.36,24.4,43.0,-,12,1.85,10.49,-,-,-,28.44,-,-,-
65,嘉義縣,2000/07,新港,2.5,0.38,23.2,45.0,-,14,2.78,11.62,-,-,-,28.16,-,-,-
66,屏東縣,2000/07,屏東,1.9,0.57,15.7,38.0,-,16,3.23,12.59,2.08,0.2,1.88,27.41,-,-,-
67,屏東縣,2000/07,潮州,2.0,0.38,22.2,-,-,11,0.96,9.52,-,-,-,27.05,-,-,-
68,屏東縣,2000/07,恆春,0.1,0.21,17.3,25.0,-,1,0.07,0.59,-,-,-,27.34,-,-,-
69,臺東縣,2000/07,臺東,0.5,0.48,13.5,31.0,-,10,3.64,6.48,1.91,0.06,1.84,28.17,-,-,-
70,花蓮縣,2000/07,花蓮,0.6,0.49,12.6,19.0,-,14,5.11,8.66,2.09,0.15,1.94,29.0,-,-,-
71,連江縣,2000/07,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
