序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
59,南投縣,2016/09,南投,1.9,0.37,-,24.1,40,20,13.41,3.07,10.34,1.907,0.12,1.787,1.74,1.23,28,4.26,6.34,75.58,12.02
60,南投縣,2016/09,埔里,1.9,0.29,-,25.9,31,18,9.76,1.93,7.83,-,-,-,1.58,1.2,26.22,-,-,81.9,-
61,南投縣,2016/09,竹山,2.7,0.27,-,27.3,37,17,9.44,1.24,8.17,-,-,-,1.55,1.05,26.76,-,-,82.56,-
62,雲林縣,2016/09,斗六,2.9,0.31,-,28.3,36,17,12.83,2.3,10.54,-,-,-,1.73,1.14,27.95,-,-,78.42,-
63,雲林縣,2016/09,崙背,2.5,0.23,-,28,37,20,10.3,1.64,8.65,-,-,-,2.8,1.89,27.69,1.52,6.24,86.64,20.01
64,雲林縣,2016/09,麥寮,2.6,0.25,-,27.8,54,17,10.45,2.89,7.56,1.915,0.068,1.848,2.88,1.77,28.63,-,-,84.6,-
65,雲林縣,2016/09,臺西,2.9,0.2,-,30.9,31,18,8.92,1.88,7.05,1.9,0.038,1.863,4.05,3.51,27.56,-,-,85.15,-
66,嘉義縣,2016/09,朴子,2.7,0.25,-,31.3,45,18,9.67,1.88,7.79,-,-,-,2.57,1.84,28.49,-,-,82,-
67,嘉義縣,2016/09,新港,2.5,0.27,-,27.8,37,16,10.17,2.45,7.72,-,-,-,2.69,1.89,27.47,-,-,75.08,-
68,屏東縣,2016/09,屏東,2.4,0.4,-,32.9,34,19,11.88,1.9,9.97,2.034,0.106,1.928,1.99,1.46,30.27,-,-,77.54,-
69,屏東縣,2016/09,潮州,2.2,0.23,-,36.7,43,20,11.74,4.31,7.42,-,-,-,1.7,1.41,27.4,-,-,82.84,-
70,屏東縣,2016/09,恆春,1.3,0.09,-,31,-,-,-,-,-,-,-,-,-,3.56,27.33,2.69,5.33,87.48,14.78
71,臺東縣,2016/09,臺東,1.2,0.28,-,21.9,32,8,6.98,2.44,4.54,-,-,-,1.88,1.35,28.03,4.87,4.96,75.17,41.75
72,臺東縣,2016/09,關山,1.1,-,-,20.1,21,7,5.3,2,3.3,-,-,-,1.4,0.83,26.41,-,-,82.47,-
73,花蓮縣,2016/09,花蓮,1.6,0.23,-,25.2,27,11,7.59,2.22,5.38,-,-,-,2.58,2.06,27.68,4.65,4.96,80.34,53.94
74,澎湖縣,2016/09,馬公,1.7,0.17,-,33.4,25,13,5.49,1.63,3.86,-,-,-,3.39,2.27,27.84,2.82,5.67,81.62,45.28
75,金門縣,2016/09,金門,3,0.23,-,43.9,42,14,8.48,1.28,7.2,-,-,-,2.82,2.26,29.1,4.45,5.01,72.82,39.92
76,連江縣,2016/09,馬祖,2.5,0.19,-,46.2,35,17,4.14,0.75,3.34,-,-,-,4.08,3.39,26.87,4.24,5.18,83.62,66.37
,,,,,,,,,,,,,,,,,,,,,,
