序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
31,高雄市,1998/03,前鎮,18.7,-,-,101.0,-,70,23.38,46.12,3.07,0.69,2.38,23.4,-,-
32,高雄市,1998/03,復興,14.5,1.57,-,119.0,-,78,33.03,45.35,3.03,0.91,2.13,23.24,-,-
33,高雄市,1998/03,小港,21.3,1.17,22.4,111.0,-,76,29.0,47.32,2.99,0.58,2.41,23.68,-,-
34,高雄市,1998/03,鳳山,17.3,1.23,21.5,115.0,52,64,22.08,42.01,-,-,-,23.57,-,-
35,高雄市,1998/03,林園,13.1,0.69,25.9,93.0,56,32,8.72,23.26,2.89,0.62,2.28,23.34,-,-
36,高雄市,1998/03,大寮,11.2,0.92,29.1,106.0,-,38,8.84,28.69,2.9,0.51,2.39,24.01,-,-
37,高雄市,1998/03,仁武,16.2,0.85,23.1,101.0,-,53,14.11,38.94,3.15,0.6,2.54,22.83,-,-
38,高雄市,1998/03,橋頭,6.8,0.81,23.8,97.0,-,41,11.34,30.14,2.67,0.26,2.41,21.96,-,-
39,高雄市,1998/03,美濃,2.2,0.66,28.5,88.0,-,19,1.96,17.35,-,-,-,23.34,-,-
40,基隆市,1998/03,基隆,10.0,0.91,22.9,47.0,-,42,12.53,29.18,2.59,0.41,2.18,17.94,-,-
41,新竹市,1998/03,新竹,6.0,1.12,22.3,62.0,-,40,13.07,27.21,2.8,0.45,2.35,18.55,-,-
42,嘉義市,1998/03,嘉義,6.4,1.11,19.3,99.0,-,49,13.98,35.51,2.92,0.45,2.47,21.21,-,-
43,宜蘭縣,1998/03,宜蘭,1.1,0.54,27.1,33.0,-,17,2.44,15.03,-,-,-,19.39,-,-
44,宜蘭縣,1998/03,冬山,1.3,0.7,21.5,38.0,-,23,6.78,16.35,2.18,0.11,2.08,19.95,-,-
45,桃園市,1998/03,桃園,11.3,1.05,18.4,58.0,-,51,17.74,33.66,2.74,0.58,2.21,17.93,-,-
46,桃園市,1998/03,中壢,7.5,1.61,-,79.0,-,89,44.56,43.99,-,-,-,17.69,-,-
47,桃園市,1998/03,大園,3.4,0.51,32.9,43.0,-,23,6.95,16.14,-,-,-,17.43,-,-
48,桃園市,1998/03,龍潭,5.3,0.77,18.6,67.0,-,42,11.06,31.09,-,-,-,16.95,-,-
49,桃園市,1998/03,平鎮,4.9,1.06,21.2,57.0,-,45,14.55,31.45,2.55,0.43,2.13,18.07,-,-
50,桃園市,1998/03,觀音,6.3,0.45,34.9,43.0,-,17,3.0,14.41,2.27,0.13,2.15,17.63,-,-
51,新竹縣,1998/03,竹東,2.8,0.73,18.8,70.0,-,35,9.32,25.98,-,-,-,18.4,-,-
52,新竹縣,1998/03,湖口,3.4,0.57,27.4,58.0,-,29,8.31,20.84,-,-,-,17.98,-,-
53,苗栗縣,1998/03,苗栗,4.8,0.81,15.7,64.0,-,41,12.58,28.53,-,-,-,18.22,-,-
54,苗栗縣,1998/03,頭份,23.9,-,-,60.0,-,40,13.85,26.26,2.58,0.29,2.28,18.26,-,-
55,苗栗縣,1998/03,三義,1.8,0.44,16.7,49.0,-,28,6.28,21.6,2.23,0.12,2.11,16.69,-,-
56,彰化縣,1998/03,彰化,7.4,0.98,16.5,81.0,-,46,16.97,28.93,2.45,0.67,1.78,20.24,-,-
57,彰化縣,1998/03,線西,7.2,-,-,64.0,-,30,7.05,23.14,1.69,-,-,19.66,-,-
58,彰化縣,1998/03,二林,5.8,0.51,26.3,86.0,-,25,4.37,20.5,-,-,-,19.82,-,-
59,南投縣,1998/03,南投,3.4,0.91,18.2,85.0,-,41,12.07,29.37,2.5,0.46,2.04,20.84,-,-
60,南投縣,1998/03,竹山,4.1,0.79,22.2,107.0,-,38,9.81,28.2,-,-,-,20.02,-,-
61,雲林縣,1998/03,斗六,7.1,0.94,15.8,102.0,-,39,11.62,27.14,-,-,-,20.65,-,-
62,雲林縣,1998/03,崙背,5.6,0.5,26.6,93.0,-,23,3.48,19.75,2.97,0.14,1.59,19.69,-,-
63,雲林縣,1998/03,臺西,3.9,0.48,37.8,85.0,-,14,1.57,12.42,-,-,-,19.91,-,-
64,嘉義縣,1998/03,朴子,4.8,0.53,22.4,81.0,-,21,2.79,17.84,-,-,-,20.72,-,-
65,嘉義縣,1998/03,新港,5.3,0.61,31.0,84.0,-,26,4.73,21.84,-,-,-,20.38,-,-
66,屏東縣,1998/03,屏東,5.0,0.83,29.4,91.0,-,29,4.06,25.23,2.69,0.37,2.32,24.1,-,-
67,屏東縣,1998/03,潮州,4.1,0.67,33.1,89.0,-,25,3.61,21.22,-,-,-,23.63,-,-
68,屏東縣,1998/03,恆春,0.2,0.28,45.0,24.0,-,1,0.39,0.93,-,-,-,23.67,-,-
69,臺東縣,1998/03,臺東,0.5,0.55,26.2,28.0,-,14,3.0,11.0,2.41,0.2,2.21,22.18,-,-
70,花蓮縣,1998/03,花蓮,0.8,0.82,18.5,42.0,-,27,8.02,18.68,2.29,0.31,1.99,21.42,-,-
,,,,,,,,,,,,,,,,,
