序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
41,新竹市,2000/09,新竹,4.7,0.69,26.0,46.0,-,30,7.04,23.2,2.63,0.24,2.39,27.5,-,-,-
42,嘉義市,2000/09,嘉義,3.3,0.73,34.0,68.0,-,21,2.62,18.41,2.15,0.24,1.92,27.47,-,-,-
43,宜蘭縣,2000/09,宜蘭,1.7,0.44,27.6,34.0,-,11,1.44,9.95,-,-,-,26.71,-,-,-
44,宜蘭縣,2000/09,冬山,2.1,0.59,21.3,35.0,-,19,5.7,12.82,2.3,0.14,2.16,27.43,-,-,-
45,桃園市,2000/09,桃園,10.5,0.64,29.6,43.0,-,28,5.07,22.53,2.35,0.29,2.07,26.52,-,-,-
46,桃園市,2000/09,中壢,6.4,1.32,-,39.0,-,56,22.71,33.25,2.68,0.53,2.15,26.34,-,-,-
47,桃園市,2000/09,大園,4.1,0.48,34.2,61.0,-,20,5.71,14.24,-,-,-,26.91,-,-,-
48,桃園市,2000/09,龍潭,5.0,0.58,35.9,60.0,-,26,4.01,21.61,-,-,-,25.67,-,-,-
49,桃園市,2000/09,平鎮,6.3,0.59,30.8,44.0,-,31,5.08,26.14,2.44,0.25,2.19,26.2,-,-,-
50,桃園市,2000/09,觀音,6.1,0.45,33.5,52.0,-,20,4.33,15.91,2.58,0.23,2.36,26.33,-,-,-
51,新竹縣,2000/09,竹東,2.4,0.56,33.7,50.0,-,18,1.89,16.44,-,-,-,26.3,-,-,-
52,新竹縣,2000/09,湖口,3.6,0.59,32.5,63.0,-,26,5.75,20.06,-,-,-,26.99,-,-,-
53,苗栗縣,2000/09,苗栗,3.6,0.62,29.6,60.0,-,27,5.53,21.85,-,-,-,26.26,-,-,-
54,苗栗縣,2000/09,頭份,7.5,-,-,59.0,-,26,6.14,19.75,2.39,0.13,2.27,27.29,-,-,-
55,苗栗縣,2000/09,三義,1.9,0.38,38.9,59.0,-,16,2.27,14.11,2.09,0.1,2.0,24.02,-,-,-
56,彰化縣,2000/09,彰化,3.2,0.82,27.4,74.0,-,34,7.64,25.86,2.48,0.28,2.2,27.79,-,-,-
57,彰化縣,2000/09,線西,4.4,-,-,54.0,-,26,5.29,20.52,2.38,0.15,2.22,26.77,-,-,-
58,彰化縣,2000/09,二林,2.7,0.44,34.9,88.0,-,17,3.16,14.18,-,-,-,27.74,-,-,-
59,南投縣,2000/09,南投,2.3,0.61,33.9,70.0,-,24,3.39,20.32,2.16,0.17,2.0,27.65,-,-,-
60,南投縣,2000/09,埔里,2.8,0.6,38.5,-,-,14,2.35,11.38,2.29,0.16,2.13,24.62,-,-,-
61,南投縣,2000/09,竹山,2.5,0.49,31.7,79.0,-,20,2.52,17.01,-,-,-,27.03,-,-,-
62,雲林縣,2000/09,斗六,4.4,0.64,34.2,71.0,-,20,2.38,17.12,-,-,-,27.37,-,-,-
63,雲林縣,2000/09,崙背,1.8,0.46,36.3,92.0,-,18,2.85,15.31,2.32,0.14,2.17,27.24,-,-,-
64,雲林縣,2000/09,臺西,3.1,0.41,38.2,71.0,-,14,2.18,11.76,-,-,-,27.35,-,-,-
65,嘉義縣,2000/09,朴子,2.6,0.42,38.9,68.0,-,14,1.59,12.99,-,-,-,27.43,-,-,-
66,嘉義縣,2000/09,新港,2.9,0.45,35.4,71.0,-,17,2.59,14.15,-,-,-,27.09,-,-,-
67,屏東縣,2000/09,屏東,2.8,0.57,26.2,60.0,-,18,1.37,16.44,2.04,0.2,1.84,26.91,-,-,-
68,屏東縣,2000/09,潮州,3.1,0.44,36.9,77.0,-,11,0.56,10.06,-,-,-,26.68,-,-,-
69,屏東縣,2000/09,恆春,0.9,0.25,33.0,31.0,-,2,0.23,1.54,-,-,-,26.57,-,-,-
70,臺東縣,2000/09,臺東,0.3,0.51,25.6,30.0,-,11,3.27,7.7,2.01,0.08,1.93,27.39,-,-,-
71,花蓮縣,2000/09,花蓮,0.6,0.59,22.2,33.0,-,15,3.52,11.77,2.23,0.18,2.06,27.44,-,-,-
72,連江縣,2000/09,馬祖,-,-,-,21.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
