序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
42,桃園市,1994/09,桃園,18.8,0.97,20.8,58.0,36,8,27.43,2.62,0.37,2.25,25.34,-,-
43,桃園市,1994/09,大園,8.3,0.49,29.6,43.0,-,-,-,-,-,-,24.59,-,-
44,桃園市,1994/09,龍潭,7.4,0.64,29.5,57.0,25,5,20.37,-,-,-,24.27,-,-
45,桃園市,1994/09,平鎮,-,0.82,24.5,52.0,28,4,24.18,2.29,0.41,1.89,24.84,-,-
46,桃園市,1994/09,觀音,10.6,0.41,34.9,45.0,14,2,11.51,2.23,0.18,2.06,25.51,-,-
47,新竹縣,1994/09,竹東,3.6,0.53,31.6,63.0,25,4,20.88,-,-,-,25.25,-,-
48,新竹縣,1994/09,湖口,6.7,0.59,25.5,47.0,22,5,16.61,-,-,-,25.72,-,-
49,苗栗縣,1994/09,苗栗,7.2,0.66,29.7,53.0,27,5,22.5,-,-,-,25.83,-,-
50,苗栗縣,1994/09,頭份,56.8,-,-,58.0,45,16,28.82,1.64,0.25,1.4,26.11,-,-
51,苗栗縣,1994/09,三義,3.5,0.45,34.4,51.0,19,3,15.98,3.62,1.26,2.35,22.69,-,-
52,彰化縣,1994/09,彰化,9.5,0.96,20.4,-,34,8,25.6,2.5,0.32,2.17,26.8,-,-
53,彰化縣,1994/09,線西,7.9,-,-,39.0,21,3,16.03,2.46,0.15,2.33,26.06,-,-
54,彰化縣,1994/09,二林,4.4,0.51,25.9,72.0,-,-,-,-,-,-,25.77,-,-
55,南投縣,1994/09,南投,4.2,0.78,29.4,67.0,29,4,25.46,-,-,-,26.0,-,-
56,雲林縣,1994/09,斗六,5.2,0.83,25.9,58.0,25,5,20.85,-,-,-,26.37,-,-
57,雲林縣,1994/09,崙背,5.0,0.57,25.0,75.0,24,4,19.98,-,-,-,26.61,-,-
58,雲林縣,1994/09,臺西,4.5,0.46,32.7,84.0,12,1,10.07,-,-,-,26.26,-,-
59,嘉義縣,1994/09,朴子,4.8,0.41,31.3,36.0,16,2,13.89,-,-,-,26.64,-,-
60,嘉義縣,1994/09,新港,4.9,0.58,29.0,65.0,23,3,20.15,-,-,-,26.2,-,-
61,屏東縣,1994/09,屏東,6.1,0.89,34.7,71.0,30,2,25.8,2.03,0.35,1.88,26.82,-,-
62,屏東縣,1994/09,潮州,2.9,0.48,25.0,68.0,10,1,9.16,-,-,-,27.64,-,-
63,屏東縣,1994/09,恆春,0.1,0.42,34.1,18.0,-,-,-,-,-,-,26.17,-,-
64,臺東縣,1994/09,臺東,1.2,0.77,21.8,42.0,15,3,10.84,2.0,0.18,1.83,26.61,-,-
65,花蓮縣,1994/09,花蓮,1.2,0.73,20.8,46.0,19,5,13.0,1.99,0.2,1.8,26.24,-,-
,,,,,,,,,,,,,,,,
