序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
33,高雄市,2002/12,小港,13.4,1.02,-,19.4,93,-,67.18,25.57,41.61,3.0,0.59,2.41,21.46,-,-,-
34,高雄市,2002/12,鳳山,15.4,0.93,-,25.6,95,42,57.04,26.64,30.4,-,-,-,21.82,-,-,-
35,高雄市,2002/12,林園,16.2,0.87,-,29.6,101,74,39.06,9.47,29.59,-,-,-,21.71,-,-,-
36,高雄市,2002/12,大寮,17.4,0.82,-,21.1,-,-,38.71,7.85,30.86,2.981,0.56,2.43,20.61,-,-,-
37,高雄市,2002/12,仁武,14.1,0.7,-,23.2,89,-,52.2,16.68,35.52,2.821,0.45,2.37,20.8,-,-,-
38,高雄市,2002/12,橋頭,4.4,0.68,-,21.2,49,-,36.41,9.24,27.17,2.531,0.27,2.27,20.83,-,-,-
39,高雄市,2002/12,美濃,1.7,0.56,-,26.9,62,-,17.93,1.85,16.08,-,-,-,20.76,-,-,-
40,基隆市,2002/12,基隆,3.9,0.7,-,25.6,46,-,27.97,7.32,20.85,2.159,0.14,2.02,18.41,-,-,-
41,新竹市,2002/12,新竹,4.4,0.72,-,20.0,52,-,33.72,10.04,23.69,2.3,0.24,2.07,17.82,-,-,-
42,嘉義市,2002/12,嘉義,3.9,0.82,-,20.6,89,-,37.13,8.79,28.35,2.785,0.49,2.29,19.55,-,-,-
43,宜蘭縣,2002/12,宜蘭,1.0,0.52,341.35,28.3,37,-,16.44,3.35,13.09,-,-,-,18.44,-,-,-
44,宜蘭縣,2002/12,冬山,1.4,0.44,-,20.2,43,-,22.26,7.29,14.97,2.635,0.38,2.26,18.98,-,-,-
45,桃園市,2002/12,桃園,6.8,0.92,-,19.0,54,-,39.19,11.63,27.56,3.019,0.46,2.56,18.02,-,-,-
46,桃園市,2002/12,中壢,5.2,1.29,-,-,57,-,58.52,25.48,33.04,-,-,-,18.09,-,-,-
47,桃園市,2002/12,大園,3.4,0.52,-,28.1,58,-,25.12,7.69,17.8,-,-,-,18.46,-,-,-
48,桃園市,2002/12,龍潭,2.3,0.65,-,23.7,43,-,29.44,7.28,22.16,-,-,-,17.22,-,-,-
49,桃園市,2002/12,平鎮,4.6,0.78,-,20.4,70,-,31.7,7.35,24.35,2.536,0.35,2.19,18.3,-,-,-
50,桃園市,2002/12,觀音,5.3,0.47,-,30.1,57,-,19.21,3.84,15.49,2.334,0.36,1.97,17.99,-,-,-
51,新竹縣,2002/12,竹東,1.8,0.45,-,23.3,47,-,22.56,4.23,18.33,-,-,-,17.69,-,-,-
52,新竹縣,2002/12,湖口,2.5,0.51,-,24.6,65,-,25.38,6.96,18.41,-,-,-,18.26,-,-,-
53,苗栗縣,2002/12,苗栗,3.6,0.63,-,22.7,56,-,34.27,10.38,23.89,-,-,-,17.16,-,-,-
54,苗栗縣,2002/12,頭份,3.4,-,-,-,47,-,26.75,7.68,19.36,2.553,0.32,2.23,17.77,-,-,-
55,苗栗縣,2002/12,三義,1.3,0.38,-,26.5,37,-,19.86,3.0,16.87,3.046,0.46,2.59,15.54,-,-,-
56,彰化縣,2002/12,彰化,4.0,0.87,-,17.3,67,-,40.45,12.16,28.29,2.755,0.65,2.11,19.12,-,-,-
57,彰化縣,2002/12,線西,4.6,-,-,-,75,-,27.96,5.76,22.2,2.468,0.31,2.16,18.45,-,-,-
58,彰化縣,2002/12,二林,7.9,0.51,-,24.0,84,-,22.31,5.54,17.29,-,-,-,17.99,-,-,-
59,南投縣,2002/12,南投,2.2,0.77,-,18.3,71,-,37.69,10.71,26.98,2.909,0.42,2.49,19.14,-,-,-
60,南投縣,2002/12,埔里,5.0,0.83,-,15.2,75,-,22.03,4.37,17.76,2.501,0.26,2.24,18.22,-,-,-
61,南投縣,2002/12,竹山,2.0,0.71,-,17.8,74,-,32.76,6.75,26.02,-,-,-,18.94,-,-,-
62,雲林縣,2002/12,斗六,3.4,0.69,-,19.7,88,-,31.06,6.73,24.32,-,-,-,18.5,-,-,-
63,雲林縣,2002/12,崙背,2.1,0.52,-,27.7,77,-,22.86,3.87,19.0,-,-,-,18.9,-,-,-
64,雲林縣,2002/12,臺西,4.1,0.45,-,29.2,79,-,19.01,2.69,16.36,-,-,-,19.17,-,-,-
65,嘉義縣,2002/12,朴子,2.8,0.51,-,28.5,66,-,22.17,3.79,18.42,-,-,-,18.88,-,-,-
66,嘉義縣,2002/12,新港,2.3,0.48,-,25.3,71,-,26.77,6.95,20.03,-,-,-,18.82,-,-,-
67,屏東縣,2002/12,屏東,3.4,0.78,-,27.4,83,-,-,-,-,2.394,0.3,2.09,21.4,-,-,-
68,屏東縣,2002/12,潮州,2.5,0.59,-,27.8,103,-,24.18,2.94,21.25,-,-,-,20.96,-,-,-
69,屏東縣,2002/12,恆春,0.1,0.2,391.68,31.3,19,-,0.77,0.11,0.66,-,-,-,22.08,-,-,-
70,臺東縣,2002/12,臺東,0.4,0.48,-,24.6,27,-,11.65,1.75,9.9,2.521,0.23,2.29,20.96,-,-,-
71,花蓮縣,2002/12,花蓮,0.7,0.64,-,15.3,25,-,23.0,7.45,15.55,2.483,0.32,2.16,20.77,-,-,-
72,金門縣,2002/12,金門,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,連江縣,2002/12,馬祖,2.1,0.41,-,40.4,36,-,5.07,0.17,4.9,-,-,-,13.41,-,-,-
,,,,,,,,,,,,,,,,,,,
