序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
39,高雄市,2015/11,美濃,2.1,0.39,-,36.8,55,32,10.61,1.81,8.79,-,-,-,1.02,0.74,26.45,-,-,72.45,-
40,基隆市,2015/11,基隆,1.9,0.35,-,33.6,26,15,11.1,2.35,8.74,1.814,0.105,1.709,1.47,1.16,22.83,-,-,80.28,-
41,新竹市,2015/11,新竹,2.9,0.49,-,30.9,45,25,21.3,3.55,17.75,2.152,0.175,1.977,2.22,1.72,23.61,-,-,72.66,-
42,嘉義市,2015/11,嘉義,3.7,0.54,-,31.6,75,35,20.19,2.77,17.42,2.047,0.223,1.824,1.94,1.11,25.49,-,-,74.44,-
43,宜蘭縣,2015/11,宜蘭,2.0,0.32,413.2,28.0,31,7,8.18,1.3,6.87,-,-,-,1.37,0.96,22.94,-,-,83.96,-
44,宜蘭縣,2015/11,冬山,2.3,0.36,-,25.5,24,11,14.37,4.13,10.23,-,-,-,1.65,1.22,23.11,3.3,4.4,82.49,37.34
45,桃園市,2015/11,桃園,5.4,0.54,-,22.6,38,21,22.37,4.34,18.02,2.072,0.166,1.906,1.96,1.6,22.94,-,-,77.64,-
46,桃園市,2015/11,中壢,4.3,1.06,-,23.5,52,18,46.16,19.31,26.85,2.5,0.431,2.069,1.4,0.55,23.29,-,-,74.44,-
47,桃園市,2015/11,大園,3.6,0.36,-,30.7,49,21,18.71,3.39,15.31,-,-,-,4.27,3.53,23.54,-,-,76.35,-
48,桃園市,2015/11,龍潭,2.8,0.44,-,30.0,44,20,17.26,3.25,14.01,-,-,-,3.2,2.95,22.42,-,-,78.52,-
49,桃園市,2015/11,平鎮,3.5,0.47,-,28.4,45,22,20.4,3.22,17.18,-,-,-,2.84,2.32,22.92,-,-,79.01,-
50,桃園市,2015/11,觀音,4.9,0.34,-,32.9,52,20,17.11,2.44,14.66,-,-,-,4.26,3.97,23.16,1.14,4.7,78.77,40.38
51,新竹縣,2015/11,竹東,2.1,0.38,-,31.0,33,15,12.98,2.33,10.65,-,-,-,1.97,1.44,23.24,-,-,77.08,-
52,新竹縣,2015/11,湖口,3.3,0.38,-,34.6,38,19,16.45,2.88,13.57,-,-,-,3.76,3.54,23.37,-,-,75.36,-
53,苗栗縣,2015/11,苗栗,3.9,0.48,-,27.2,52,28,21.18,3.82,17.36,-,-,-,2.13,1.47,23.36,-,-,75.85,-
54,苗栗縣,2015/11,頭份,2.8,0.43,-,29.5,49,26,19.82,3.14,16.68,2.05,0.122,1.928,2.18,1.66,23.71,-,-,75.45,-
55,苗栗縣,2015/11,三義,2.1,0.36,-,35.7,43,21,13.01,1.63,11.37,-,-,-,2.85,2.44,21.45,1.0,4.42,78.55,2.19
56,彰化縣,2015/11,彰化,4.1,0.56,-,27.7,57,31,21.28,3.03,18.25,2.088,0.22,1.868,2.19,1.16,24.02,-,-,72.66,-
57,彰化縣,2015/11,線西,4.8,0.43,-,31.3,60,30,19.34,2.85,16.49,2.049,0.122,1.927,3.5,2.76,24.04,-,-,79.53,-
58,彰化縣,2015/11,二林,4.7,0.4,-,30.5,65,35,15.56,2.71,12.85,-,-,-,2.77,1.8,25.05,-,-,79.52,-
59,南投縣,2015/11,南投,3.2,0.57,-,27.3,67,29,23.54,4.46,19.08,2.036,0.207,1.829,1.42,0.9,24.61,0.75,6.76,71.41,13.06
60,南投縣,2015/11,埔里,1.9,0.46,-,32.3,48,32,15.91,2.12,13.8,-,-,-,1.44,1.04,23.29,-,-,71.02,-
61,南投縣,2015/11,竹山,3.1,0.43,-,30.9,72,41,18.51,2.42,16.09,-,-,-,1.31,0.91,24.21,-,-,74.24,-
62,雲林縣,2015/11,斗六,4.0,0.48,-,29.1,79,40,20.15,3.57,16.58,-,-,-,1.63,0.91,24.57,-,-,74.26,-
63,雲林縣,2015/11,崙背,3.6,0.4,-,26.9,74,40,15.32,2.13,13.18,-,-,-,2.64,1.81,25.76,0.5,7.52,76.65,112.49
64,雲林縣,2015/11,麥寮,3.5,0.37,-,35.0,86,31,14.17,2.66,11.51,2.13,0.096,2.035,3.23,1.3,25.25,-,-,83.72,-
65,雲林縣,2015/11,臺西,4.4,0.33,-,39.1,59,33,13.23,2.07,11.16,2.126,0.085,2.041,5.21,4.68,23.73,-,-,80.41,-
66,嘉義縣,2015/11,朴子,3.7,0.38,-,34.0,85,30,15.38,2.13,13.25,-,-,-,2.07,1.05,25.84,-,-,77.0,-
67,嘉義縣,2015/11,新港,3.3,0.44,-,31.4,81,33,15.7,2.79,12.9,-,-,-,2.21,1.11,23.99,-,-,83.14,-
68,屏東縣,2015/11,屏東,3.7,0.53,-,38.6,72,35,17.13,1.62,15.5,2.206,0.162,2.043,1.39,0.95,26.06,-,-,70.84,-
69,屏東縣,2015/11,潮州,3.1,0.39,-,41.7,67,36,10.28,0.97,9.3,-,-,-,1.29,1.01,24.98,-,-,77.05,-
70,屏東縣,2015/11,恆春,1.0,0.13,399.92,35.7,19,5,3.54,1.91,1.63,-,-,-,6.6,6.3,25.71,1.47,4.89,80.96,23.75
71,臺東縣,2015/11,臺東,1.2,0.31,-,25.6,15,6,6.71,1.84,4.86,-,-,-,1.96,1.16,24.69,3.84,4.74,73.58,108.63
72,臺東縣,2015/11,關山,1.3,-,-,22.1,18,6,5.51,1.95,3.55,-,-,-,1.51,0.99,23.03,-,-,77.17,-
73,花蓮縣,2015/11,花蓮,2.1,0.32,-,25.1,21,10,9.93,2.01,7.91,-,-,-,2.44,2.03,24.53,2.63,4.84,78.56,34.34
74,澎湖縣,2015/11,馬公,1.5,0.27,-,43.1,30,20,4.52,1.14,3.37,-,-,-,4.49,2.73,24.42,0.0,0.0,78.25,0.0
75,金門縣,2015/11,金門,4.6,0.36,-,40.6,54,27,11.31,1.63,9.69,-,-,-,2.51,2.04,22.99,0.0,0.0,68.76,0.0
76,連江縣,2015/11,馬祖,2.6,0.34,-,39.0,35,21,7.31,1.42,5.88,-,-,-,3.87,3.16,19.88,0.86,4.63,84.52,51.46
,,,,,,,,,,,,,,,,,,,,,,
