序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
43,宜蘭縣,2002/04,宜蘭,0.8,0.45,32.8,36.0,-,13,1.37,11.12,-,-,-,23.9,-,-,-
44,宜蘭縣,2002/04,冬山,2.0,0.41,17.9,40.0,-,18,4.75,13.7,2.21,0.2,2.01,24.19,-,-,-
45,桃園市,2002/04,桃園,10.4,0.68,25.0,52.0,-,34,8.07,25.77,2.56,0.35,2.21,23.1,-,-,-
46,桃園市,2002/04,中壢,5.5,1.33,-,68.0,-,57,24.34,32.6,-,-,-,23.0,-,-,-
47,桃園市,2002/04,大園,3.9,0.46,28.7,52.0,-,26,8.18,18.04,-,-,-,23.43,-,-,-
48,桃園市,2002/04,龍潭,3.0,0.53,27.3,60.0,-,27,5.45,22.04,-,-,-,22.47,-,-,-
49,桃園市,2002/04,平鎮,4.8,0.73,30.5,69.0,-,35,8.32,27.0,2.41,0.29,2.13,23.54,-,-,-
50,桃園市,2002/04,觀音,4.7,0.38,32.2,46.0,-,17,3.57,13.81,2.64,0.17,2.46,22.89,-,-,-
51,新竹縣,2002/04,竹東,1.3,0.57,25.5,48.0,-,20,2.75,16.98,-,-,-,22.84,-,-,-
52,新竹縣,2002/04,湖口,2.8,0.52,26.4,62.0,-,21,5.44,15.34,-,-,-,24.16,-,-,-
53,苗栗縣,2002/04,苗栗,4.3,0.56,28.2,58.0,-,27,6.54,20.95,-,-,-,23.03,-,-,-
54,苗栗縣,2002/04,頭份,6.8,-,-,68.0,-,-,-,-,2.12,0.17,1.94,23.27,-,-,-
55,苗栗縣,2002/04,三義,1.9,0.39,26.7,42.0,-,20,3.41,16.8,2.15,0.11,2.04,21.4,-,-,-
56,彰化縣,2002/04,彰化,4.3,0.8,21.4,61.0,-,32,8.35,23.99,2.38,0.35,2.03,24.71,-,-,-
57,彰化縣,2002/04,線西,3.6,-,-,58.0,-,19,3.37,16.03,2.43,0.15,2.28,24.18,-,-,-
58,彰化縣,2002/04,二林,3.9,0.23,24.0,74.0,-,18,3.51,14.83,-,-,-,23.66,-,-,-
59,南投縣,2002/04,南投,1.7,0.6,23.2,63.0,-,27,6.91,20.3,2.12,0.25,1.88,24.91,-,-,-
60,南投縣,2002/04,埔里,2.2,0.66,35.4,87.0,-,14,1.78,12.09,2.16,0.2,1.96,24.26,-,-,-
61,南投縣,2002/04,竹山,3.1,0.54,19.7,80.0,-,31,8.65,22.13,-,-,-,24.53,-,-,-
62,雲林縣,2002/04,斗六,3.7,0.59,21.9,72.0,-,25,5.03,20.29,-,-,-,25.04,-,-,-
63,雲林縣,2002/04,崙背,2.5,0.25,26.2,59.0,-,17,3.17,14.19,2.8,0.13,2.67,23.16,-,-,-
64,雲林縣,2002/04,臺西,2.8,0.32,32.7,58.0,-,12,2.11,9.89,-,-,-,24.62,-,-,-
65,嘉義縣,2002/04,朴子,2.8,0.44,29.2,53.0,-,17,3.39,14.29,-,-,-,23.93,-,-,-
66,嘉義縣,2002/04,新港,2.6,0.45,32.0,66.0,-,22,5.41,16.92,-,-,-,24.74,-,-,-
67,屏東縣,2002/04,屏東,3.8,0.62,34.6,67.0,-,21,2.04,18.5,2.15,0.18,1.97,26.29,-,-,-
68,屏東縣,2002/04,潮州,3.3,0.44,29.0,62.0,-,18,2.5,15.55,-,-,-,25.96,-,-,-
69,屏東縣,2002/04,恆春,0.3,0.26,31.9,31.0,-,1,0.06,1.25,-,-,-,25.86,-,-,-
70,臺東縣,2002/04,臺東,0.4,0.51,28.5,31.0,-,9,1.93,7.11,2.06,0.12,1.94,25.76,-,-,-
71,花蓮縣,2002/04,花蓮,0.6,0.53,20.9,26.0,-,15,3.15,12.06,2.11,0.19,1.92,25.39,-,-,-
72,金門縣,2002/04,金門,4.3,0.36,38.9,49.0,-,12,2.41,9.69,2.0,0.07,1.93,21.32,-,-,-
73,連江縣,2002/04,馬祖,1.3,0.31,50.3,35.0,-,5,0.98,3.72,-,-,-,18.47,-,-,-
,,,,,,,,,,,,,,,,,,
