序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
17,新北市,1999/03,林口,3.2,0.46,31.5,31.0,-,24,5.82,18.86,-,-,-,17.26,-,-,-
18,新北市,1999/03,萬里,0.8,0.25,42.5,34.0,-,9,1.35,7.32,2.09,0.06,2.03,18.6,-,-,-
19,臺中市,1999/03,西屯,3.4,0.63,11.5,60.0,-,21,7.93,12.85,2.56,0.37,2.18,21.38,-,-,-
20,臺中市,1999/03,忠明,4.0,1.04,20.5,79.0,36,53,17.74,35.02,-,-,-,21.35,-,-,-
21,臺中市,1999/03,豐原,3.0,0.85,19.3,58.0,-,44,11.29,32.48,-,-,-,19.96,-,-,-
22,臺中市,1999/03,沙鹿,5.6,0.59,23.9,56.0,-,28,5.43,22.8,-,-,-,20.61,-,-,-
23,臺中市,1999/03,大里,4.5,0.81,19.2,83.0,-,49,13.15,35.52,-,-,-,21.61,-,-,-
24,臺南市,1999/03,新營,5.3,0.58,24.0,74.0,-,36,7.52,28.3,2.68,0.28,2.4,22.47,-,-,-
25,臺南市,1999/03,善化,5.7,0.56,24.9,80.0,-,27,5.34,21.29,-,-,-,22.73,-,-,-
26,臺南市,1999/03,安南,4.9,0.59,26.6,80.0,-,29,7.37,21.83,-,-,-,22.4,-,-,-
27,臺南市,1999/03,臺南,7.8,0.97,19.4,109.0,-,42,11.44,30.79,2.79,0.48,2.3,22.31,-,-,-
28,高雄市,1999/03,左營,10.0,0.79,32.0,104.0,-,36,7.69,28.52,2.76,0.29,2.47,23.57,-,-,-
29,高雄市,1999/03,楠梓,6.0,0.64,27.2,108.0,-,38,9.44,28.74,2.63,0.35,2.28,23.8,-,-,-
30,高雄市,1999/03,前金,12.0,0.91,27.7,-,-,37,-,28.53,-,-,-,23.56,-,-,-
31,高雄市,1999/03,前鎮,14.9,-,-,101.0,-,56,15.56,40.47,3.01,0.56,2.45,24.42,-,-,-
32,高雄市,1999/03,復興,13.4,1.35,-,116.0,-,55,18.46,36.55,3.05,0.79,2.26,24.39,-,-,-
33,高雄市,1999/03,小港,18.3,1.03,22.4,100.0,-,59,20.26,39.15,2.69,0.54,2.15,24.97,-,-,-
34,高雄市,1999/03,鳳山,17.6,1.06,20.2,119.0,81,56,18.22,37.32,-,-,-,24.63,-,-,-
35,高雄市,1999/03,林園,15.6,0.68,27.0,103.0,69,34,9.22,24.63,2.64,0.45,2.19,24.92,-,-,-
36,高雄市,1999/03,大寮,11.0,0.76,29.3,108.0,-,37,7.58,28.97,2.7,0.37,2.32,25.07,-,-,-
37,高雄市,1999/03,仁武,12.0,0.77,27.5,97.0,-,44,12.41,31.33,2.79,0.42,2.36,23.94,-,-,-
38,高雄市,1999/03,橋頭,7.7,0.7,25.3,87.0,-,37,8.33,28.7,2.75,0.23,2.53,23.06,-,-,-
39,高雄市,1999/03,美濃,2.7,0.59,29.4,89.0,-,20,1.55,18.57,-,-,-,24.29,-,-,-
40,基隆市,1999/03,基隆,7.7,0.89,25.0,51.0,-,45,15.46,30.03,2.56,0.33,2.23,18.98,-,-,-
41,新竹市,1999/03,新竹,4.7,0.79,24.0,47.0,-,38,11.66,26.08,2.78,0.38,2.4,19.45,-,-,-
42,嘉義市,1999/03,嘉義,5.4,0.83,16.5,99.0,-,45,10.88,33.92,2.56,0.4,2.16,22.08,-,-,-
43,宜蘭縣,1999/03,宜蘭,1.3,0.6,29.5,35.0,-,16,2.05,14.18,-,-,-,20.34,-,-,-
44,宜蘭縣,1999/03,冬山,1.3,0.49,21.9,39.0,-,23,6.53,16.57,2.41,0.2,2.2,20.84,-,-,-
45,桃園市,1999/03,桃園,9.8,0.86,24.3,44.0,-,46,13.78,31.82,2.89,0.55,2.33,18.73,-,-,-
46,桃園市,1999/03,中壢,5.1,1.29,-,57.0,-,85,38.62,46.19,3.2,0.79,2.41,17.74,-,-,-
47,桃園市,1999/03,大園,2.2,0.45,36.3,35.0,-,20,6.13,14.15,-,-,-,18.52,-,-,-
48,桃園市,1999/03,龍潭,3.4,0.63,22.4,46.0,-,36,8.42,27.52,-,-,-,17.96,-,-,-
49,桃園市,1999/03,平鎮,4.6,0.85,26.5,42.0,-,41,10.81,30.32,2.4,0.38,2.01,18.48,-,-,-
50,桃園市,1999/03,觀音,3.8,0.35,36.9,-,-,14,2.36,11.63,2.43,0.17,2.26,18.53,-,-,-
51,新竹縣,1999/03,竹東,2.0,0.62,21.4,52.0,-,31,6.75,24.63,-,-,-,19.24,-,-,-
52,新竹縣,1999/03,湖口,2.8,0.53,28.0,52.0,-,27,8.06,18.9,-,-,-,18.79,-,-,-
53,苗栗縣,1999/03,苗栗,4.4,0.67,17.9,72.0,-,37,9.6,27.17,-,-,-,19.51,-,-,-
54,苗栗縣,1999/03,頭份,21.2,-,-,57.0,-,34,11.14,22.62,2.43,0.23,2.2,19.09,-,-,-
55,苗栗縣,1999/03,三義,1.9,0.41,25.8,61.0,-,28,4.64,22.9,2.37,0.1,2.28,18.06,-,-,-
56,彰化縣,1999/03,彰化,6.6,0.87,19.6,81.0,-,50,16.38,33.31,-,-,-,21.0,-,-,-
57,彰化縣,1999/03,線西,7.0,-,-,47.0,-,29,5.94,23.14,2.49,0.14,2.35,20.18,-,-,-
58,彰化縣,1999/03,二林,5.5,0.47,28.9,76.0,-,24,4.27,19.66,-,-,-,21.19,-,-,-
59,南投縣,1999/03,南投,2.8,0.8,20.9,90.0,-,39,9.16,29.95,2.73,0.43,2.29,20.68,-,-,-
60,南投縣,1999/03,埔里,-,0.88,30.8,103.0,-,12,2.51,9.83,2.33,0.17,2.16,21.26,-,-,-
61,南投縣,1999/03,竹山,2.5,0.65,21.4,106.0,-,41,10.99,30.25,-,-,-,22.65,-,-,-
62,雲林縣,1999/03,斗六,6.5,0.76,14.0,91.0,-,34,9.42,24.64,-,-,-,21.9,-,-,-
63,雲林縣,1999/03,崙背,5.0,0.45,26.6,86.0,-,26,4.82,20.83,2.26,0.15,2.11,20.99,-,-,-
64,雲林縣,1999/03,臺西,3.3,0.4,38.0,68.0,-,16,2.07,13.96,-,-,-,20.53,-,-,-
65,嘉義縣,1999/03,朴子,4.4,0.49,27.6,90.0,-,28,6.91,20.65,-,-,-,21.59,-,-,-
66,嘉義縣,1999/03,新港,4.0,0.28,27.9,112.0,-,25,4.75,19.93,-,-,-,21.12,-,-,-
67,屏東縣,1999/03,屏東,4.7,0.77,32.3,105.0,-,25,3.08,22.39,2.46,0.3,2.17,25.05,-,-,-
68,屏東縣,1999/03,潮州,4.7,0.6,33.6,125.0,-,24,3.3,21.0,-,-,-,24.5,-,-,-
69,屏東縣,1999/03,恆春,0.7,0.25,43.7,25.0,-,2,0.1,2.17,-,-,-,24.01,-,-,-
70,臺東縣,1999/03,臺東,0.4,0.44,27.8,33.0,-,12,2.45,9.58,2.42,0.15,2.27,23.13,-,-,-
71,花蓮縣,1999/03,花蓮,0.6,0.69,21.5,38.0,-,23,5.96,17.01,2.21,0.25,1.96,21.9,-,-,-
,,,,,,,,,,,,,,,,,,
