序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
29,高雄市,2002/03,楠梓,5.0,0.6,25.5,78.0,-,30,6.03,24.37,2.29,0.2,2.09,23.59,-,-,-
30,高雄市,2002/03,前金,5.3,0.74,51.6,78.0,-,26,3.36,22.71,-,-,-,23.73,-,-,-
31,高雄市,2002/03,前鎮,10.6,-,-,81.0,-,36,9.42,26.78,2.48,0.34,2.14,22.97,-,-,-
32,高雄市,2002/03,復興,9.9,1.06,-,91.0,-,44,13.17,30.77,2.53,0.45,2.08,24.32,-,-,-
33,高雄市,2002/03,小港,11.7,0.7,28.2,82.0,-,41,9.8,31.64,2.36,0.33,2.04,23.84,-,-,-
34,高雄市,2002/03,鳳山,9.2,0.73,27.9,95.0,49,37,11.85,25.58,-,-,-,24.73,-,-,-
35,高雄市,2002/03,林園,8.3,0.5,33.7,92.0,48,19,3.15,15.94,2.37,0.27,2.1,23.96,-,-,-
36,高雄市,2002/03,大寮,10.0,0.79,28.6,83.0,-,27,3.6,23.34,2.49,0.26,2.23,23.23,-,-,-
37,高雄市,2002/03,仁武,10.2,0.63,31.7,79.0,-,33,8.26,24.87,2.46,0.26,2.2,23.47,-,-,-
38,高雄市,2002/03,橋頭,5.4,0.83,29.6,50.0,-,28,4.78,22.78,2.28,0.13,2.15,23.33,-,-,-
39,高雄市,2002/03,美濃,2.5,0.51,35.9,93.0,-,16,1.14,14.67,-,-,-,23.02,-,-,-
40,基隆市,2002/03,基隆,3.3,0.61,33.1,58.0,-,25,6.09,19.08,2.19,0.22,1.96,20.66,-,-,-
41,新竹市,2002/03,新竹,3.8,0.66,29.0,58.0,-,26,4.56,21.67,2.26,0.16,2.1,20.47,-,-,-
42,嘉義市,2002/03,嘉義,3.7,0.68,26.0,94.0,-,29,4.22,24.83,2.32,0.22,2.1,22.34,-,-,-
43,宜蘭縣,2002/03,宜蘭,0.6,0.47,28.5,46.0,-,13,1.07,12.22,-,-,-,20.89,-,-,-
44,宜蘭縣,2002/03,冬山,2.4,0.49,14.7,48.0,-,18,4.18,14.27,2.25,0.18,2.07,21.52,-,-,-
45,桃園市,2002/03,桃園,7.5,0.63,28.4,58.0,-,31,6.16,24.83,2.43,0.27,2.16,19.98,-,-,-
46,桃園市,2002/03,中壢,5.1,1.25,-,80.0,-,57,22.4,34.21,2.77,0.56,2.21,19.84,-,-,-
47,桃園市,2002/03,大園,3.8,0.44,34.8,61.0,-,22,4.8,17.63,-,-,-,20.48,-,-,-
48,桃園市,2002/03,龍潭,2.3,0.55,28.8,71.0,-,26,3.54,22.45,-,-,-,19.4,-,-,-
49,桃園市,2002/03,平鎮,5.0,0.72,35.5,77.0,-,30,4.38,25.84,2.39,0.25,2.14,20.47,-,-,-
50,桃園市,2002/03,觀音,5.3,0.41,39.0,66.0,-,17,2.33,14.17,2.62,0.23,2.39,19.87,-,-,-
51,新竹縣,2002/03,竹東,1.3,0.58,28.2,60.0,-,21,2.67,18.66,-,-,-,19.77,-,-,-
52,新竹縣,2002/03,湖口,2.8,0.51,31.6,77.0,-,20,4.2,15.49,-,-,-,21.23,-,-,-
53,苗栗縣,2002/03,苗栗,4.0,0.58,31.2,63.0,-,30,6.27,23.67,-,-,-,19.9,-,-,-
54,苗栗縣,2002/03,頭份,5.3,-,-,91.0,-,29,9.24,19.97,2.24,0.18,2.06,20.15,-,-,-
55,苗栗縣,2002/03,三義,1.9,0.48,30.8,57.0,-,23,3.78,18.9,2.04,0.14,1.9,18.46,-,-,-
56,彰化縣,2002/03,彰化,3.3,0.79,26.2,97.0,-,34,7.29,26.69,2.45,0.38,2.07,21.68,-,-,-
57,彰化縣,2002/03,線西,3.9,-,-,83.0,-,22,3.21,19.03,2.28,0.16,2.12,21.05,-,-,-
58,彰化縣,2002/03,二林,4.1,0.35,30.2,103.0,-,18,2.68,15.59,-,-,-,20.86,-,-,-
59,南投縣,2002/03,南投,2.1,0.67,24.7,84.0,-,31,6.57,24.12,2.2,0.28,1.92,21.73,-,-,-
60,南投縣,2002/03,埔里,2.2,0.79,30.1,-,-,16,2.14,12.09,2.2,0.19,2.0,20.91,-,-,-
61,南投縣,2002/03,竹山,2.9,0.57,18.7,111.0,-,37,8.89,28.43,-,-,-,21.59,-,-,-
62,雲林縣,2002/03,斗六,3.6,0.65,25.3,99.0,-,28,4.87,23.05,-,-,-,22.16,-,-,-
63,雲林縣,2002/03,崙背,2.0,0.32,33.3,76.0,-,18,1.94,16.12,2.55,0.12,2.43,20.15,-,-,-
64,雲林縣,2002/03,臺西,2.6,0.35,38.3,81.0,-,14,2.05,11.83,-,-,-,21.79,-,-,-
65,嘉義縣,2002/03,朴子,2.2,0.46,35.1,85.0,-,17,2.09,15.35,-,-,-,21.22,-,-,-
66,嘉義縣,2002/03,新港,2.3,0.49,38.0,106.0,-,23,3.73,19.15,-,-,-,21.81,-,-,-
67,屏東縣,2002/03,屏東,3.7,0.69,34.0,78.0,-,23,2.16,21.2,2.31,0.21,2.11,23.61,-,-,-
68,屏東縣,2002/03,潮州,3.1,0.45,31.9,84.0,-,18,1.9,16.57,-,-,-,23.24,-,-,-
69,屏東縣,2002/03,恆春,0.1,0.26,36.3,34.0,-,1,0.08,1.1,-,-,-,23.15,-,-,-
70,臺東縣,2002/03,臺東,0.4,0.52,30.6,29.0,-,10,1.84,8.38,2.11,0.1,2.01,22.97,-,-,-
71,花蓮縣,2002/03,花蓮,0.6,0.63,23.0,37.0,-,18,3.77,14.42,2.17,0.2,1.96,22.39,-,-,-
72,金門縣,2002/03,金門,5.0,0.43,42.3,62.0,-,11,1.35,9.62,2.05,0.07,1.99,18.63,-,-,-
73,連江縣,2002/03,馬祖,1.2,0.33,50.9,45.0,-,5,0.56,4.39,-,-,-,15.14,-,-,-
,,,,,,,,,,,,,,,,,,
