序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
23,臺中市,1997/12,大里,4.9,1.16,16.0,96.0,-,-,-,-,-,-,-,19.55,-,-
24,臺南市,1997/12,新營,7.6,0.72,22.1,80.0,-,41,12.02,28.53,2.63,0.24,2.39,20.12,-,-
25,臺南市,1997/12,善化,7.3,0.57,19.0,89.0,-,31,8.37,22.51,-,-,-,19.51,-,-
26,臺南市,1997/12,安南,8.6,0.68,21.3,74.0,-,36,10.99,25.27,-,-,-,19.23,-,-
27,臺南市,1997/12,臺南,8.1,1.02,16.7,104.0,-,48,16.14,31.75,2.28,0.5,1.77,19.8,-,-
28,高雄市,1997/12,左營,11.0,0.87,22.4,104.0,-,50,16.54,33.22,2.93,0.47,2.46,20.63,-,-
29,高雄市,1997/12,楠梓,6.6,0.66,20.0,97.0,-,52,17.71,34.19,2.66,0.27,2.39,20.51,-,-
30,高雄市,1997/12,前金,15.5,1.0,22.0,108.0,-,48,15.15,33.07,-,-,-,20.63,-,-
31,高雄市,1997/12,前鎮,19.1,-,-,103.0,-,76,30.43,45.55,-,-,-,21.36,-,-
32,高雄市,1997/12,復興,14.9,1.84,-,155.0,-,97,52.61,44.64,3.35,1.19,2.18,21.25,-,-
33,高雄市,1997/12,小港,26.7,-,17.3,122.0,-,88,40.55,47.01,3.07,0.68,2.39,21.47,-,-
34,高雄市,1997/12,鳳山,28.6,1.23,20.6,126.0,58,76,31.76,44.14,-,-,-,21.37,-,-
35,高雄市,1997/12,林園,20.0,0.79,22.0,114.0,59,46,15.27,31.7,3.18,0.95,2.22,21.46,-,-
36,高雄市,1997/12,大寮,15.9,0.92,21.7,136.0,-,47,12.06,34.66,2.99,0.57,2.45,22.01,-,-
37,高雄市,1997/12,仁武,21.1,0.73,16.8,109.0,-,61,24.34,37.16,2.82,0.55,2.27,20.84,-,-
38,高雄市,1997/12,橋頭,8.9,0.81,22.9,92.0,-,49,16.91,32.26,2.59,0.3,2.3,20.56,-,-
39,高雄市,1997/12,美濃,2.7,0.65,30.4,105.0,-,28,4.04,23.56,-,-,-,21.55,-,-
40,基隆市,1997/12,基隆,5.5,0.89,22.9,52.0,-,35,11.39,23.25,2.67,0.41,2.24,18.06,-,-
41,新竹市,1997/12,新竹,7.2,0.78,16.3,53.0,-,40,13.51,26.08,2.66,0.67,1.99,18.54,-,-
42,嘉義市,1997/12,嘉義,10.1,1.19,16.1,109.0,-,58,21.11,37.2,3.03,0.55,2.48,19.91,-,-
43,宜蘭縣,1997/12,宜蘭,1.7,0.54,20.3,33.0,-,20,4.37,15.42,-,-,-,18.46,-,-
44,宜蘭縣,1997/12,冬山,1.3,0.59,17.3,36.0,-,26,10.46,15.55,2.25,0.14,2.11,18.31,-,-
45,桃園市,1997/12,桃園,10.2,0.89,15.1,51.0,-,43,14.86,28.6,2.59,0.4,2.19,17.52,-,-
46,桃園市,1997/12,中壢,10.4,1.47,-,61.0,-,81,40.56,40.18,-,-,-,16.89,-,-
47,桃園市,1997/12,大園,3.3,0.46,26.8,37.0,-,28,10.99,15.94,-,-,-,17.67,-,-
48,桃園市,1997/12,龍潭,5.7,0.61,16.5,50.0,-,34,9.04,25.39,-,-,-,16.57,-,-
49,桃園市,1997/12,平鎮,7.6,0.92,19.5,46.0,-,39,11.97,27.25,2.55,0.4,2.15,17.76,-,-
50,桃園市,1997/12,觀音,8.1,0.44,26.1,-,-,21,5.26,15.51,2.44,0.14,2.19,17.8,-,-
51,新竹縣,1997/12,竹東,2.5,0.61,19.0,50.0,-,28,6.37,21.28,-,-,-,17.59,-,-
52,新竹縣,1997/12,湖口,4.7,0.59,25.9,52.0,-,27,8.08,18.88,-,-,-,17.95,-,-
53,苗栗縣,1997/12,苗栗,5.4,0.77,11.9,51.0,-,43,15.44,27.38,-,-,-,17.8,-,-
54,苗栗縣,1997/12,頭份,16.3,-,-,50.0,-,40,16.53,23.77,2.56,0.26,2.3,18.07,-,-
55,苗栗縣,1997/12,三義,2.6,0.27,15.6,42.0,-,26,4.92,21.14,2.39,0.29,2.1,15.48,-,-
56,彰化縣,1997/12,彰化,7.8,0.79,14.2,87.0,-,49,21.83,27.14,-,-,-,19.21,-,-
57,彰化縣,1997/12,線西,7.2,-,-,59.0,-,30,8.8,21.68,2.21,0.16,2.05,18.87,-,-
58,彰化縣,1997/12,二林,7.5,0.5,23.2,71.0,-,25,6.4,19.3,-,-,-,18.57,-,-
59,南投縣,1997/12,南投,3.8,0.88,14.9,92.0,-,41,13.74,27.54,2.47,0.49,1.98,19.31,-,-
60,南投縣,1997/12,竹山,4.3,0.73,18.7,109.0,-,40,12.9,26.73,-,-,-,18.73,-,-
61,雲林縣,1997/12,斗六,-,0.94,-,97.0,-,46,17.84,28.0,-,-,-,18.61,-,-
62,雲林縣,1997/12,崙背,7.2,0.5,17.9,89.0,-,25,5.63,19.14,-,-,-,18.42,-,-
63,雲林縣,1997/12,臺西,6.1,0.43,28.0,70.0,-,17,2.43,14.43,-,-,-,19.02,-,-
64,嘉義縣,1997/12,朴子,5.5,0.5,16.3,79.0,-,24,5.91,18.75,-,-,-,19.1,-,-
65,嘉義縣,1997/12,新港,6.3,0.66,22.8,89.0,-,31,9.45,22.04,-,-,-,18.86,-,-
66,屏東縣,1997/12,屏東,5.5,0.8,22.4,110.0,-,36,7.05,28.77,2.8,0.38,2.42,22.08,-,-
67,屏東縣,1997/12,潮州,5.1,0.71,28.8,112.0,-,32,5.88,26.07,-,-,-,21.77,-,-
68,屏東縣,1997/12,恆春,0.2,0.24,42.6,19.0,-,1,0.15,1.03,-,-,-,22.2,-,-
69,臺東縣,1997/12,臺東,0.4,0.41,23.8,28.0,-,14,3.69,10.32,2.39,0.21,2.18,20.72,-,-
70,花蓮縣,1997/12,花蓮,0.9,0.78,15.3,38.0,-,27,8.64,18.63,2.35,0.3,2.05,20.31,-,-
,,,,,,,,,,,,,,,,,
