序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
27,臺南市,2016/05,臺南,3.2,0.34,-,28.6,38,20,13.11,1.58,11.53,2.025,0.15,1.874,2.01,1.63,28.18,-,-,70.87,-
28,高雄市,2016/05,左營,3.9,0.34,-,29.8,45,20,14.31,1.92,12.37,2.055,0.132,1.924,2.24,1.88,28.91,-,-,72.5,-
29,高雄市,2016/05,楠梓,3.7,0.37,-,25.5,59,19,16.32,3.49,12.83,1.955,0.158,1.797,1.9,1.54,29.17,-,-,69.75,-
30,高雄市,2016/05,前金,4.4,0.33,-,29.5,40,19,13.71,2.73,10.98,1.974,0.129,1.845,2.12,1.74,29.04,-,-,72.51,-
31,高雄市,2016/05,前鎮,5.3,0.36,-,25.1,33,14,17.59,3.22,14.37,1.902,0.112,1.79,1.71,1.37,28.95,-,-,72,-
32,高雄市,2016/05,復興,5.7,0.48,-,24.3,39,14,19.52,3.53,15.99,2.074,0.201,1.872,1.07,0.77,29.45,-,-,72.93,-
33,高雄市,2016/05,小港,9.3,0.34,-,23.2,43,15,22.14,4.42,17.73,2.015,0.152,1.863,2.06,1.71,29.01,5.91,4.95,75.36,28.46
34,高雄市,2016/05,鳳山,4.4,0.48,-,24.8,53,17,18.33,3.37,14.96,2.117,0.197,1.92,1.75,1.43,29.51,3.05,5.19,69.98,29.09
35,高雄市,2016/05,林園,3.3,0.18,-,31.8,26,17,8.42,1.35,7.07,2.023,0.023,2.002,2.36,2.17,28.48,-,-,75.75,-
36,高雄市,2016/05,大寮,7.2,0.32,-,24.5,40,16,15.36,3.32,12.04,2.288,0.211,2.077,1.34,0.99,28.83,-,-,74.75,-
37,高雄市,2016/05,仁武,4.6,0.35,-,28.3,52,19,16.65,2.85,13.8,2.027,0.131,1.895,1.99,1.71,28.76,-,-,72.34,-
38,高雄市,2016/05,橋頭,3.4,0.33,-,24.8,37,14,14.02,2.87,11.15,-,-,-,2.44,2.13,28.81,2.18,5.51,70.85,17.78
39,高雄市,2016/05,美濃,1.8,0.27,-,30.2,31,17,7,1.76,5.24,-,-,-,1.28,1.02,28.29,-,-,72.3,-
40,基隆市,2016/05,基隆,2.8,0.35,-,28.9,27,15,14.14,2.95,11.18,2.066,0.127,1.939,1.22,0.88,25.74,-,-,86.3,-
41,新竹市,2016/05,新竹,2.8,0.43,-,27.1,38,18,18.83,3.48,15.35,2.034,0.152,1.882,2.06,1.63,26.95,-,-,74.01,-
42,嘉義市,2016/05,嘉義,2.6,0.32,-,28.2,45,20,11.12,1.93,9.19,1.802,0.124,1.677,1.97,1.56,28.93,-,-,74.51,-
43,宜蘭縣,2016/05,宜蘭,2,0.3,421.76,28.4,34,13,7.93,1.34,6.58,-,-,-,1.42,0.95,26.62,-,-,84.08,-
44,宜蘭縣,2016/05,冬山,2.4,0.29,-,26.7,32,13,11.66,3.06,8.6,-,-,-,1.61,1.31,25.93,3.78,5.1,81.76,34.78
45,桃園市,2016/05,桃園,6,0.53,-,28.7,43,22,22.22,3.36,18.86,2.078,0.194,1.883,1.49,1.1,26.78,-,-,76.29,-
46,桃園市,2016/05,中壢,4.3,1.18,-,19.6,57,22,49.36,22.75,26.61,2.366,0.426,1.941,1.25,0.67,26.8,-,-,76.85,-
47,桃園市,2016/05,大園,3.6,0.35,-,25.3,46,22,20.42,3.5,16.91,-,-,-,3.18,2.78,26.88,-,-,77.94,-
48,桃園市,2016/05,龍潭,2.6,0.4,-,29.4,49,23,15.77,2.67,13.1,-,-,-,2.32,2.04,25.34,-,-,77.59,-
49,桃園市,2016/05,平鎮,3.6,0.4,-,28.9,48,21,19.69,2.98,16.71,-,-,-,2.27,2.17,26.67,-,-,78.88,-
50,桃園市,2016/05,觀音,4.2,0.27,-,29.6,44,22,15.62,2.09,13.53,-,-,-,3.42,3.18,26.58,2.28,4.66,82.03,41.32
51,新竹縣,2016/05,竹東,2.1,0.34,-,25.8,37,23,11.44,2.32,9.12,-,-,-,1.7,1.29,26.14,-,-,82.53,-
52,新竹縣,2016/05,湖口,3.4,0.3,-,30.3,35,22,15.47,3.04,12.44,-,-,-,3.17,2.93,26.83,-,-,84.22,-
53,苗栗縣,2016/05,苗栗,3,0.37,-,25.8,46,28,15.73,2.77,12.96,-,-,-,2.06,1.54,26.89,-,-,77.67,-
54,苗栗縣,2016/05,頭份,3,0.34,-,28.9,41,17,15.47,2.77,12.69,1.977,0.094,1.884,2.37,1.93,27.4,-,-,78.53,-
55,苗栗縣,2016/05,三義,2.4,0.25,-,33.6,33,17,10.08,1.6,8.47,-,-,-,2.73,2.46,25.45,4.47,4.43,75.68,17.04
56,彰化縣,2016/05,彰化,3.5,0.38,-,28,45,21,13.56,1.64,11.93,1.98,0.158,1.822,2.09,1.48,29.17,-,-,74.69,-
57,彰化縣,2016/05,線西,3.8,0.31,-,30.2,40,23,12.34,1.94,10.4,1.988,0.081,1.909,2.85,2.38,27.48,-,-,81.43,-
58,彰化縣,2016/05,二林,3.4,0.27,-,27.8,39,21,10.92,1.96,8.96,-,-,-,2.43,2.02,26.54,-,-,78.7,-
59,南投縣,2016/05,南投,2.4,0.37,-,26.6,43,22,13.75,3.15,10.6,1.868,0.109,1.758,1.7,1.27,27.88,4.2,6.02,72.15,20.35
60,南投縣,2016/05,埔里,1.8,0.32,-,29,34,17,10.18,1.79,8.38,-,-,-,1.6,1.17,25.09,-,-,80.1,-
61,南投縣,2016/05,竹山,2.7,0.27,-,26.7,41,19,11.09,1.3,9.78,-,-,-,1.48,1.06,26.82,-,-,77.97,-
62,雲林縣,2016/05,斗六,3,0.34,-,28.4,42,21,14.18,2.38,11.81,-,-,-,1.68,1.21,28.29,-,-,73.97,-
63,雲林縣,2016/05,崙背,2.7,0.27,-,29.3,40,25,10.08,1.87,8.2,-,-,-,2.52,1.93,27.59,1.47,6.24,85.61,23.34
64,雲林縣,2016/05,麥寮,2.7,0.29,-,29.7,56,22,10.69,2.41,8.28,2,0.086,1.914,2.72,1.96,27.03,-,-,83.19,-
65,雲林縣,2016/05,臺西,3.1,0.25,-,32.5,43,22,9.57,1.69,7.87,2.083,0.052,2.032,3.73,3.4,27.28,-,-,83.2,-
66,嘉義縣,2016/05,朴子,3.1,0.31,-,27.7,52,22,11.65,1.99,9.66,-,-,-,2.16,1.71,27.6,-,-,77.18,-
67,嘉義縣,2016/05,新港,2.6,0.32,-,26.8,49,21,11,2.2,8.79,-,-,-,2.18,1.7,27.68,-,-,73.05,-
68,屏東縣,2016/05,屏東,2.7,0.37,-,28,40,21,12.72,1.91,10.81,2.053,0.111,1.942,1.85,1.37,29.17,-,-,68.65,-
69,屏東縣,2016/05,潮州,2.2,0.24,-,28.4,37,19,6.71,1.18,5.52,-,-,-,1.73,1.47,28.14,-,-,74.17,-
70,屏東縣,2016/05,恆春,1,0.1,404.72,33.4,23,4,4.5,2.36,2.15,-,-,-,4.39,4.16,27.77,2,5.34,82.86,11.73
71,臺東縣,2016/05,臺東,1.4,0.32,-,22.2,19,9,7.36,1.98,5.39,-,-,-,1.66,1.2,27.71,2.07,4.8,74.62,38.31
72,臺東縣,2016/05,關山,1.1,-,-,20.9,23,8,4.55,1.44,3.1,-,-,-,1.34,1.01,26.34,-,-,82.87,-
73,花蓮縣,2016/05,花蓮,1.7,0.28,-,29,29,12,8.23,1.82,6.41,-,-,-,2.27,1.93,26.85,2.14,4.66,80.45,47.88
74,澎湖縣,2016/05,馬公,2,0.24,-,33.8,23,14,7.6,2.25,5.35,-,-,-,2.72,2.01,27.23,2.54,5.03,80.93,32.7
75,金門縣,2016/05,金門,3.8,0.28,-,32.7,46,21,12.61,2.04,10.57,-,-,-,2.89,2.59,25.12,54.04,6.43,77.44,8.53
76,連江縣,2016/05,馬祖,2.6,0.3,-,49.3,45,25,8.15,1.62,6.53,-,-,-,3.33,2.84,22.69,1.72,5.14,88.28,33.12
,,,,,,,,,,,,,,,,,,,,,,
