序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
17,新北市,1996/03,萬里,2.0,0.4,36.7,51.0,11,2,8.81,2.21,0.07,2.15,15.98,-,-
18,臺中市,1996/03,西屯,4.8,0.7,22.9,74.0,38,12,26.59,2.3,0.32,1.98,19.65,-,-
19,臺中市,1996/03,忠明,4.7,1.07,22.9,87.0,50,16,33.76,-,-,-,19.63,-,-
20,臺中市,1996/03,豐原,6.4,0.94,18.1,80.0,42,10,31.54,-,-,-,18.55,-,-
21,臺中市,1996/03,沙鹿,5.7,0.62,22.5,69.0,28,6,22.34,-,-,-,18.65,-,-
22,臺中市,1996/03,大里,3.1,0.97,19.6,91.0,40,10,30.12,-,-,-,20.59,-,-
23,臺南市,1996/03,新營,7.7,0.68,26.2,92.0,29,5,24.13,-,-,-,21.08,-,-
24,臺南市,1996/03,善化,8.4,0.58,26.1,100.0,26,4,21.66,-,-,-,21.42,-,-
25,臺南市,1996/03,安南,9.1,0.64,-,117.0,31,8,23.14,-,-,-,21.34,-,-
26,臺南市,1996/03,臺南,10.4,0.88,22.5,121.0,37,10,27.72,2.69,0.43,2.26,22.17,-,-
27,高雄市,1996/03,左營,12.7,0.84,28.6,70.0,39,11,27.81,-,-,-,22.11,-,-
28,高雄市,1996/03,楠梓,10.6,0.66,24.0,100.0,47,15,32.6,2.67,0.33,2.34,22.8,-,-
29,高雄市,1996/03,前金,15.5,0.97,25.6,111.0,41,10,30.36,-,-,-,22.6,-,-
30,高雄市,1996/03,前鎮,18.5,-,-,110.0,50,16,34.36,2.58,0.43,2.15,22.6,-,-
31,高雄市,1996/03,小港,23.7,1.16,21.7,116.0,67,26,40.47,2.72,0.46,2.26,24.39,-,-
32,高雄市,1996/03,鳳山,25.1,1.14,20.5,125.0,62,21,40.26,-,-,-,23.4,-,-
33,高雄市,1996/03,林園,16.9,0.65,29.7,152.0,32,10,22.4,2.69,0.51,2.18,23.22,-,-
34,高雄市,1996/03,大寮,21.5,0.91,30.1,127.0,41,11,30.08,-,-,-,23.09,-,-
35,高雄市,1996/03,仁武,21.5,0.85,20.1,109.0,54,18,35.67,2.95,0.58,2.38,23.06,-,-
36,高雄市,1996/03,橋頭,10.9,0.8,25.1,103.0,36,10,26.01,2.45,0.29,2.22,22.47,-,-
37,高雄市,1996/03,美濃,6.2,0.61,32.6,115.0,23,2,20.38,-,-,-,22.68,-,-
38,基隆市,1996/03,基隆,11.6,1.07,23.0,61.0,45,16,29.28,2.67,0.49,2.18,17.56,-,-
39,新竹市,1996/03,新竹,4.7,0.85,20.2,54.0,35,10,25.0,2.72,0.45,2.27,16.98,-,-
40,嘉義市,1996/03,嘉義,8.7,0.92,21.2,109.0,44,11,33.39,-,-,-,20.93,-,-
41,宜蘭縣,1996/03,宜蘭,1.7,0.65,27.9,40.0,18,2,15.58,-,-,-,19.12,-,-
42,宜蘭縣,1996/03,冬山,1.7,-,-,42.0,20,5,15.2,2.21,0.18,2.03,18.77,-,-
43,桃園市,1996/03,桃園,10.7,0.87,21.9,57.0,40,10,30.21,2.67,0.4,2.27,17.54,-,-
44,桃園市,1996/03,中壢,8.6,1.47,-,70.0,65,27,37.55,-,-,-,16.56,-,-
45,桃園市,1996/03,大園,4.2,0.5,38.4,49.0,17,4,13.3,-,-,-,17.13,-,-
46,桃園市,1996/03,龍潭,5.4,0.71,24.2,57.0,31,6,24.89,-,-,-,16.54,-,-
47,桃園市,1996/03,平鎮,5.1,0.85,24.0,53.0,37,8,29.15,2.6,0.79,1.81,20.22,-,-
48,桃園市,1996/03,觀音,7.8,0.36,40.5,63.0,12,2,10.99,2.03,0.14,1.88,16.78,-,-
49,新竹縣,1996/03,竹東,2.9,0.68,21.9,69.0,34,9,25.78,-,-,-,17.55,-,-
50,新竹縣,1996/03,湖口,3.3,0.53,32.4,52.0,24,6,17.89,-,-,-,17.33,-,-
51,苗栗縣,1996/03,苗栗,8.6,0.7,13.8,64.0,41,11,29.98,-,-,-,17.58,-,-
52,苗栗縣,1996/03,頭份,23.5,-,-,75.0,44,17,26.9,2.1,0.22,1.87,17.61,-,-
53,苗栗縣,1996/03,三義,1.1,0.48,22.4,63.0,29,6,22.36,2.24,0.12,2.12,16.03,-,-
54,彰化縣,1996/03,彰化,7.2,0.99,17.3,-,51,16,35.09,2.83,0.42,2.41,19.58,-,-
55,彰化縣,1996/03,線西,7.5,-,-,61.0,29,7,22.14,2.0,0.12,1.87,18.53,-,-
56,彰化縣,1996/03,二林,7.8,0.52,29.0,89.0,26,5,20.79,-,-,-,19.09,-,-
57,南投縣,1996/03,南投,3.4,0.83,22.1,83.0,36,8,28.0,-,-,-,20.57,-,-
58,南投縣,1996/03,竹山,5.3,-,19.7,139.0,41,8,32.92,-,-,-,20.0,-,-
59,雲林縣,1996/03,斗六,6.0,0.94,19.2,105.0,36,10,26.33,-,-,-,20.37,-,-
60,雲林縣,1996/03,崙背,8.7,0.59,22.6,91.0,32,7,25.34,-,-,-,19.39,-,-
61,雲林縣,1996/03,臺西,4.3,0.39,33.5,72.0,14,2,12.71,-,-,-,19.28,-,-
62,嘉義縣,1996/03,朴子,7.2,0.47,26.5,62.0,23,4,19.37,-,-,-,20.41,-,-
63,嘉義縣,1996/03,新港,7.4,0.55,25.9,98.0,-,-,-,-,-,-,19.87,-,-
64,屏東縣,1996/03,屏東,10.2,0.92,30.4,122.0,36,5,30.93,3.04,0.46,2.57,23.18,-,-
65,屏東縣,1996/03,潮州,7.7,0.63,34.4,110.0,27,5,21.7,-,-,-,24.12,-,-
66,屏東縣,1996/03,恆春,0.6,0.19,42.3,29.0,1,0,0.86,-,-,-,23.1,-,-
67,臺東縣,1996/03,臺東,0.8,0.54,28.5,35.0,12,2,10.13,2.05,0.12,1.94,22.16,-,-
68,花蓮縣,1996/03,花蓮,1.2,0.79,22.2,44.0,23,6,17.04,2.24,0.24,2.0,20.73,-,-
,,,,,,,,,,,,,,,,
