序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
25,臺南市,2016/02,善化,3.1,0.43,432.93,27.2,63,38,17.1,2.04,15.05,-,-,-,3.46,1.79,17.17,-,-,74.29,-
26,臺南市,2016/02,安南,2.7,0.45,-,28.8,70,37,16.63,2.25,14.39,1.951,0.133,1.818,2.87,1.2,17.81,-,-,72.03,-
27,臺南市,2016/02,臺南,3,0.58,-,29,65,34,21.59,2.84,18.76,2.115,0.18,1.935,2.69,1.46,17.29,-,-,70.75,-
28,高雄市,2016/02,左營,3.3,0.55,-,28.5,74,44,24.15,3.3,20.85,2.189,0.185,2.004,2.53,1.72,18.64,-,-,69.3,-
29,高雄市,2016/02,楠梓,2.8,0.48,-,27.3,81,37,21.32,3.59,17.74,2.066,0.151,1.914,2.51,1.33,18.91,-,-,66.35,-
30,高雄市,2016/02,前金,3.4,0.58,-,29.2,78,43,24,3.56,20.45,2.156,0.196,1.96,2.61,1.36,19,-,-,68.21,-
31,高雄市,2016/02,前鎮,3.5,0.68,-,23.9,67,33,31.5,6.29,25.22,2.252,0.247,2.005,1.81,0.88,19.26,-,-,67.62,-
32,高雄市,2016/02,復興,4,0.86,-,23.6,76,40,37.29,8.53,28.76,2.454,0.379,2.075,1.25,0.71,19.56,-,-,69.21,-
33,高雄市,2016/02,小港,4.8,0.64,-,21.2,74,42,35.69,7.2,28.5,2.215,0.241,1.974,2.02,1.03,19.65,1.61,5.68,69.69,34.59
34,高雄市,2016/02,鳳山,4.7,0.63,-,23.5,84,41,29.43,5.26,24.17,2.262,0.255,2.008,2.09,1.43,19.31,1.96,5.3,69.26,25.63
35,高雄市,2016/02,林園,5.6,0.52,-,28.7,48,36,27.17,4.54,22.63,2.418,0.201,2.217,2.61,1.91,19.86,-,-,73.62,-
36,高雄市,2016/02,大寮,5.6,0.55,-,24.8,65,43,30.62,6.74,23.88,2.414,0.33,2.084,1.59,0.91,19.2,-,-,70.82,-
37,高雄市,2016/02,仁武,3.6,0.53,-,26.7,76,39,26.98,5,21.99,2.224,0.211,2.013,2.5,1.97,18.6,-,-,69.19,-
38,高雄市,2016/02,橋頭,3.2,0.5,-,25.6,71,34,21.68,3.34,18.34,-,-,-,2.64,1.54,18.33,1.53,4.87,70.04,14.61
39,高雄市,2016/02,美濃,1.8,0.45,-,28.5,57,37,12.3,1.83,10.47,-,-,-,1.15,0.88,19.14,-,-,71.9,-
40,基隆市,2016/02,基隆,2.1,0.41,-,36.1,33,18,13.71,2.98,10.73,2.105,0.117,1.988,1.47,1.04,15.24,-,-,76.33,-
41,新竹市,2016/02,新竹,2.4,0.44,-,33,43,19,18.5,2.97,15.52,2.051,0.141,1.91,2.75,2.13,14.79,-,-,75.88,-
42,嘉義市,2016/02,嘉義,3.2,0.57,-,25.1,72,37,-,-,-,1.911,0.197,1.714,2.36,1.11,17.52,-,-,72.58,-
43,宜蘭縣,2016/02,宜蘭,1.6,0.35,417.03,34.3,37,15,8.64,1.23,7.39,-,-,-,1.45,0.97,16.22,-,-,78.44,-
44,宜蘭縣,2016/02,冬山,1.9,0.32,-,34.2,34,10,11.51,2.71,8.79,-,-,-,1.85,1.36,16.41,-,-,76.25,-
45,桃園市,2016/02,桃園,2.2,0.47,-,31.3,39,21,18.93,2.87,16.06,2.043,0.125,1.918,1.63,1.12,14.38,-,-,80.59,-
46,桃園市,2016/02,中壢,2.9,0.83,-,25.4,56,21,42.12,15.68,26.44,2.313,0.28,2.033,1.4,0.5,14.58,-,-,74.69,-
47,桃園市,2016/02,大園,2.9,0.34,-,30.3,51,23,18.77,3.48,15.3,-,-,-,5.1,4.31,15,-,-,77.93,-
48,桃園市,2016/02,龍潭,2.3,0.45,-,31.2,44,24,17.42,3.02,14.4,-,-,-,3.34,3.01,13.91,-,-,80.28,-
49,桃園市,2016/02,平鎮,2.4,0.45,-,27.7,48,21,19.15,2.68,16.47,-,-,-,3.05,2.39,14.62,-,-,80.23,-
50,桃園市,2016/02,觀音,3.8,0.32,-,37.4,54,26,13.26,1.49,11.77,-,-,-,4.83,4.48,14.67,1.04,4.39,75.3,55.27
51,新竹縣,2016/02,竹東,1.8,0.38,-,30.7,38,23,13.69,2.53,11.16,-,-,-,2.38,1.72,14.89,-,-,78.52,-
52,新竹縣,2016/02,湖口,2.5,0.34,-,38.7,44,25,13.07,2.1,10.98,-,-,-,4.57,4.36,14.52,-,-,75.16,-
53,苗栗縣,2016/02,苗栗,2.6,0.45,-,28,54,25,19.72,3.45,16.27,-,-,-,2.68,1.77,14.88,-,-,76.57,-
54,苗栗縣,2016/02,頭份,2.5,0.42,-,32.6,45,20,18.32,2.56,15.74,2.099,0.105,1.994,2.55,1.92,15.03,-,-,76.48,-
55,苗栗縣,2016/02,三義,1.8,0.34,-,32.8,36,16,11.35,1.6,9.74,-,-,-,4.41,3.98,13.11,1.71,4.71,80.35,21.75
56,彰化縣,2016/02,彰化,2.6,0.5,-,27.4,50,28,19.44,3.07,16.37,2.016,0.16,1.856,2.9,1.54,16.37,-,-,70.93,-
57,彰化縣,2016/02,線西,3.9,0.39,-,34.6,52,30,15.98,2.15,13.83,2.016,0.077,1.94,5.18,4.51,15.86,-,-,77.47,-
58,彰化縣,2016/02,二林,3.7,0.38,-,34.1,54,29,13.51,1.7,11.79,-,-,-,4.23,3.27,16.02,-,-,74.71,-
59,南投縣,2016/02,南投,2.8,0.58,-,22,62,34,25.2,5.35,19.85,2.06,0.208,1.852,1.63,0.99,16.83,1.19,5.89,73.65,60.91
60,南投縣,2016/02,埔里,1.4,0.49,-,23.5,45,29,15.41,2.64,12.77,-,-,-,1.35,1.25,16.83,-,-,77.79,-
61,南投縣,2016/02,竹山,2.5,0.48,-,23.9,62,33,18.68,2.62,16.05,-,-,-,1.6,1.09,16.28,-,-,74.84,-
62,雲林縣,2016/02,斗六,3.1,0.48,-,27.6,57,35,21.73,3.11,18.62,-,-,-,2.13,1.15,17.09,-,-,72.83,-
63,雲林縣,2016/02,崙背,3.3,0.4,-,30.8,64,36,15.12,1.82,13.29,-,-,-,3.83,2.74,15.58,0.95,6.57,73.96,34.83
64,雲林縣,2016/02,麥寮,3.3,0.36,-,37.3,76,30,13.04,2.22,10.83,2.014,0.075,1.94,4.81,2.16,16.87,-,-,77.72,-
65,雲林縣,2016/02,臺西,3.1,0.32,-,40.4,55,27,10.03,1.43,8.59,1.963,0.051,1.912,7.4,6.65,16.33,-,-,79.13,-
66,嘉義縣,2016/02,朴子,3,0.41,-,34.2,81,34,14.51,2.07,12.43,-,-,-,2.71,1.25,18.14,-,-,74.56,-
67,嘉義縣,2016/02,新港,3.1,0.44,-,32.5,70,33,14.46,2.41,12.04,-,-,-,3.12,1.12,16.09,-,-,70.23,-
68,屏東縣,2016/02,屏東,2.6,0.54,-,28.4,67,41,18.92,2.47,16.44,2.181,0.15,2.031,1.52,1.04,19.6,-,-,68.77,-
69,屏東縣,2016/02,潮州,2.7,0.49,-,30.8,77,45,15.88,1.68,14.19,-,-,-,1.59,1.16,19.14,-,-,75,-
70,屏東縣,2016/02,恆春,1.1,0.22,409.68,47.9,29,9,4.32,2.02,2.29,-,-,-,8,7.53,20.29,1.25,5.08,75.17,22.5
71,臺東縣,2016/02,臺東,1,0.38,-,33.8,24,12,8.21,1.89,6.31,-,-,-,2.16,1.33,19.26,1.27,4.88,69.67,15.5
72,臺東縣,2016/02,關山,1.2,-,-,31,26,13,6.34,1.6,4.73,-,-,-,1.75,1.22,17.21,-,-,76.23,-
73,花蓮縣,2016/02,花蓮,1.7,0.38,-,31.6,33,16,11.87,2.44,9.43,-,-,-,2.58,2.24,17.82,0.71,5.54,72.33,99.47
74,澎湖縣,2016/02,馬公,2.1,0.3,-,47.4,42,22,5.42,1.11,4.31,-,-,-,5.47,3.59,16.76,1.15,5.64,75.83,215.86
75,金門縣,2016/02,金門,2.6,0.4,-,36.5,66,34,11.89,1.7,10.19,-,-,-,2.92,2.45,13.39,1.31,5.01,68.07,40.99
76,連江縣,2016/02,馬祖,2.6,0.37,-,45.6,55,31,7,1.68,5.32,-,-,-,3.97,3.31,10.99,0.95,4.76,76.01,36.52
,,,,,,,,,,,,,,,,,,,,,,
