序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
31,高雄市,1999/06,前鎮,11.8,-,-,40.0,-,32,13.38,19.11,2.55,0.49,2.06,28.46,-,-,-
32,高雄市,1999/06,復興,7.7,0.83,-,39.0,-,27,10.8,16.26,2.37,0.51,1.86,28.3,-,-,-
33,高雄市,1999/06,小港,16.6,0.82,12.7,48.0,-,31,12.66,17.9,2.02,0.25,1.78,29.05,-,-,-
34,高雄市,1999/06,鳳山,6.7,0.76,14.1,48.0,-,25,7.99,16.54,-,-,-,28.6,-,-,-
35,高雄市,1999/06,林園,2.2,0.36,20.1,35.0,18,7,1.6,5.75,2.01,0.13,1.88,28.86,-,-,-
36,高雄市,1999/06,大寮,1.9,0.45,16.3,41.0,-,15,3.23,11.82,2.26,0.16,2.11,28.89,-,-,-
37,高雄市,1999/06,仁武,6.0,0.52,20.5,39.0,-,20,6.42,13.6,-,-,-,28.39,-,-,-
38,高雄市,1999/06,橋頭,7.8,0.5,13.7,37.0,-,22,8.03,14.36,2.47,0.19,2.28,27.37,-,-,-
39,高雄市,1999/06,美濃,1.2,0.37,19.7,36.0,-,9,1.05,7.55,-,-,-,28.17,-,-,-
40,基隆市,1999/06,基隆,6.4,0.8,28.7,62.0,-,37,11.02,25.89,2.66,0.31,2.35,27.71,-,-,-
41,新竹市,1999/06,新竹,3.2,0.64,16.4,28.0,-,28,11.27,16.37,2.55,0.29,2.26,29.1,-,-,-
42,嘉義市,1999/06,嘉義,2.6,-,18.8,42.0,-,16,3.02,13.39,2.18,0.2,1.97,28.87,-,-,-
43,宜蘭縣,1999/06,宜蘭,1.4,0.5,25.9,35.0,-,11,1.62,9.71,-,-,-,27.36,-,-,-
44,宜蘭縣,1999/06,冬山,2.2,0.45,17.9,37.0,-,19,5.99,13.17,2.23,0.14,2.08,28.51,-,-,-
45,桃園市,1999/06,桃園,12.6,0.77,15.9,48.0,-,37,12.47,24.89,2.48,0.46,2.01,27.83,-,-,-
46,桃園市,1999/06,中壢,5.9,1.36,-,36.0,-,70,38.96,31.1,2.25,0.56,1.69,27.37,-,-,-
47,桃園市,1999/06,大園,5.2,0.51,17.7,-,-,30,12.48,17.34,-,-,-,28.11,-,-,-
48,桃園市,1999/06,龍潭,3.8,0.44,19.1,32.0,-,25,7.1,17.43,-,-,-,26.94,-,-,-
49,桃園市,1999/06,平鎮,5.7,0.65,16.3,31.0,-,32,10.29,21.63,2.79,0.57,2.22,27.71,-,-,-
50,桃園市,1999/06,觀音,4.8,0.38,19.1,32.0,-,16,4.16,12.33,2.4,0.19,2.21,27.58,-,-,-
51,新竹縣,1999/06,竹東,2.2,0.44,21.4,36.0,-,19,4.88,13.98,-,-,-,28.37,-,-,-
52,新竹縣,1999/06,湖口,5.3,0.45,17.2,35.0,-,24,9.43,14.84,-,-,-,28.18,-,-,-
53,苗栗縣,1999/06,苗栗,3.0,0.52,12.9,46.0,-,23,6.67,15.86,-,-,-,28.82,-,-,-
54,苗栗縣,1999/06,頭份,16.5,-,-,36.0,-,30,13.73,16.73,2.39,0.2,2.19,28.08,-,-,-
55,苗栗縣,1999/06,三義,1.9,0.31,21.7,38.0,-,17,3.75,13.18,2.26,0.05,2.21,26.24,-,-,-
56,彰化縣,1999/06,彰化,3.0,0.58,13.1,44.0,-,23,6.38,17.02,2.42,0.23,2.19,28.65,-,-,-
57,彰化縣,1999/06,線西,1.5,-,-,35.0,-,16,5.36,10.68,2.35,0.12,2.22,28.01,-,-,-
58,彰化縣,1999/06,二林,0.7,0.35,13.5,42.0,-,13,3.81,9.63,-,-,-,28.64,-,-,-
59,南投縣,1999/06,南投,1.1,0.43,13.9,41.0,-,21,6.18,14.34,2.09,0.11,1.98,28.12,-,-,-
60,南投縣,1999/06,埔里,1.7,0.58,21.1,30.0,-,9,2.48,6.67,2.09,0.14,1.95,25.46,-,-,-
61,南投縣,1999/06,竹山,0.8,0.41,15.5,53.0,-,17,5.27,12.01,-,-,-,26.02,-,-,-
62,雲林縣,1999/06,斗六,3.0,0.48,17.5,43.0,-,21,5.88,15.31,-,-,-,28.66,-,-,-
63,雲林縣,1999/06,崙背,0.9,0.34,16.4,53.0,-,13,4.14,9.25,3.58,0.25,3.33,28.02,-,-,-
64,雲林縣,1999/06,臺西,1.0,0.27,23.2,45.0,-,8,1.85,6.44,-,-,-,27.76,-,-,-
65,嘉義縣,1999/06,朴子,2.1,0.41,17.3,50.0,-,12,3.48,8.83,-,-,-,28.61,-,-,-
66,嘉義縣,1999/06,新港,2.1,0.38,17.8,73.0,-,15,4.82,10.02,-,-,-,27.86,-,-,-
67,屏東縣,1999/06,屏東,3.2,0.56,18.4,36.0,-,17,3.99,13.0,2.22,0.2,2.01,29.03,-,-,-
68,屏東縣,1999/06,潮州,2.4,0.33,21.5,30.0,-,11,1.98,9.29,-,-,-,28.1,-,-,-
69,屏東縣,1999/06,恆春,0.2,0.24,20.7,15.0,-,1,0.14,0.91,-,-,-,27.54,-,-,-
70,臺東縣,1999/06,臺東,0.3,0.37,20.8,38.0,-,12,4.48,7.07,2.29,0.11,2.18,28.11,-,-,-
71,花蓮縣,1999/06,花蓮,0.6,0.58,13.9,32.0,-,14,3.83,9.69,1.99,0.15,1.84,27.74,-,-,-
72,連江縣,1999/06,馬祖,-,-,-,24.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
