序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
56,彰化縣,2016/08,彰化,3.7,0.34,-,29.5,40,21,11.64,1.36,10.28,1.964,0.145,1.819,1.86,1.16,30.04,-,-,73.08,-
57,彰化縣,2016/08,線西,3.5,0.26,-,34.9,37,20,9.13,1.48,7.64,2.059,0.07,1.993,2.38,1.79,29.46,-,-,80.06,-
58,彰化縣,2016/08,二林,3.5,0.19,-,30.8,38,15,7.65,1.29,6.36,-,-,-,2.02,1.59,29.15,-,-,78.24,-
59,南投縣,2016/08,南投,2.3,0.34,-,29.7,44,24,12.87,3.01,9.88,1.869,0.099,1.77,1.56,1.14,29.06,5.51,6.5,73.96,26.05
60,南投縣,2016/08,埔里,1.8,0.27,-,32.8,33,20,8.4,1.32,7.06,-,-,-,1.66,1.28,27.3,-,-,79.79,-
61,南投縣,2016/08,竹山,2.2,0.23,-,32.6,40,20,7.66,0.84,6.78,-,-,-,1.41,1,27.83,-,-,81.07,-
62,雲林縣,2016/08,斗六,3.1,0.29,-,33.6,38,21,10.91,1.94,8.96,-,-,-,1.47,0.96,29.07,-,-,76.74,-
63,雲林縣,2016/08,崙背,2.4,0.21,-,32.3,37,24,8.68,1.35,7.33,-,-,-,2.08,1.6,29.02,1.64,6.18,85.33,21.23
64,雲林縣,2016/08,麥寮,2.8,0.24,-,30.4,54,19,9.52,2.53,6.99,1.948,0.064,1.885,2.07,1.39,29.95,-,-,83.27,-
65,雲林縣,2016/08,臺西,3.4,0.19,-,34.8,35,20,8.74,1.84,6.9,1.955,0.035,1.922,3.2,2.72,29.07,-,-,83.32,-
66,嘉義縣,2016/08,朴子,2.9,0.25,-,37.2,48,21,9.45,1.64,7.8,-,-,-,1.87,1.49,30.31,-,-,75.15,-
67,嘉義縣,2016/08,新港,2.5,0.26,-,31.9,40,20,9.49,2.04,7.44,-,-,-,1.89,1.5,29.11,-,-,73.21,-
68,屏東縣,2016/08,屏東,2.4,0.38,-,31,32,18,11.77,1.84,9.93,2.033,0.115,1.919,1.77,1.29,28.91,-,-,75.58,-
69,屏東縣,2016/08,潮州,2.1,0.19,-,31.9,42,16,8.64,2.72,5.92,-,-,-,1.69,1.37,28.03,-,-,81.41,-
70,屏東縣,2016/08,恆春,1.3,0.09,400.32,35.4,28,6,3.39,1.29,2.09,-,-,-,3.64,3.32,27.95,4.48,5.13,86.84,16.26
71,臺東縣,2016/08,臺東,1.2,0.29,-,20.5,25,9,7.72,2.48,5.24,-,-,-,1.47,1.06,28.94,2.44,5.36,72.68,12.6
72,臺東縣,2016/08,關山,1.2,-,-,19.2,20,8,5.18,1.59,3.58,-,-,-,1.25,0.93,27.88,-,-,78.32,-
73,花蓮縣,2016/08,花蓮,1.6,0.2,-,27.2,27,13,6.09,1.73,4.36,-,-,-,2.44,2.15,28.92,4.58,4.65,76.66,18.99
74,澎湖縣,2016/08,馬公,2.1,0.17,-,35.7,25,14,6.26,1.53,4.73,-,-,-,2.35,1.84,28.77,3.81,5.17,81.34,24.24
75,金門縣,2016/08,金門,4.5,0.21,-,39.9,46,18,11.62,1.95,9.67,-,-,-,2.44,2.19,30.51,1.66,4.96,73.58,26.79
76,連江縣,2016/08,馬祖,2.7,0.16,-,40.9,34,15,5.51,0.95,4.52,-,-,-,2.75,2.3,29.09,5.73,5.15,83.16,45.06
,,,,,,,,,,,,,,,,,,,,,,
