序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
30,高雄市,1993/10,小港,24.8,1.01,29.2,136.0,61,21,36.76,2.47,0.46,2.0,27.11,-,-
31,高雄市,1993/10,鳳山,23.6,1.16,28.7,140.0,52,12,38.61,-,-,-,25.61,-,-
32,高雄市,1993/10,林園,22.1,0.7,46.6,-,25,5,20.06,2.81,0.41,2.39,23.25,-,-
33,高雄市,1993/10,大寮,27.5,0.82,30.3,-,33,5,28.29,-,-,-,26.27,-,-
34,高雄市,1993/10,仁武,24.7,0.75,24.6,115.0,46,13,33.72,2.1,0.48,1.62,25.19,-,-
35,高雄市,1993/10,橋頭,15.4,0.67,31.8,109.0,37,9,28.41,2.25,0.21,2.04,25.65,-,-
36,高雄市,1993/10,美濃,6.6,0.6,40.4,111.0,19,1,17.78,-,-,-,25.39,-,-
37,基隆市,1993/10,基隆,4.6,0.78,26.4,49.0,27,6,20.62,2.22,0.32,1.89,22.98,-,-
38,新竹市,1993/10,新竹,7.1,0.62,23.6,57.0,26,5,21.27,2.06,0.08,1.99,23.72,-,-
39,嘉義市,1993/10,嘉義,8.5,0.95,28.0,106.0,45,10,35.79,2.46,0.45,2.01,24.65,-,-
40,宜蘭縣,1993/10,宜蘭,2.8,0.59,24.4,39.0,16,2,13.19,-,-,-,22.64,-,-
41,宜蘭縣,1993/10,冬山,1.8,-,-,46.0,23,7,14.99,2.18,0.13,2.05,22.31,-,-
42,桃園市,1993/10,桃園,12.0,0.78,20.7,58.0,35,7,26.8,2.66,0.35,2.3,22.67,-,-
43,桃園市,1993/10,大園,8.9,0.38,32.4,54.0,17,3,15.87,-,-,-,22.22,-,-
44,桃園市,1993/10,龍潭,5.6,0.53,29.2,49.0,22,4,16.54,-,-,-,22.01,-,-
45,桃園市,1993/10,平鎮,7.8,0.88,22.1,57.0,30,5,24.55,2.07,0.36,1.72,22.23,-,-
46,桃園市,1993/10,觀音,11.4,0.35,36.4,58.0,11,1,-,2.02,0.12,1.9,23.08,-,-
47,新竹縣,1993/10,竹東,2.3,0.41,27.9,54.0,20,4,16.99,-,-,-,23.08,-,-
48,新竹縣,1993/10,湖口,5.9,0.5,28.4,47.0,19,4,14.56,-,-,-,22.86,-,-
49,苗栗縣,1993/10,苗栗,6.2,0.58,27.1,66.0,30,9,21.11,-,-,-,23.32,-,-
50,苗栗縣,1993/10,頭份,92.9,-,-,94.0,51,24,26.52,1.76,0.14,1.62,24.39,-,-
51,苗栗縣,1993/10,三義,2.5,0.37,31.7,49.0,17,4,12.99,2.32,0.25,2.25,20.6,-,-
52,彰化縣,1993/10,彰化,9.1,0.86,22.3,-,40,14,26.25,2.46,0.34,2.12,24.53,-,-
53,彰化縣,1993/10,線西,8.0,-,-,56.0,24,4,20.46,2.35,0.16,2.22,23.64,-,-
54,彰化縣,1993/10,二林,8.2,0.44,28.0,82.0,17,3,15.8,-,-,-,23.51,-,-
55,南投縣,1993/10,南投,4.1,0.8,28.8,77.0,32,6,26.41,-,-,-,24.7,-,-
56,雲林縣,1993/10,斗六,6.7,0.82,24.4,96.0,33,8,24.76,-,-,-,24.34,-,-
57,雲林縣,1993/10,崙背,6.9,0.55,27.3,81.0,29,5,24.7,-,-,-,23.67,-,-
58,雲林縣,1993/10,臺西,6.0,0.38,34.2,91.0,13,1,-,-,-,-,24.04,-,-
59,嘉義縣,1993/10,朴子,5.8,0.43,32.3,95.0,18,2,15.46,-,-,-,24.28,-,-
60,嘉義縣,1993/10,新港,5.6,0.48,32.3,80.0,23,4,19.51,-,-,-,25.27,-,-
61,屏東縣,1993/10,屏東,12.4,0.99,38.6,131.0,32,2,29.03,2.74,0.6,2.15,25.92,-,-
62,屏東縣,1993/10,潮州,9.3,0.61,35.4,125.0,17,2,15.34,-,-,-,25.21,-,-
63,屏東縣,1993/10,恆春,0.4,-,39.1,24.0,0,0,-,-,-,-,24.94,-,-
64,臺東縣,1993/10,臺東,-,0.62,23.2,39.0,13,3,10.38,2.09,0.13,1.96,25.71,-,-
65,花蓮縣,1993/10,花蓮,1.6,0.79,20.4,42.0,22,5,16.02,3.62,0.71,2.92,24.06,-,-
,,,,,,,,,,,,,,,,
