序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
33,高雄市,1999/11,小港,17.8,1.0,35.2,136.0,-,69,21.75,47.54,2.92,0.66,2.26,24.93,-,-,-
34,高雄市,1999/11,鳳山,15.3,1.04,30.1,133.0,63,59,16.75,41.75,-,-,-,24.38,-,-,-
35,高雄市,1999/11,林園,13.5,0.74,42.4,108.0,82,31,5.3,25.6,-,-,-,24.11,-,-,-
36,高雄市,1999/11,大寮,12.9,0.78,38.2,148.0,-,40,5.33,34.52,3.0,0.42,2.58,24.55,-,-,-
37,高雄市,1999/11,仁武,15.7,0.76,33.5,140.0,-,54,17.11,37.17,-,-,-,23.42,-,-,-
38,高雄市,1999/11,橋頭,7.6,0.76,30.3,94.0,-,44,10.78,32.94,2.71,0.25,2.46,22.94,-,-,-
39,高雄市,1999/11,美濃,2.5,0.64,40.7,104.0,-,18,1.07,17.19,-,-,-,23.8,-,-,-
40,基隆市,1999/11,基隆,3.5,0.66,29.9,64.0,-,29,7.88,20.91,2.87,0.32,2.55,20.86,-,-,-
41,新竹市,1999/11,新竹,5.0,0.62,23.1,43.0,-,31,7.82,23.47,2.62,0.26,2.36,21.81,-,-,-
42,嘉義市,1999/11,嘉義,7.1,0.95,20.8,112.0,-,48,13.34,35.08,2.36,0.44,1.92,22.69,-,-,-
43,宜蘭縣,1999/11,宜蘭,1.3,0.47,25.9,32.0,-,15,1.85,12.78,-,-,-,20.68,-,-,-
44,宜蘭縣,1999/11,冬山,1.2,0.42,19.3,36.0,-,26,8.42,17.69,2.56,0.22,2.34,21.13,-,-,-
45,桃園市,1999/11,桃園,8.2,0.64,23.3,40.0,-,34,6.69,26.84,2.41,0.31,2.08,20.55,-,-,-
46,桃園市,1999/11,中壢,6.1,1.0,-,40.0,-,55,21.54,33.77,2.39,0.38,2.01,20.16,-,-,-
47,桃園市,1999/11,大園,2.4,0.35,34.4,-,-,17,3.72,13.59,-,-,-,21.41,-,-,-
48,桃園市,1999/11,龍潭,2.6,0.53,24.3,43.0,-,24,4.61,19.28,-,-,-,19.63,-,-,-
49,桃園市,1999/11,平鎮,5.3,0.7,21.3,36.0,-,31,6.3,24.54,2.41,0.16,2.25,21.69,-,-,-
50,桃園市,1999/11,觀音,5.7,0.36,34.4,43.0,-,17,3.18,14.28,2.61,0.19,2.42,21.04,-,-,-
51,新竹縣,1999/11,竹東,1.3,0.4,29.6,45.0,-,17,3.16,14.23,-,-,-,21.66,-,-,-
52,新竹縣,1999/11,湖口,2.6,0.52,30.9,50.0,-,22,5.18,16.41,-,-,-,20.97,-,-,-
53,苗栗縣,1999/11,苗栗,4.7,0.59,20.7,71.0,-,36,10.5,25.76,-,-,-,21.6,-,-,-
54,苗栗縣,1999/11,頭份,21.5,-,-,70.0,-,31,10.06,20.21,2.38,0.17,2.2,21.46,-,-,-
55,苗栗縣,1999/11,三義,1.9,0.34,29.5,55.0,-,19,2.6,16.47,2.98,1.02,1.96,19.28,-,-,-
56,彰化縣,1999/11,彰化,5.9,0.96,16.4,97.0,-,49,17.25,31.53,2.87,0.43,2.43,22.26,-,-,-
57,彰化縣,1999/11,線西,7.8,-,-,65.0,-,29,4.38,24.54,2.36,0.16,2.2,21.62,-,-,-
58,彰化縣,1999/11,二林,4.9,0.49,29.0,85.0,-,26,5.85,20.13,-,-,-,21.88,-,-,-
59,南投縣,1999/11,南投,2.1,0.84,19.4,130.0,-,43,12.08,31.28,2.59,0.42,2.17,22.2,-,-,-
60,南投縣,1999/11,埔里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,南投縣,1999/11,竹山,3.2,0.71,23.3,134.0,-,39,9.88,29.01,-,-,-,21.51,-,-,-
62,雲林縣,1999/11,斗六,5.1,0.71,22.9,110.0,-,36,9.67,25.97,-,-,-,22.16,-,-,-
63,雲林縣,1999/11,崙背,3.9,0.45,23.9,104.0,-,27,5.38,22.01,-,-,1.59,21.9,-,-,-
64,雲林縣,1999/11,臺西,3.4,0.29,31.5,68.0,-,18,2.33,16.05,-,-,-,21.56,-,-,-
65,嘉義縣,1999/11,朴子,3.9,0.37,28.5,83.0,-,25,3.82,21.49,-,-,-,22.21,-,-,-
66,嘉義縣,1999/11,新港,2.9,0.44,28.3,75.0,-,28,6.36,22.23,-,-,-,21.31,-,-,-
67,屏東縣,1999/11,屏東,5.4,0.81,42.4,112.0,-,27,1.98,25.23,2.64,0.35,2.29,25.06,-,-,-
68,屏東縣,1999/11,潮州,4.1,0.55,43.0,132.0,-,24,1.84,21.8,-,-,-,23.68,-,-,-
69,屏東縣,1999/11,恆春,0.1,0.2,38.0,19.0,-,1,0.02,0.63,-,-,-,23.47,-,-,-
70,臺東縣,1999/11,臺東,0.3,0.47,26.9,44.0,-,12,3.59,8.23,2.1,0.09,2.01,22.93,-,-,-
71,花蓮縣,1999/11,花蓮,0.5,0.67,19.3,29.0,-,22,5.87,16.11,2.28,0.26,2.02,21.97,-,-,-
72,連江縣,1999/11,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
