序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
43,宜蘭縣,1997/04,宜蘭,1.4,0.6,34.4,52.0,-,15,1.41,13.69,-,-,-,21.82,-,-
44,宜蘭縣,1997/04,冬山,1.4,0.64,26.1,55.0,-,17,3.95,12.89,2.47,0.16,2.32,20.94,-,-
45,桃園市,1997/04,桃園,13.4,0.88,29.3,-,-,50,16.6,33.67,-,-,-,21.75,-,-
46,桃園市,1997/04,中壢,10.9,1.57,-,100.0,-,71,27.56,43.64,-,-,-,21.59,-,-
47,桃園市,1997/04,大園,5.4,0.52,41.2,58.0,-,22,5.36,17.02,-,-,-,21.29,-,-
48,桃園市,1997/04,龍潭,6.0,0.72,20.6,83.0,-,30,4.59,25.17,-,-,-,20.55,-,-
49,桃園市,1997/04,平鎮,8.1,0.9,25.4,66.0,-,41,7.68,33.68,2.32,0.32,1.99,21.47,-,-
50,桃園市,1997/04,觀音,10.3,0.43,41.0,72.0,-,18,2.04,15.77,2.17,0.15,2.01,21.28,-,-
51,新竹縣,1997/04,竹東,2.0,0.68,25.0,76.0,-,29,4.94,23.74,-,-,-,21.85,-,-
52,新竹縣,1997/04,湖口,4.3,0.6,34.3,72.0,-,23,4.64,18.36,-,-,-,21.97,-,-
53,苗栗縣,1997/04,苗栗,5.0,0.72,21.7,71.0,-,34,7.45,26.21,-,-,-,22.41,-,-
54,苗栗縣,1997/04,三義,3.7,0.47,29.0,70.0,-,25,4.47,20.48,2.34,0.17,2.16,19.81,-,-
55,彰化縣,1997/04,彰化,6.3,0.7,24.7,99.0,-,36,8.44,27.63,2.45,0.61,1.83,23.56,-,-
56,彰化縣,1997/04,線西,6.8,-,-,70.0,-,26,5.13,20.71,2.34,0.15,2.19,23.04,-,-
57,彰化縣,1997/04,二林,7.7,0.5,33.8,81.0,-,21,3.51,17.49,-,-,-,22.85,-,-
58,南投縣,1997/04,南投,3.1,0.74,31.1,84.0,-,30,5.01,24.52,-,-,-,23.85,-,-
59,南投縣,1997/04,竹山,3.5,-,23.8,112.0,-,30,3.94,26.04,-,-,-,22.1,-,-
60,雲林縣,1997/04,斗六,6.3,0.81,24.1,100.0,-,29,5.32,23.48,-,-,-,23.62,-,-
61,雲林縣,1997/04,崙背,6.3,0.51,31.3,100.0,-,21,3.0,17.52,-,-,-,22.93,-,-
62,雲林縣,1997/04,臺西,5.0,0.48,43.7,89.0,-,14,1.49,12.02,-,-,-,23.32,-,-
63,嘉義縣,1997/04,朴子,5.0,0.53,24.9,85.0,-,21,2.89,18.12,-,-,-,23.82,-,-
64,嘉義縣,1997/04,新港,6.0,0.63,36.2,88.0,-,24,4.17,19.71,-,-,-,23.37,-,-
65,屏東縣,1997/04,屏東,6.6,0.79,32.7,98.0,-,24,2.63,20.99,2.56,0.28,2.29,26.13,-,-
66,屏東縣,1997/04,潮州,4.6,0.56,36.6,82.0,-,18,2.27,16.14,-,-,-,25.05,-,-
67,屏東縣,1997/04,恆春,0.3,0.29,45.9,24.0,-,1,0.03,0.89,-,-,-,24.46,-,-
68,臺東縣,1997/04,臺東,0.4,0.66,29.7,31.0,-,11,2.11,9.19,2.25,0.17,2.08,23.89,-,-
69,花蓮縣,1997/04,花蓮,0.8,0.7,24.2,52.0,-,18,3.39,15.05,2.24,0.28,1.96,22.99,-,-
,,,,,,,,,,,,,,,,,
