序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
53,苗栗縣,2000/10,苗栗,3.9,0.64,24.6,48.0,-,26,5.99,19.98,-,-,-,25.13,-,-,-
54,苗栗縣,2000/10,頭份,8.8,-,-,48.0,-,26,7.39,18.15,2.35,0.12,2.23,26.17,-,-,-
55,苗栗縣,2000/10,三義,1.5,0.38,28.1,53.0,-,18,2.74,15.01,2.17,0.1,2.07,22.89,-,-,-
56,彰化縣,2000/10,彰化,2.8,0.85,21.5,67.0,-,36,10.7,25.35,2.51,0.3,2.22,26.49,-,-,-
57,彰化縣,2000/10,線西,4.9,-,-,44.0,-,28,6.69,21.29,2.27,0.11,2.16,25.35,-,-,-
58,彰化縣,2000/10,二林,2.1,0.41,27.3,65.0,-,18,3.38,15.02,-,-,-,26.42,-,-,-
59,南投縣,2000/10,南投,2.4,0.72,-,62.0,-,33,8.41,25.04,2.32,0.25,2.07,26.75,-,-,-
60,南投縣,2000/10,埔里,-,0.78,35.4,126.0,-,16,2.67,13.19,2.31,0.22,2.09,24.54,-,-,-
61,南投縣,2000/10,竹山,2.7,0.59,25.0,92.0,-,31,7.93,22.91,-,-,-,26.05,-,-,-
62,雲林縣,2000/10,斗六,4.6,0.7,25.0,72.0,-,28,6.22,21.87,-,-,-,26.17,-,-,-
63,雲林縣,2000/10,崙背,2.4,0.46,29.0,70.0,-,20,3.86,16.19,2.31,0.16,2.16,25.92,-,-,-
64,雲林縣,2000/10,臺西,3.4,0.38,32.1,69.0,-,15,2.24,13.21,-,-,-,26.32,-,-,-
65,嘉義縣,2000/10,朴子,2.6,0.37,33.6,69.0,-,16,2.15,14.2,-,-,-,25.99,-,-,-
66,嘉義縣,2000/10,新港,2.5,0.43,29.3,72.0,-,19,3.25,15.63,-,-,-,25.78,-,-,-
67,屏東縣,2000/10,屏東,3.3,0.64,26.5,74.0,-,27,2.62,24.63,2.4,0.27,2.13,26.89,-,-,-
68,屏東縣,2000/10,潮州,3.9,0.5,35.6,99.0,-,18,1.72,16.07,-,-,-,26.64,-,-,-
69,屏東縣,2000/10,恆春,0.1,0.23,24.4,25.0,-,1,0.06,0.54,-,-,-,26.28,-,-,-
70,臺東縣,2000/10,臺東,0.2,0.46,19.6,20.0,-,10,3.42,6.69,1.96,0.06,1.9,26.47,-,-,-
71,花蓮縣,2000/10,花蓮,0.5,0.6,15.1,22.0,-,17,5.43,11.54,2.25,0.19,2.06,26.52,-,-,-
72,連江縣,2000/10,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
