序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
45,桃園市,2000/02,桃園,3.1,0.61,24.6,35.0,-,28,5.73,22.08,2.27,0.23,2.04,15.05,-,-,-
46,桃園市,2000/02,中壢,3.0,0.88,-,35.0,-,43,17.13,26.4,-,-,-,14.75,-,-,-
47,桃園市,2000/02,大園,1.7,0.35,39.4,-,-,12,2.66,8.88,-,-,-,15.71,-,-,-
48,桃園市,2000/02,龍潭,1.6,0.49,23.1,40.0,-,26,5.12,21.23,-,-,-,14.01,-,-,-
49,桃園市,2000/02,平鎮,2.8,0.58,22.0,29.0,-,28,5.59,22.47,2.29,0.12,2.16,14.37,-,-,-
50,桃園市,2000/02,觀音,2.8,0.21,39.9,41.0,-,11,1.78,9.48,2.59,0.15,2.44,14.64,-,-,-
51,新竹縣,2000/02,竹東,1.0,0.53,23.5,40.0,-,25,5.64,18.99,-,-,-,15.44,-,-,-
52,新竹縣,2000/02,湖口,1.3,0.42,33.4,39.0,-,15,2.25,12.58,-,-,-,15.01,-,-,-
53,苗栗縣,2000/02,苗栗,3.5,0.56,20.2,43.0,-,30,7.41,22.25,-,-,-,14.8,-,-,-
54,苗栗縣,2000/02,頭份,16.0,-,-,60.0,-,26,8.54,17.37,2.43,0.16,2.27,15.35,-,-,-
55,苗栗縣,2000/02,三義,1.3,0.34,22.8,48.0,-,24,5.08,18.62,2.24,0.1,2.14,13.62,-,-,-
56,彰化縣,2000/02,彰化,3.8,0.82,16.4,69.0,-,44,15.17,28.92,2.54,0.29,2.25,15.95,-,-,-
57,彰化縣,2000/02,線西,4.0,-,-,46.0,-,19,2.72,15.97,2.19,0.07,2.11,15.05,-,-,-
58,彰化縣,2000/02,二林,2.2,0.37,29.0,66.0,-,18,4.23,14.17,-,-,-,16.1,-,-,-
59,南投縣,2000/02,南投,1.1,0.88,14.5,75.0,-,42,12.0,29.53,2.42,0.33,2.09,16.75,-,-,-
60,南投縣,2000/02,竹山,2.7,0.8,13.2,95.0,-,41,10.47,30.64,-,-,-,16.71,-,-,-
61,雲林縣,2000/02,斗六,3.2,0.77,12.6,66.0,-,37,9.77,27.22,-,-,-,15.94,-,-,-
62,雲林縣,2000/02,崙背,-,-,-,-,-,-,-,-,-,-,-,11.69,-,-,-
63,雲林縣,2000/02,臺西,1.1,0.35,36.3,55.0,-,9,1.11,7.83,-,-,-,14.8,-,-,-
64,嘉義縣,2000/02,朴子,1.6,0.39,25.5,67.0,-,18,2.12,15.57,-,-,-,16.19,-,-,-
65,嘉義縣,2000/02,新港,1.4,0.44,29.8,78.0,-,22,2.61,19.91,-,-,-,15.57,-,-,-
66,屏東縣,2000/02,屏東,3.8,0.76,23.5,98.0,-,29,4.82,24.03,2.44,0.26,2.18,19.56,-,-,-
67,屏東縣,2000/02,潮州,5.5,0.7,30.3,151.0,-,35,6.71,28.28,-,-,-,19.44,-,-,-
68,屏東縣,2000/02,恆春,0.3,0.25,35.8,20.0,-,2,0.07,1.73,-,-,-,20.47,-,-,-
69,臺東縣,2000/02,臺東,0.5,0.52,27.7,34.0,-,13,2.77,10.09,2.15,0.11,2.04,19.42,-,-,-
70,花蓮縣,2000/02,花蓮,0.7,0.73,20.3,35.0,-,26,7.43,18.08,2.29,0.26,2.03,17.68,-,-,-
71,連江縣,2000/02,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
