序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
52,新竹縣,1997/08,湖口,5.0,0.55,16.6,40.0,-,21,7.37,14.11,-,-,-,28.88,-,-
53,苗栗縣,1997/08,苗栗,-,0.53,12.7,43.0,-,20,5.7,14.03,-,-,-,28.17,-,-
54,苗栗縣,1997/08,頭份,52.1,-,-,38.0,-,26,6.1,19.52,2.67,0.49,2.18,28.31,-,-
55,苗栗縣,1997/08,三義,1.8,0.31,18.3,40.0,-,13,2.96,10.41,2.22,0.12,2.1,24.88,-,-
56,彰化縣,1997/08,彰化,4.0,0.6,14.8,51.0,-,20,5.16,14.67,2.03,0.37,1.67,28.64,-,-
57,彰化縣,1997/08,線西,0.5,-,-,37.0,-,12,2.69,9.25,2.21,0.1,2.11,28.49,-,-
58,彰化縣,1997/08,二林,3.1,0.38,22.3,37.0,-,10,1.77,8.17,-,-,-,27.84,-,-
59,南投縣,1997/08,南投,1.4,0.49,19.1,39.0,-,15,2.55,12.61,-,-,-,27.79,-,-
60,南投縣,1997/08,竹山,1.2,0.39,17.9,38.0,-,12,2.04,9.5,-,-,-,25.84,-,-
61,雲林縣,1997/08,斗六,3.3,0.62,18.1,40.0,-,15,2.68,12.33,-,-,-,27.87,-,-
62,雲林縣,1997/08,崙背,-,0.36,16.4,43.0,-,-,-,-,1.83,0.14,1.69,27.52,-,-
63,雲林縣,1997/08,臺西,0.5,0.29,27.9,42.0,-,6,0.9,4.58,-,-,-,28.05,-,-
64,嘉義縣,1997/08,朴子,1.4,0.39,16.0,41.0,-,10,1.26,8.5,-,-,-,28.19,-,-
65,嘉義縣,1997/08,新港,1.5,0.52,26.0,48.0,-,13,2.35,11.11,-,-,-,28.12,-,-
66,屏東縣,1997/08,屏東,3.1,0.62,18.6,45.0,-,18,3.78,13.94,2.47,0.32,2.15,28.83,-,-
67,屏東縣,1997/08,潮州,0.5,0.39,16.5,44.0,-,9,1.11,8.16,-,-,-,27.29,-,-
68,屏東縣,1997/08,恆春,0.2,0.24,23.0,30.0,-,-,-,-,-,-,-,27.38,-,-
69,臺東縣,1997/08,臺東,0.7,0.61,16.5,31.0,-,11,4.03,7.12,2.17,0.11,2.06,27.91,-,-
70,花蓮縣,1997/08,花蓮,0.3,0.5,-,39.0,-,13,3.89,9.23,2.05,0.19,1.87,28.72,-,-
,,,,,,,,,,,,,,,,,
