序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
48,桃園市,2006/11,平鎮,7.3,0.64,-,28.5,66,34,32.74,7.22,25.52,-,-,-,21.57,-,-,73.92,-
49,桃園市,2006/11,觀音,9.1,0.42,-,36.1,61,33,26.42,4.48,21.94,-,-,-,23.36,-,-,74.02,-
50,新竹縣,2006/11,竹東,2.4,0.54,-,32.0,53,31,18.51,3.25,15.27,-,-,-,22.47,-,-,70.75,-
51,新竹縣,2006/11,湖口,5.3,0.49,-,35.8,66,40,23.97,5.58,18.39,-,-,-,22.45,-,-,74.78,-
52,苗栗縣,2006/11,苗栗,5.8,0.61,-,24.6,59,36,25.75,7.2,18.56,-,-,-,22.89,-,-,73.51,-
53,苗栗縣,2006/11,頭份,4.2,0.49,-,32.4,57,32,23.36,5.02,18.35,-,-,-,22.14,-,-,73.87,-
54,苗栗縣,2006/11,三義,2.9,0.35,-,30.3,56,34,14.41,2.3,12.1,-,-,-,20.68,-,-,80.13,-
55,彰化縣,2006/11,彰化,6.4,0.74,-,23.2,69,48,42.14,13.48,28.66,2.323,0.293,2.03,23.72,-,-,66.3,-
56,彰化縣,2006/11,線西,6.1,0.52,-,26.5,69,39,25.98,5.41,20.57,-,-,-,22.9,-,-,70.36,-
57,彰化縣,2006/11,二林,3.7,0.44,-,31.7,70,45,19.74,3.6,16.13,-,-,-,23.42,-,-,73.94,-
58,南投縣,2006/11,南投,3.9,0.72,-,24.4,61,41,31.05,7.98,23.08,2.278,0.26,2.019,23.41,-,-,72.23,-
59,南投縣,2006/11,埔里,2.4,0.54,-,25.9,52,40,19.36,4.77,14.59,-,-,-,22.21,-,-,73.82,-
60,南投縣,2006/11,竹山,3.1,0.56,-,29.0,71,48,21.8,4.48,17.32,-,-,-,23.05,-,-,75.21,-
61,雲林縣,2006/11,斗六,3.9,0.59,-,28.3,73,47,26.26,6.32,19.94,-,-,-,24.16,-,-,71.3,-
62,雲林縣,2006/11,崙背,4.4,0.43,-,32.0,84,34,18.6,2.8,15.79,-,-,-,24.26,-,-,73.89,-
63,雲林縣,2006/11,臺西,5.0,0.37,-,40.4,66,33,16.97,3.18,13.77,-,-,-,23.85,-,-,77.32,-
64,嘉義縣,2006/11,朴子,4.5,0.47,-,34.3,92,41,19.58,2.79,16.79,-,-,-,23.85,-,-,79.55,-
65,嘉義縣,2006/11,新港,3.9,0.51,-,32.0,90,50,21.84,4.78,17.06,-,-,-,23.4,-,-,74.95,-
66,屏東縣,2006/11,屏東,5.5,0.7,-,36.3,83,55,23.71,2.93,20.78,2.323,0.254,2.069,25.77,-,-,72.37,-
67,屏東縣,2006/11,潮州,5.0,0.51,-,38.9,81,52,21.24,4.2,17.03,-,-,-,25.29,-,-,75.21,-
68,屏東縣,2006/11,恆春,1.8,0.17,395.04,38.8,34,18,3.93,1.91,2.01,-,-,-,25.17,-,-,75.26,-
69,臺東縣,2006/11,臺東,2.3,0.43,-,36.2,37,20,10.32,2.93,7.39,-,-,-,24.89,-,-,73.05,-
70,臺東縣,2006/11,關山,1.8,-,-,25.8,39,18,-,-,-,-,-,-,22.39,-,-,78.85,-
71,花蓮縣,2006/11,花蓮,2.6,0.6,-,24.9,40,24,19.04,4.39,14.63,-,-,-,24.69,-,-,72.69,-
72,澎湖縣,2006/11,馬公,2.5,0.31,-,57.2,46,26,7.57,2.44,5.13,-,-,-,23.74,-,-,75.28,-
73,金門縣,2006/11,金門,11.2,0.62,-,35.8,116,62,19.76,4.41,15.35,-,-,-,20.61,-,-,69.04,-
74,連江縣,2006/11,馬祖,5.1,0.44,-,52.5,76,45,8.54,1.25,7.29,-,-,-,21.31,-,-,71.52,-
,,,,,,,,,,,,,,,,,,,,
