序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
23,臺中市,1996/09,大里,0.7,0.76,32.5,86.0,24,3,21.25,-,-,-,28.48,-,-
24,臺南市,1996/09,新營,2.1,0.6,32.0,64.0,16,1,14.12,-,-,-,28.51,-,-
25,臺南市,1996/09,善化,2.8,0.39,31.1,53.0,13,2,11.15,-,-,-,28.02,-,-
26,臺南市,1996/09,安南,4.7,0.51,36.6,68.0,19,3,15.45,-,-,-,28.38,-,-
27,臺南市,1996/09,臺南,6.4,0.76,22.4,73.0,23,4,18.87,2.73,0.38,2.35,28.73,-,-
28,高雄市,1996/09,左營,7.5,0.73,31.0,49.0,21,4,17.92,2.56,0.27,2.29,28.46,-,-
29,高雄市,1996/09,楠梓,5.2,0.51,23.0,62.0,26,6,20.3,2.75,0.35,2.4,28.44,-,-
30,高雄市,1996/09,前金,6.3,0.79,30.5,63.0,20,4,16.93,-,-,-,29.25,-,-
31,高雄市,1996/09,前鎮,9.9,-,-,52.0,27,5,22.14,2.36,0.27,2.09,28.05,-,-
32,高雄市,1996/09,復興,9.9,1.26,-,60.0,37,12,24.25,2.79,0.62,2.16,28.75,-,-
33,高雄市,1996/09,小港,9.2,0.74,25.6,54.0,31,7,23.96,2.47,0.25,2.21,28.49,-,-
34,高雄市,1996/09,鳳山,10.6,0.93,26.7,63.0,30,4,25.72,-,-,-,28.81,-,-
35,高雄市,1996/09,林園,5.9,0.45,33.8,62.0,13,2,10.95,2.74,0.47,2.27,28.77,-,-
36,高雄市,1996/09,大寮,7.9,0.63,29.8,60.0,20,2,17.13,-,-,-,28.95,-,-
37,高雄市,1996/09,仁武,10.5,0.59,24.0,62.0,29,7,22.17,2.29,0.34,1.94,28.68,-,-
38,高雄市,1996/09,橋頭,5.7,0.61,36.4,63.0,21,4,16.79,2.32,0.15,2.17,28.1,-,-
39,高雄市,1996/09,美濃,2.1,0.45,32.8,52.0,10,1,9.7,-,-,-,27.24,-,-
40,基隆市,1996/09,基隆,6.0,0.68,17.7,35.0,25,14,10.92,2.38,0.23,2.15,26.88,-,-
41,新竹市,1996/09,新竹,5.5,0.66,24.5,44.0,28,7,21.12,2.74,0.21,2.52,27.37,-,-
42,嘉義市,1996/09,嘉義,3.8,0.76,34.9,69.0,24,5,19.04,2.65,0.36,2.29,28.35,-,-
43,宜蘭縣,1996/09,宜蘭,1.5,0.49,19.3,31.0,17,5,12.26,-,-,-,26.81,-,-
44,宜蘭縣,1996/09,冬山,2.3,0.52,12.1,41.0,17,7,9.92,2.21,0.1,2.11,26.61,-,-
45,桃園市,1996/09,桃園,8.8,0.68,21.8,32.0,26,6,20.24,1.94,0.26,1.68,27.25,-,-
46,桃園市,1996/09,中壢,7.6,1.2,-,51.0,48,19,29.08,-,-,-,27.61,-,-
47,桃園市,1996/09,大園,2.7,0.34,26.7,29.0,16,4,11.69,-,-,-,26.62,-,-
48,桃園市,1996/09,龍潭,3.1,0.53,25.4,41.0,21,4,17.36,-,-,-,26.29,-,-
49,桃園市,1996/09,平鎮,5.8,0.71,23.1,39.0,23,5,18.52,2.59,0.43,2.16,27.32,-,-
50,桃園市,1996/09,觀音,10.3,0.32,28.5,46.0,18,5,13.72,2.11,0.15,1.97,27.37,-,-
51,新竹縣,1996/09,竹東,2.0,0.5,28.5,48.0,20,3,16.93,-,-,-,27.38,-,-
52,新竹縣,1996/09,湖口,4.3,0.53,25.7,46.0,22,6,16.41,-,-,-,27.89,-,-
53,苗栗縣,1996/09,苗栗,5.5,0.6,24.5,53.0,29,5,23.49,-,-,-,27.55,-,-
54,苗栗縣,1996/09,頭份,30.1,-,-,61.0,35,9,25.85,2.6,0.26,2.34,27.88,-,-
55,苗栗縣,1996/09,三義,2.2,0.46,32.7,55.0,21,6,14.88,2.82,0.28,2.53,24.53,-,-
56,彰化縣,1996/09,彰化,2.5,0.87,26.7,-,31,7,24.88,2.34,0.53,1.8,28.48,-,-
57,彰化縣,1996/09,線西,4.7,-,-,60.0,21,4,16.91,2.43,0.17,2.26,28.37,-,-
58,彰化縣,1996/09,二林,4.4,0.48,32.5,92.0,16,2,13.95,-,-,-,27.7,-,-
59,南投縣,1996/09,南投,2.8,0.62,32.9,70.0,20,2,17.51,-,-,-,27.72,-,-
60,南投縣,1996/09,竹山,-,-,-,-,-,-,-,-,-,-,-,-,-
61,雲林縣,1996/09,斗六,4.4,0.73,31.4,68.0,18,2,15.52,-,-,-,27.87,-,-
62,雲林縣,1996/09,崙背,2.5,0.56,28.3,95.0,18,3,14.95,-,-,-,27.76,-,-
63,雲林縣,1996/09,臺西,1.6,0.24,39.7,103.0,10,1,9.33,-,-,-,27.91,-,-
64,嘉義縣,1996/09,朴子,3.2,0.47,24.7,91.0,14,1,13.07,-,-,-,28.51,-,-
65,嘉義縣,1996/09,新港,2.3,0.52,32.9,67.0,17,3,14.56,-,-,-,27.8,-,-
66,屏東縣,1996/09,屏東,4.2,0.77,27.2,62.0,19,2,17.44,2.65,0.31,2.34,28.87,-,-
67,屏東縣,1996/09,潮州,2.4,0.45,32.7,60.0,13,2,10.98,-,-,-,27.63,-,-
68,屏東縣,1996/09,恆春,0.6,0.24,28.5,18.0,1,0,0.69,-,-,-,27.32,-,-
69,臺東縣,1996/09,臺東,0.3,0.54,15.2,31.0,9,3,6.51,2.1,0.1,2.0,27.81,-,-
70,花蓮縣,1996/09,花蓮,0.5,0.59,13.5,32.0,15,4,10.74,2.13,0.19,1.94,27.59,-,-
,,,,,,,,,,,,,,,,
