序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
54,苗栗縣,2003/01,頭份,4.1,-,-,-,59,-,28.62,7.64,20.9,2.522,0.32,2.2,14.84,-,-,-
55,苗栗縣,2003/01,三義,2.0,0.43,-,32.3,44,-,17.82,2.31,15.52,3.04,0.41,2.63,12.74,-,-,-
56,彰化縣,2003/01,彰化,4.6,0.94,-,21.2,83,-,40.31,12.73,27.58,2.793,0.61,2.18,16.07,-,-,-
57,彰化縣,2003/01,線西,4.7,-,-,-,75,-,25.74,4.21,21.51,2.548,0.16,2.39,15.21,-,-,-
58,彰化縣,2003/01,二林,9.6,0.5,-,28.9,86,-,19.61,2.51,17.06,-,-,-,14.98,-,-,-
59,南投縣,2003/01,南投,2.7,0.82,-,21.1,80,-,38.39,10.75,27.63,2.969,0.4,2.57,16.04,-,-,-
60,南投縣,2003/01,埔里,3.7,0.86,-,25.6,96,-,24.32,3.88,20.54,2.46,0.29,2.17,15.61,-,-,-
61,南投縣,2003/01,竹山,2.9,0.76,-,21.4,91,-,31.93,5.64,26.29,-,-,-,16.05,-,-,-
62,雲林縣,2003/01,斗六,4.1,0.76,-,21.0,103,-,34.06,8.18,25.89,-,-,-,15.42,-,-,-
63,雲林縣,2003/01,崙背,2.7,0.51,-,31.5,85,-,22.8,2.55,20.28,2.962,0.25,2.71,15.75,-,-,-
64,雲林縣,2003/01,臺西,4.7,0.49,-,35.7,80,-,15.93,2.65,13.28,-,-,-,16.08,-,-,-
65,嘉義縣,2003/01,朴子,3.0,0.52,-,32.8,81,-,21.12,2.77,18.55,-,-,-,15.92,-,-,-
66,嘉義縣,2003/01,新港,3.2,0.55,-,29.1,82,-,24.23,4.32,19.91,-,-,-,15.69,-,-,-
67,屏東縣,2003/01,屏東,4.9,0.87,-,31.2,105,-,30.19,3.9,26.36,2.656,0.31,2.35,18.93,-,-,-
68,屏東縣,2003/01,潮州,4.4,0.75,-,30.7,115,-,30.69,3.76,26.93,-,-,-,18.46,-,-,-
69,屏東縣,2003/01,恆春,0.5,0.29,396.88,39.4,27,-,1.47,0.03,1.44,-,-,-,19.63,-,-,-
70,臺東縣,2003/01,臺東,0.8,0.56,-,31.3,39,-,11.48,1.74,9.74,2.374,0.2,2.18,17.81,-,-,-
71,花蓮縣,2003/01,花蓮,1.3,0.74,-,20.4,43,-,23.2,5.98,17.22,2.49,0.37,2.12,17.8,-,-,-
72,金門縣,2003/01,金門,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,連江縣,2003/01,馬祖,3.5,0.42,-,49.2,51,-,6.49,1.36,5.12,-,-,-,10.47,-,-,-
,,,,,,,,,,,,,,,,,,,
