序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
35,高雄市,2000/03,林園,18.3,0.77,32.0,126.0,75,39,11.55,27.46,2.77,0.55,2.23,22.94,-,-,-
36,高雄市,2000/03,大寮,15.4,0.83,33.2,165.0,-,46,10.55,35.02,2.8,0.43,2.37,22.79,-,-,-
37,高雄市,2000/03,仁武,17.7,0.71,27.6,136.0,-,52,15.9,36.54,2.84,0.5,2.34,22.09,-,-,-
38,高雄市,2000/03,橋頭,6.1,0.64,26.4,113.0,-,39,8.79,30.12,2.57,0.52,2.04,21.1,-,-,-
39,高雄市,2000/03,美濃,2.4,0.61,31.6,113.0,-,20,1.63,18.44,-,-,-,22.69,-,-,-
40,基隆市,2000/03,基隆,8.2,0.92,26.2,93.0,-,50,17.98,32.45,2.72,0.41,2.31,17.88,-,-,-
41,新竹市,2000/03,新竹,5.1,0.74,26.3,74.0,-,35,8.59,26.84,2.75,0.34,2.41,17.66,-,-,-
42,嘉義市,2000/03,嘉義,4.2,0.94,20.9,120.0,-,45,10.86,33.87,2.39,0.36,2.02,19.81,-,-,-
43,宜蘭縣,2000/03,宜蘭,1.2,0.52,31.0,47.0,-,16,2.26,13.95,-,-,-,19.16,-,-,-
44,宜蘭縣,2000/03,冬山,1.1,0.52,24.8,54.0,-,22,5.83,16.41,2.39,0.2,2.19,19.8,-,-,-
45,桃園市,2000/03,桃園,7.7,0.83,23.2,75.0,-,47,16.35,31.07,2.65,0.5,2.14,17.36,-,-,-
46,桃園市,2000/03,中壢,5.7,1.32,-,78.0,-,72,32.34,39.93,2.7,0.47,2.23,17.13,-,-,-
47,桃園市,2000/03,大園,2.7,0.41,40.5,68.0,-,15,2.82,11.96,-,-,-,16.83,-,-,-
48,桃園市,2000/03,龍潭,8.1,0.7,21.5,79.0,-,40,11.15,28.48,-,-,-,16.7,-,-,-
49,桃園市,2000/03,平鎮,5.6,0.77,23.3,60.0,-,42,11.42,30.39,2.6,0.33,2.26,16.38,-,-,-
50,桃園市,2000/03,觀音,4.7,0.34,43.9,73.0,-,15,1.94,13.4,2.53,0.16,2.37,16.04,-,-,-
51,新竹縣,2000/03,竹東,2.7,0.7,23.4,75.0,-,34,8.61,25.0,-,-,-,17.69,-,-,-
52,新竹縣,2000/03,湖口,3.3,0.52,36.1,80.0,-,23,4.95,18.35,-,-,-,17.08,-,-,-
53,苗栗縣,2000/03,苗栗,4.6,0.66,20.9,76.0,-,41,9.35,31.82,-,-,-,16.85,-,-,-
54,苗栗縣,2000/03,頭份,15.9,-,-,88.0,-,34,10.11,23.53,2.67,0.19,2.49,16.9,-,-,-
55,苗栗縣,2000/03,三義,1.6,0.41,26.8,72.0,-,30,6.89,23.46,2.25,0.12,2.13,16.56,-,-,-
56,彰化縣,2000/03,彰化,5.8,0.92,19.3,109.0,-,53,15.94,36.77,2.69,0.39,2.3,18.38,-,-,-
57,彰化縣,2000/03,線西,5.4,-,-,90.0,-,26,4.42,21.89,2.35,0.13,2.22,17.17,-,-,-
58,彰化縣,2000/03,二林,3.5,0.44,33.2,112.0,-,22,2.79,19.56,-,-,-,18.38,-,-,-
59,南投縣,2000/03,南投,2.3,0.9,21.1,121.0,-,47,13.12,33.38,2.49,0.38,2.11,20.35,-,-,-
60,南投縣,2000/03,竹山,3.1,0.76,18.4,139.0,-,46,10.31,35.63,-,-,-,19.62,-,-,-
61,雲林縣,2000/03,斗六,5.5,0.81,20.4,114.0,-,40,10.61,28.95,-,-,-,18.93,-,-,-
62,雲林縣,2000/03,崙背,2.6,0.47,30.9,111.0,-,25,2.9,22.38,-,-,-,18.31,-,-,-
63,雲林縣,2000/03,臺西,2.1,0.42,40.4,94.0,-,14,1.73,12.61,-,-,-,17.42,-,-,-
64,嘉義縣,2000/03,朴子,2.3,0.44,31.7,105.0,-,20,2.41,18.02,-,-,-,18.99,-,-,-
65,嘉義縣,2000/03,新港,2.5,0.51,34.8,108.0,-,25,3.5,21.2,-,-,-,18.33,-,-,-
66,屏東縣,2000/03,屏東,4.9,0.79,33.0,120.0,-,29,3.56,25.79,2.35,0.26,2.09,22.74,-,-,-
67,屏東縣,2000/03,潮州,6.7,0.69,33.5,169.0,-,32,5.59,26.81,-,-,-,22.35,-,-,-
68,屏東縣,2000/03,恆春,0.3,0.31,44.9,39.0,-,2,0.03,1.5,-,-,-,22.55,-,-,-
69,臺東縣,2000/03,臺東,0.2,0.56,33.3,43.0,-,11,1.65,9.07,1.87,0.08,1.8,21.88,-,-,-
70,花蓮縣,2000/03,花蓮,0.6,0.69,24.2,40.0,-,22,5.26,16.38,2.27,0.22,2.05,20.48,-,-,-
71,連江縣,2000/03,馬祖,-,-,-,43.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
