序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
58,彰化縣,2000/11,二林,3.0,0.41,22.4,78.0,-,23,4.97,17.92,-,-,-,22.76,-,-,-
59,南投縣,2000/11,南投,2.5,0.81,22.0,95.0,-,42,12.49,29.15,2.45,0.33,2.11,23.01,-,-,-
60,南投縣,2000/11,埔里,-,0.99,23.9,116.0,-,21,6.01,15.36,2.42,0.26,2.16,21.33,-,-,-
61,南投縣,2000/11,竹山,3.0,0.73,19.4,120.0,-,39,11.24,28.19,-,-,-,22.46,-,-,-
62,雲林縣,2000/11,斗六,4.5,0.83,19.0,107.0,-,40,11.51,28.06,-,-,-,22.27,-,-,-
63,雲林縣,2000/11,崙背,3.5,0.47,25.6,68.0,-,24,4.77,19.63,2.27,0.2,2.07,22.24,-,-,-
64,雲林縣,2000/11,臺西,2.8,0.37,29.0,56.0,-,15,2.27,12.96,-,-,-,23.16,-,-,-
65,嘉義縣,2000/11,朴子,2.7,0.38,26.4,72.0,-,21,3.15,17.64,-,-,-,22.23,-,-,-
66,嘉義縣,2000/11,新港,2.5,0.46,24.2,81.0,-,24,4.28,19.32,-,-,-,21.76,-,-,-
67,屏東縣,2000/11,屏東,2.9,0.85,28.8,114.0,-,28,4.54,23.88,2.55,0.37,2.18,23.79,-,-,-
68,屏東縣,2000/11,潮州,4.0,0.66,40.2,145.0,-,27,3.1,23.8,-,-,-,24.03,-,-,-
69,屏東縣,2000/11,恆春,0.2,0.23,31.4,21.0,-,1,0.38,0.92,-,-,-,24.34,-,-,-
70,臺東縣,2000/11,臺東,0.3,0.48,24.0,28.0,-,11,2.85,7.98,2.02,0.05,1.97,24.41,-,-,-
71,花蓮縣,2000/11,花蓮,0.4,0.7,15.7,21.0,-,23,8.0,14.71,2.31,0.24,2.07,24.02,-,-,-
72,連江縣,2000/11,馬祖,-,-,-,36.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
