序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
27,臺南市,2003/05,臺南,3.3,0.65,-,39.9,53,-,15.21,1.99,13.34,2.331,0.28,2.05,27.53,-,-,-
28,高雄市,2003/05,左營,4.8,0.63,-,41.2,59,-,18.45,3.45,15.03,2.095,0.21,1.88,28.23,-,-,-
29,高雄市,2003/05,楠梓,5.9,0.59,-,34.7,-,-,21.04,4.77,16.27,2.379,0.32,2.06,28.07,-,-,-
30,高雄市,2003/05,前金,3.7,0.57,-,43.4,56,-,16.86,3.24,13.7,-,-,-,28.55,-,-,-
31,高雄市,2003/05,前鎮,9.9,-,-,-,75,-,27.55,6.32,21.21,2.347,0.31,2.03,29.51,-,-,-
32,高雄市,2003/05,復興,7.9,0.82,-,-,67,-,28.84,7.25,21.59,2.543,0.38,2.16,29.23,-,-,-
33,高雄市,2003/05,小港,7.9,0.56,-,32.4,64,-,24.77,5.2,19.74,2.503,0.36,2.15,27.78,-,-,-
34,高雄市,2003/05,鳳山,8.1,0.73,-,39.8,64,37,27.69,10.51,17.18,-,-,-,21.45,-,-,-
35,高雄市,2003/05,林園,4.7,0.46,-,40.2,-,28,11.38,2.21,9.29,2.768,0.28,2.49,27.97,-,-,-
36,高雄市,2003/05,大寮,6.9,0.64,-,44.2,56,-,17.95,2.52,15.48,-,-,-,28.9,-,-,-
37,高雄市,2003/05,仁武,8.2,0.59,-,32.0,60,-,25.5,5.6,19.9,2.355,0.28,2.07,27.94,-,-,-
38,高雄市,2003/05,橋頭,3.7,0.53,-,35.8,44,-,20.14,2.86,17.29,2.548,0.22,2.33,28.07,-,-,-
39,高雄市,2003/05,美濃,2.1,0.52,-,46.6,64,-,-,-,-,-,-,-,26.61,-,-,-
40,基隆市,2003/05,基隆,3.0,0.71,-,37.1,46,-,24.74,5.74,19.01,2.733,0.41,2.32,24.39,-,-,-
41,新竹市,2003/05,新竹,4.3,0.65,-,26.3,43,-,21.99,3.65,18.34,2.458,0.35,2.11,25.8,-,-,-
42,嘉義市,2003/05,嘉義,2.7,0.62,-,35.4,73,-,18.12,2.12,15.99,2.186,0.33,1.85,26.77,-,-,-
43,宜蘭縣,2003/05,宜蘭,0.7,0.57,396.29,36.1,41,-,11.46,1.23,10.29,-,-,-,24.55,-,-,-
44,宜蘭縣,2003/05,冬山,2.1,0.57,-,25.6,52,-,16.6,3.7,12.9,2.327,0.37,1.96,25.28,-,-,-
45,桃園市,2003/05,桃園,7.7,0.7,-,30.5,59,-,29.9,6.64,23.51,2.754,0.47,2.28,24.77,-,-,-
46,桃園市,2003/05,中壢,5.0,1.22,-,-,56,-,48.33,18.52,29.8,2.542,0.59,1.95,22.05,-,-,-
47,桃園市,2003/05,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,桃園市,2003/05,龍潭,2.5,0.66,-,32.5,48,-,23.23,3.9,19.39,-,-,-,24.05,-,-,-
49,桃園市,2003/05,平鎮,5.0,0.73,-,28.1,58,-,28.9,5.46,23.51,2.842,0.32,2.52,25.2,-,-,-
50,桃園市,2003/05,觀音,5.0,0.38,-,34.7,43,-,16.96,3.08,13.88,2.449,0.33,2.12,-,-,-,-
51,新竹縣,2003/05,竹東,1.7,0.46,-,32.3,51,-,18.57,3.15,15.42,-,-,-,24.55,-,-,-
52,新竹縣,2003/05,湖口,3.0,0.58,-,36.9,71,-,20.97,4.32,16.66,-,-,-,24.02,-,-,-
53,苗栗縣,2003/05,苗栗,3.2,0.56,-,34.1,69,-,21.61,3.14,18.46,-,-,-,24.75,-,-,-
54,苗栗縣,2003/05,頭份,5.9,-,-,-,52,-,22.05,5.79,16.44,2.396,0.28,2.12,24.84,-,-,-
55,苗栗縣,2003/05,三義,1.2,0.43,-,31.6,36,-,16.32,2.15,14.17,2.384,0.38,2.0,22.92,-,-,-
56,彰化縣,2003/05,彰化,5.6,0.69,-,30.7,62,-,26.81,4.69,22.12,2.512,0.39,2.12,26.58,-,-,-
57,彰化縣,2003/05,線西,3.3,-,-,-,67,-,17.85,2.51,15.34,2.749,0.3,2.45,25.46,-,-,-
58,彰化縣,2003/05,二林,4.9,0.4,-,33.6,77,-,14.6,2.5,12.22,-,-,-,25.59,-,-,-
59,南投縣,2003/05,南投,2.2,0.65,-,35.9,54,-,22.45,3.44,19.01,2.325,0.33,2.0,26.45,-,-,-
60,南投縣,2003/05,埔里,3.7,0.68,-,33.9,71,-,9.82,1.38,8.44,2.051,0.18,1.88,25.1,-,-,-
61,南投縣,2003/05,竹山,2.0,0.56,-,35.1,63,-,23.16,4.62,18.54,-,-,-,26.26,-,-,-
62,雲林縣,2003/05,斗六,3.3,0.64,-,33.8,67,-,19.36,3.05,16.31,-,-,-,26.29,-,-,-
63,雲林縣,2003/05,崙背,1.6,0.48,-,36.6,62,-,15.93,2.64,13.29,2.664,0.32,2.34,26.11,-,-,-
64,雲林縣,2003/05,臺西,4.0,0.41,-,40.7,67,-,10.8,2.07,8.84,-,-,-,26.02,-,-,-
65,嘉義縣,2003/05,朴子,2.2,0.45,-,39.1,78,-,12.57,2.16,10.75,-,-,-,25.98,-,-,-
66,嘉義縣,2003/05,新港,2.1,0.48,-,37.3,73,-,14.9,2.66,12.26,-,-,-,26.33,-,-,-
67,屏東縣,2003/05,屏東,3.4,0.62,-,38.4,71,-,18.73,2.14,16.61,2.227,0.15,2.08,28.14,-,-,-
68,屏東縣,2003/05,潮州,3.2,0.48,-,27.8,58,-,-,-,-,-,-,-,27.05,-,-,-
69,屏東縣,2003/05,恆春,0.2,0.26,366.23,39.9,26,-,1.1,0.13,0.97,-,-,-,23.9,-,-,-
70,臺東縣,2003/05,臺東,0.3,0.5,-,33.9,38,-,7.38,1.09,6.29,2.561,0.19,2.37,26.91,-,-,-
71,花蓮縣,2003/05,花蓮,0.6,0.67,-,20.8,-,-,14.29,2.55,11.74,2.43,0.36,2.07,26.17,-,-,-
72,金門縣,2003/05,金門,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,連江縣,2003/05,馬祖,1.1,0.33,-,61.8,32,-,3.55,0.58,2.96,-,-,-,21.08,-,-,-
,,,,,,,,,,,,,,,,,,,
