序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
21,臺中市,1997/01,豐原,20.1,1.06,15.1,68.0,42,13,29.52,-,-,-,15.36,-,-
22,臺中市,1997/01,沙鹿,7.3,0.62,20.6,72.0,35,9,25.52,-,-,-,16.0,-,-
23,臺中市,1997/01,大里,4.8,0.88,17.3,84.0,52,17,34.21,-,-,-,16.96,-,-
24,臺南市,1997/01,新營,6.1,0.63,19.5,94.0,37,9,27.51,-,-,-,16.98,-,-
25,臺南市,1997/01,善化,6.9,0.56,20.7,107.0,34,8,25.87,-,-,-,16.78,-,-
26,臺南市,1997/01,安南,7.5,0.53,24.7,98.0,37,9,27.29,-,-,-,16.69,-,-
27,臺南市,1997/01,臺南,8.5,0.97,16.3,116.0,47,14,33.29,2.9,0.56,2.34,17.55,-,-
28,高雄市,1997/01,左營,9.5,0.88,15.5,119.0,50,15,34.82,3.07,0.58,2.53,17.78,-,-
29,高雄市,1997/01,楠梓,6.6,0.6,16.7,122.0,54,18,36.2,2.62,0.27,2.34,17.61,-,-
30,高雄市,1997/01,前金,17.0,1.05,21.1,152.0,56,18,37.61,-,-,-,18.21,-,-
31,高雄市,1997/01,前鎮,15.3,-,-,117.0,75,30,45.8,2.93,0.66,2.27,17.87,-,-
32,高雄市,1997/01,復興,11.0,1.47,-,155.0,82,43,39.01,3.58,1.14,2.44,18.37,-,-
33,高雄市,1997/01,小港,23.7,1.14,16.1,127.0,97,45,51.59,3.15,0.72,2.43,18.52,-,-
34,高雄市,1997/01,鳳山,24.1,1.11,18.7,147.0,83,36,46.84,-,-,-,18.43,-,-
35,高雄市,1997/01,林園,22.2,0.84,27.4,150.0,52,18,33.75,3.68,1.42,2.25,18.9,-,-
36,高雄市,1997/01,大寮,16.7,0.79,25.2,148.0,49,13,35.54,-,-,-,19.09,-,-
37,高雄市,1997/01,仁武,21.2,0.74,5.9,120.0,65,25,39.5,2.98,0.65,2.33,17.94,-,-
38,高雄市,1997/01,橋頭,7.0,0.75,19.1,111.0,49,16,33.17,2.57,0.29,2.28,18.15,-,-
39,高雄市,1997/01,美濃,3.3,0.61,27.8,127.0,27,4,23.14,-,-,-,18.59,-,-
40,基隆市,1997/01,基隆,5.3,0.94,18.7,62.0,44,17,27.63,2.73,0.49,2.24,15.29,-,-
41,新竹市,1997/01,新竹,5.0,0.83,20.4,58.0,38,13,25.53,3.0,0.39,2.6,14.39,-,-
42,嘉義市,1997/01,嘉義,8.3,1.04,17.0,114.0,56,18,37.99,2.94,0.65,2.29,16.7,-,-
43,宜蘭縣,1997/01,宜蘭,1.9,0.63,22.8,39.0,19,3,15.9,-,-,-,15.81,-,-
44,宜蘭縣,1997/01,冬山,1.3,0.62,17.9,48.0,23,7,15.76,2.32,0.18,2.14,15.14,-,-
45,桃園市,1997/01,桃園,9.6,0.82,18.9,57.0,40,11,28.41,2.58,0.41,2.16,14.72,-,-
46,桃園市,1997/01,中壢,7.8,1.27,-,68.0,70,30,39.93,-,-,-,14.17,-,-
47,桃園市,1997/01,大園,3.2,0.46,35.1,50.0,18,6,13.2,-,-,-,15.32,-,-
48,桃園市,1997/01,龍潭,4.3,0.72,20.7,58.0,32,8,24.16,-,-,-,13.67,-,-
49,桃園市,1997/01,平鎮,5.7,0.82,21.8,47.0,35,9,26.02,2.56,0.62,1.93,14.64,-,-
50,桃園市,1997/01,觀音,8.1,0.38,32.4,56.0,16,3,12.66,3.33,0.47,2.86,14.88,-,-
51,新竹縣,1997/01,竹東,2.3,0.63,18.8,63.0,32,8,23.39,-,-,-,14.84,-,-
52,新竹縣,1997/01,湖口,3.2,0.53,27.2,50.0,26,8,18.28,-,-,-,15.18,-,-
53,苗栗縣,1997/01,苗栗,5.8,0.8,10.7,64.0,41,15,26.21,-,-,-,15.04,-,-
54,苗栗縣,1997/01,頭份,59.2,-,-,-,49,18,30.0,2.86,0.34,2.52,15.86,-,-
55,苗栗縣,1997/01,三義,2.7,0.35,21.9,49.0,27,4,22.46,2.5,0.3,2.2,12.49,-,-
56,彰化縣,1997/01,彰化,6.0,0.89,17.2,-,52,20,31.92,2.46,0.66,1.79,16.4,-,-
57,彰化縣,1997/01,線西,6.5,-,-,66.0,29,7,22.39,2.17,0.14,2.03,16.07,-,-
58,彰化縣,1997/01,二林,7.2,0.5,26.3,88.0,23,4,20.01,-,-,-,15.72,-,-
59,南投縣,1997/01,南投,2.9,0.83,17.2,81.0,43,13,30.69,-,-,-,16.96,-,-
60,南投縣,1997/01,竹山,2.3,-,12.5,129.0,33,7,25.95,-,-,-,14.73,-,-
61,雲林縣,1997/01,斗六,5.8,0.82,15.3,93.0,41,13,27.91,-,-,-,16.07,-,-
62,雲林縣,1997/01,崙背,6.5,0.52,23.6,96.0,28,6,22.24,-,-,-,15.54,-,-
63,雲林縣,1997/01,臺西,3.7,0.39,34.0,81.0,16,2,13.98,-,-,-,15.66,-,-
64,嘉義縣,1997/01,朴子,6.3,0.55,17.9,88.0,29,4,24.11,-,-,-,16.52,-,-
65,嘉義縣,1997/01,新港,5.7,0.58,22.6,102.0,31,6,23.95,-,-,-,16.09,-,-
66,屏東縣,1997/01,屏東,5.6,0.96,23.4,133.0,36,6,29.62,2.88,0.41,2.47,19.16,-,-
67,屏東縣,1997/01,潮州,4.7,0.78,28.7,130.0,33,6,26.21,-,-,-,18.25,-,-
68,屏東縣,1997/01,恆春,0.2,0.27,46.2,28.0,1,0,0.98,-,-,-,19.73,-,-
69,臺東縣,1997/01,臺東,0.5,0.6,26.7,32.0,12,2,9.37,2.23,0.15,2.08,19.02,-,-
70,花蓮縣,1997/01,花蓮,0.5,0.77,17.7,46.0,25,8,17.06,2.35,0.37,1.98,17.8,-,-
,,,,,,,,,,,,,,,,
