序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
28,高雄市,2001/12,左營,7.1,0.92,-,29.2,105,-,38.38,7.54,30.84,2.635,0.4,2.24,19.81,-,-,-
29,高雄市,2001/12,楠梓,4.7,0.74,-,21.4,99,-,41.67,10.99,30.68,2.433,0.25,2.18,19.9,-,-,-
30,高雄市,2001/12,前金,7.2,0.91,-,37.3,99,-,39.27,6.75,32.52,-,-,-,20.65,-,-,-
31,高雄市,2001/12,前鎮,11.1,-,-,-,108,-,55.47,16.77,38.7,2.627,0.51,2.11,21.72,-,-,-
32,高雄市,2001/12,復興,11.5,1.58,-,-,135,-,74.17,29.19,44.97,3.143,0.84,2.31,21.06,-,-,-
33,高雄市,2001/12,小港,16.4,1.07,-,24.1,96,-,68.49,23.27,45.19,2.742,0.57,2.17,20.77,-,-,-
34,高雄市,2001/12,鳳山,13.9,0.86,-,26.0,109,75,57.2,21.97,35.23,-,-,-,21.33,-,-,-
35,高雄市,2001/12,林園,16.0,0.69,-,33.9,111,76,38.44,8.44,30.01,2.832,0.46,2.37,21.0,-,-,-
36,高雄市,2001/12,大寮,12.3,0.86,-,26.2,115,-,41.63,7.02,34.61,2.669,0.39,2.28,20.01,-,-,-
37,高雄市,2001/12,仁武,13.4,0.8,-,25.9,85,-,51.63,14.57,37.07,2.741,0.42,2.32,20.03,-,-,-
38,高雄市,2001/12,橋頭,6.6,0.96,-,23.2,66,-,38.05,9.16,28.9,2.313,0.18,2.13,19.62,-,-,-
39,高雄市,2001/12,美濃,2.1,0.59,-,31.5,103,-,22.26,3.51,18.75,-,-,-,19.78,-,-,-
40,基隆市,2001/12,基隆,4.8,0.6,-,25.0,47,-,26.32,6.91,19.41,2.269,0.2,2.07,17.86,-,-,-
41,新竹市,2001/12,新竹,4.2,0.69,-,19.8,55,-,30.92,7.67,23.25,2.485,0.17,2.31,17.61,-,-,-
42,嘉義市,2001/12,嘉義,5.4,0.84,-,18.1,101,-,42.42,10.88,31.54,2.285,0.3,1.99,18.98,-,-,-
43,宜蘭縣,2001/12,宜蘭,1.3,0.53,-,27.2,33,-,15.66,2.21,13.45,-,-,-,17.9,-,-,-
44,宜蘭縣,2001/12,冬山,2.4,0.52,-,14.6,39,-,23.59,7.7,15.89,2.219,0.19,2.03,17.67,-,-,-
45,桃園市,2001/12,桃園,5.3,0.67,-,21.7,45,-,28.96,6.55,22.42,2.359,0.25,2.1,17.07,-,-,-
46,桃園市,2001/12,中壢,4.5,1.02,-,-,66,-,52.7,21.17,31.54,2.852,0.66,2.2,17.96,-,-,-
47,桃園市,2001/12,大園,2.3,0.41,-,30.4,41,-,15.67,3.52,12.15,-,-,-,17.89,-,-,-
48,桃園市,2001/12,龍潭,2.5,0.58,-,22.1,-,-,28.38,6.51,21.81,-,-,-,16.72,-,-,-
49,桃園市,2001/12,平鎮,4.1,0.74,-,25.2,58,-,28.7,6.16,22.55,2.404,0.26,2.14,17.84,-,-,-
50,桃園市,2001/12,觀音,4.6,0.38,-,30.9,47,-,14.68,3.6,11.1,2.157,0.16,2.0,17.43,-,-,-
51,新竹縣,2001/12,竹東,1.8,0.55,-,21.9,49,-,20.53,2.95,17.58,-,-,-,17.53,-,-,-
52,新竹縣,2001/12,湖口,2.4,0.52,-,24.5,58,-,20.01,5.23,14.78,-,-,-,19.14,-,-,-
53,苗栗縣,2001/12,苗栗,3.3,0.64,-,21.9,61,-,33.63,10.38,23.25,-,-,-,18.64,-,-,-
54,苗栗縣,2001/12,頭份,3.4,-,-,-,76,-,29.71,7.69,22.1,2.119,0.16,1.96,18.36,-,-,-
55,苗栗縣,2001/12,三義,1.7,0.49,-,25.6,60,-,21.46,3.04,18.42,2.093,0.17,1.92,15.22,-,-,-
56,彰化縣,2001/12,彰化,4.8,0.87,-,17.8,91,-,42.83,13.35,29.48,2.468,0.35,2.12,18.42,-,-,-
57,彰化縣,2001/12,線西,4.7,-,-,-,73,-,29.49,6.9,22.59,2.35,0.15,2.21,18.01,-,-,-
58,彰化縣,2001/12,二林,3.5,0.45,-,22.4,82,-,21.83,4.05,17.94,-,-,-,17.7,-,-,-
59,南投縣,2001/12,南投,1.7,0.85,-,18.7,87,-,38.34,10.53,27.81,2.392,0.34,2.05,18.62,-,-,-
60,南投縣,2001/12,埔里,2.0,1.07,-,24.6,125,-,23.91,4.73,18.21,2.309,0.3,2.01,17.77,-,-,-
61,南投縣,2001/12,竹山,3.7,0.71,-,15.7,100,-,39.71,9.35,30.37,-,-,-,18.46,-,-,-
62,雲林縣,2001/12,斗六,4.0,0.65,-,18.3,101,-,32.89,7.61,25.28,-,-,-,18.75,-,-,-
63,雲林縣,2001/12,崙背,2.7,0.47,-,24.5,83,-,22.56,3.63,18.93,2.355,0.13,2.22,17.86,-,-,-
64,雲林縣,2001/12,臺西,2.7,0.41,-,31.0,70,-,14.49,2.03,12.54,-,-,-,19.46,-,-,-
65,嘉義縣,2001/12,朴子,2.6,0.46,-,25.7,88,-,21.41,3.38,18.03,-,-,-,19.05,-,-,-
66,嘉義縣,2001/12,新港,2.7,0.51,-,23.0,96,-,23.94,4.55,19.39,-,-,-,18.37,-,-,-
67,屏東縣,2001/12,屏東,3.6,0.82,-,32.3,112,-,28.5,3.12,25.36,2.419,0.26,2.16,20.37,-,-,-
68,屏東縣,2001/12,潮州,3.9,0.62,-,31.3,120,-,30.37,4.02,26.35,-,-,-,20.0,-,-,-
69,屏東縣,2001/12,恆春,0.2,0.25,-,34.4,23,-,0.88,0.02,0.86,-,-,-,21.19,-,-,-
70,臺東縣,2001/12,臺東,0.6,0.51,-,25.7,33,-,11.74,2.85,8.89,2.177,0.13,2.04,20.73,-,-,-
71,花蓮縣,2001/12,花蓮,1.1,0.68,-,16.0,31,-,24.48,7.49,16.99,2.193,0.24,1.95,20.08,-,-,-
72,連江縣,2001/12,馬祖,1.9,0.33,-,40.5,65,-,7.6,2.11,5.48,-,-,-,13.43,-,-,-
,,,,,,,,,,,,,,,,,,,
