序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
40,嘉義市,1996/06,嘉義,3.0,0.54,19.5,34.0,18,4,13.86,2.26,0.3,1.97,28.95,-,-
41,宜蘭縣,1996/06,宜蘭,2.0,0.52,22.6,45.0,14,2,11.71,-,-,-,28.13,-,-
42,宜蘭縣,1996/06,冬山,3.5,-,-,55.0,19,7,11.5,2.19,0.14,2.05,28.24,-,-
43,桃園市,1996/06,桃園,17.6,0.8,18.6,52.0,36,11,25.14,2.6,0.43,2.17,28.39,-,-
44,桃園市,1996/06,中壢,10.2,1.41,-,47.0,60,32,28.01,-,-,-,27.19,-,-
45,桃園市,1996/06,大園,6.6,0.46,19.1,35.0,20,7,13.42,-,-,-,28.4,-,-
46,桃園市,1996/06,龍潭,5.1,0.5,18.6,41.0,24,6,17.59,-,-,-,27.14,-,-
47,桃園市,1996/06,平鎮,6.1,0.61,15.5,39.0,28,10,18.75,2.49,0.54,1.95,28.11,-,-
48,桃園市,1996/06,觀音,6.5,0.25,19.0,44.0,14,4,10.29,2.06,0.1,1.97,28.1,-,-
49,新竹縣,1996/06,竹東,2.0,0.46,18.4,44.0,19,5,14.64,-,-,-,28.0,-,-
50,新竹縣,1996/06,湖口,4.9,0.41,15.7,32.0,23,9,13.94,-,-,-,29.08,-,-
51,苗栗縣,1996/06,苗栗,3.9,0.4,11.0,27.0,20,6,14.52,-,-,-,28.73,-,-
52,苗栗縣,1996/06,頭份,8.4,-,-,45.0,36,18,17.89,-,0.35,1.99,28.91,-,-
53,苗栗縣,1996/06,三義,0.8,0.29,19.1,38.0,17,6,11.5,2.1,0.17,1.93,25.47,-,-
54,彰化縣,1996/06,彰化,4.5,0.62,15.4,39.0,22,5,16.32,2.52,0.29,2.24,29.09,-,-
55,彰化縣,1996/06,線西,3.6,-,-,29.0,14,4,9.83,2.25,0.1,2.14,28.65,-,-
56,彰化縣,1996/06,二林,1.4,0.38,18.0,48.0,11,3,8.09,-,-,-,27.94,-,-
57,南投縣,1996/06,南投,1.5,0.39,18.3,28.0,16,4,12.05,-,-,-,28.27,-,-
58,南投縣,1996/06,竹山,2.7,-,16.1,29.0,13,2,10.51,-,-,-,26.83,-,-
59,雲林縣,1996/06,斗六,3.5,0.56,16.1,43.0,14,3,11.2,-,-,-,28.68,-,-
60,雲林縣,1996/06,崙背,1.7,0.36,12.2,32.0,14,5,9.48,-,-,-,28.19,-,-
61,雲林縣,1996/06,臺西,0.4,0.23,13.8,28.0,7,2,5.61,-,-,-,28.29,-,-
62,嘉義縣,1996/06,朴子,2.5,0.38,12.8,35.0,13,4,9.67,-,-,-,28.85,-,-
63,嘉義縣,1996/06,新港,1.6,0.38,16.3,33.0,16,6,9.93,-,-,-,28.17,-,-
64,屏東縣,1996/06,屏東,13.0,0.63,9.1,39.0,-,-,-,2.49,0.23,2.25,29.46,-,-
65,屏東縣,1996/06,潮州,2.6,0.34,16.4,32.0,15,5,10.86,-,-,-,28.94,-,-
66,屏東縣,1996/06,恆春,0.4,0.13,18.1,18.0,1,0,0.57,-,-,-,28.32,-,-
67,臺東縣,1996/06,臺東,1.1,0.53,13.8,30.0,10,3,7.05,2.11,0.17,1.94,28.79,-,-
68,花蓮縣,1996/06,花蓮,1.3,0.56,13.1,37.0,16,6,10.03,2.14,0.17,1.97,28.66,-,-
,,,,,,,,,,,,,,,,
