序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
27,臺南市,2012/07,臺南,3.3,0.3,-,22.7,35,19,11.2,1.52,9.68,1.81,0.156,1.654,29.51,80.76
28,高雄市,2012/07,左營,4.2,0.29,-,21.2,39,20,14.27,3.54,10.73,1.951,0.152,1.799,29.37,75.51
29,高雄市,2012/07,楠梓,3.7,0.26,-,19.6,36,23,14.92,3.88,11.04,1.826,0.141,1.685,29.49,76.86
30,高雄市,2012/07,前金,4.4,0.31,-,14.9,39,20,13.78,3.37,10.41,1.873,0.142,1.731,29.68,74.89
31,高雄市,2012/07,前鎮,6.9,0.3,-,16.8,31,20,19.12,4.73,14.39,1.883,0.184,1.699,29.33,73.97
32,高雄市,2012/07,復興,5.5,0.49,-,16.3,40,14,21.32,6.69,14.63,2.066,0.254,1.812,29.41,75.4
33,高雄市,2012/07,小港,8.5,0.31,-,17.4,39,26,20.21,5.99,14.22,1.896,0.176,1.72,29.95,78.9
34,高雄市,2012/07,鳳山,3.8,0.41,-,20.9,43,-,16.38,3.11,13.27,2.091,0.242,1.85,29.67,75.67
35,高雄市,2012/07,大寮,2.9,0.26,-,19.2,44,22,12.74,2.82,9.92,2.04,0.142,1.898,29.15,77.4
36,高雄市,2012/07,仁武,4.9,0.27,-,18.4,52,19,17.16,4.18,12.98,1.919,0.158,1.761,29.24,77.43
37,高雄市,2012/07,橋頭,3.2,0.23,-,21.2,38,19,12.68,3.28,9.4,-,-,-,29.9,79.75
38,高雄市,2012/07,美濃,1.5,0.18,-,23.3,32,16,6.52,2.0,4.52,-,-,-,29.06,76.38
39,基隆市,2012/07,基隆,1.9,0.24,-,23.1,21,13,13.73,3.16,10.57,1.909,0.13,1.779,29.71,77.14
40,新竹市,2012/07,新竹,2.8,0.32,-,19.4,26,17,14.5,3.18,11.31,1.986,0.139,1.848,30.24,71.22
41,嘉義市,2012/07,嘉義,2.5,0.26,-,23.6,42,22,8.86,1.83,7.02,1.866,0.1,1.767,29.28,73.5
42,宜蘭縣,2012/07,宜蘭,1.8,0.2,405.48,20.9,29,15,7.27,1.97,5.3,-,-,-,29.55,76.08
43,宜蘭縣,2012/07,冬山,2.5,0.2,-,18.7,27,12,13.61,5.16,8.45,-,-,-,29.51,76.88
44,桃園市,2012/07,桃園,5.6,0.35,-,20.4,29,17,17.6,3.64,13.97,1.995,0.181,1.814,30.34,71.36
45,桃園市,2012/07,中壢,3.9,0.96,-,16.7,52,-,42.02,21.82,20.2,2.393,0.458,1.936,29.56,71.23
46,桃園市,2012/07,大園,4.0,0.2,-,18.8,31,14,14.52,3.54,10.98,-,-,-,30.27,68.41
47,桃園市,2012/07,龍潭,2.5,0.3,-,26.1,53,18,14.4,3.08,11.32,-,-,-,28.74,71.2
48,桃園市,2012/07,平鎮,3.8,0.26,-,21.7,42,18,16.51,3.24,13.27,-,-,-,29.8,72.65
49,桃園市,2012/07,觀音,4.3,0.16,-,22.1,41,16,9.56,2.37,7.19,-,-,-,30.2,76.34
50,新竹縣,2012/07,竹東,2.2,0.24,-,24.1,34,19,10.6,2.31,8.29,-,-,-,28.91,75.89
51,新竹縣,2012/07,湖口,3.0,0.19,-,22.8,27,17,12.35,2.88,9.46,-,-,-,29.63,72.55
52,苗栗縣,2012/07,苗栗,2.4,0.26,-,19.8,27,17,11.88,2.6,9.29,-,-,-,30.01,71.52
53,苗栗縣,2012/07,頭份,3.0,0.23,-,23.7,30,13,12.57,2.78,9.79,1.898,0.078,1.82,29.69,72.28
54,苗栗縣,2012/07,三義,2.4,0.17,-,27.2,32,20,8.8,1.69,7.11,-,-,-,27.33,75.5
55,彰化縣,2012/07,彰化,3.9,0.24,-,22.3,36,21,10.77,1.65,9.11,1.758,0.134,1.624,30.49,71.0
56,彰化縣,2012/07,線西,2.9,0.19,-,24.0,28,15,9.2,1.73,7.46,1.966,0.13,1.836,29.25,78.9
57,彰化縣,2012/07,二林,2.6,0.12,-,21.1,42,23,8.33,1.83,6.49,-,-,-,30.43,76.38
58,南投縣,2012/07,南投,2.4,0.26,-,23.1,36,19,10.96,2.2,8.76,1.831,0.083,1.748,28.99,71.57
59,南投縣,2012/07,埔里,1.8,0.2,-,27.5,26,22,9.22,1.6,7.61,-,-,-,27.32,75.82
60,南投縣,2012/07,竹山,2.3,0.18,-,26.2,29,25,7.47,1.3,6.16,-,-,-,28.18,74.58
61,雲林縣,2012/07,斗六,3.2,0.26,-,25.4,43,26,10.23,2.1,8.13,-,-,-,29.25,72.18
62,雲林縣,2012/07,崙背,2.3,0.15,-,23.8,39,29,8.23,1.73,6.49,-,-,-,29.48,79.81
63,雲林縣,2012/07,麥寮,2.5,0.17,-,21.3,27,11,8.9,3.06,5.84,1.898,0.08,1.817,29.26,80.11
64,雲林縣,2012/07,臺西,2.4,0.11,-,22.8,23,15,6.7,1.9,4.81,1.867,0.051,1.816,29.24,80.72
65,嘉義縣,2012/07,朴子,2.5,0.2,-,20.4,45,21,9.76,2.53,7.24,-,-,-,29.63,74.56
66,嘉義縣,2012/07,新港,2.4,0.21,-,22.1,40,23,9.54,2.42,7.11,-,-,-,28.99,73.4
67,屏東縣,2012/07,屏東,2.8,0.34,-,23.4,47,22,12.75,2.73,10.02,1.914,0.138,1.776,29.3,77.89
68,屏東縣,2012/07,潮州,2.0,0.18,-,16.9,41,22,7.94,2.29,5.65,-,-,-,28.89,78.17
69,屏東縣,2012/07,恆春,1.0,0.06,395.33,22.2,17,8,2.96,1.33,1.6,-,-,-,27.54,84.21
70,臺東縣,2012/07,臺東,0.9,0.27,-,17.5,23,10,8.14,2.95,5.18,-,-,-,29.05,77.77
71,臺東縣,2012/07,關山,1.0,-,-,16.8,19,8,5.9,1.62,4.27,-,-,-,27.89,77.0
72,花蓮縣,2012/07,花蓮,1.2,0.26,-,15.8,19,10,9.01,3.1,5.91,-,-,-,29.41,78.29
73,澎湖縣,2012/07,馬公,2.2,0.14,-,21.9,32,13,6.5,2.1,4.39,-,-,-,29.56,80.09
74,金門縣,2012/07,金門,3.7,0.18,-,21.7,36,16,11.75,4.06,7.68,-,-,-,29.73,83.7
75,連江縣,2012/07,馬祖,3.0,0.11,-,29.9,30,14,6.2,1.75,4.44,-,-,-,27.88,86.77
,,,,,,,,,,,,,,,,,
