序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
46,桃園市,2003/06,中壢,4.5,1.23,-,-,42,-,46.6,21.36,25.24,2.493,0.62,1.87,24.38,-,-,-
47,桃園市,2003/06,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,桃園市,2003/06,龍潭,1.7,0.55,-,29.3,40,-,20.26,3.84,16.42,-,-,-,26.01,-,-,-
49,桃園市,2003/06,平鎮,4.3,0.62,-,19.2,44,-,24.11,4.71,19.4,2.534,0.26,2.28,27.21,-,-,-
50,桃園市,2003/06,觀音,3.4,0.3,-,27.7,-,-,12.58,2.58,10.07,2.222,0.22,2.01,-,-,-,-
51,新竹縣,2003/06,竹東,1.3,0.5,-,24.4,37,-,15.73,2.55,13.2,-,-,-,26.19,-,-,-
52,新竹縣,2003/06,湖口,2.8,0.49,-,27.6,58,-,18.07,3.96,14.14,-,-,-,26.15,-,-,-
53,苗栗縣,2003/06,苗栗,2.6,0.43,-,26.1,-,-,18.82,3.18,15.64,-,-,-,26.93,-,-,-
54,苗栗縣,2003/06,頭份,9.2,-,-,-,44,-,26.11,10.17,15.98,2.438,0.34,2.1,26.64,-,-,-
55,苗栗縣,2003/06,三義,1.3,0.35,-,23.2,31,-,12.01,1.35,10.67,2.395,0.22,2.17,24.62,-,-,-
56,彰化縣,2003/06,彰化,4.8,0.57,-,26.0,45,-,25.65,8.91,16.74,2.698,0.35,2.35,27.7,-,-,-
57,彰化縣,2003/06,線西,2.3,-,-,-,49,-,13.49,2.22,11.29,2.596,0.27,2.33,26.92,-,-,-
58,彰化縣,2003/06,二林,3.4,0.32,-,26.7,53,-,10.95,2.2,8.96,-,-,-,27.41,-,-,-
59,南投縣,2003/06,南投,1.5,0.51,-,29.7,44,-,15.11,1.94,13.17,2.03,0.25,1.78,27.29,-,-,-
60,南投縣,2003/06,埔里,3.4,0.59,-,34.6,56,-,7.65,0.77,6.87,1.9,0.14,1.76,25.03,-,-,-
61,南投縣,2003/06,竹山,1.1,0.46,-,26.4,45,-,11.83,1.13,10.7,-,-,-,26.8,-,-,-
62,雲林縣,2003/06,斗六,2.1,0.58,-,27.6,52,-,13.8,1.98,11.85,-,-,-,27.23,-,-,-
63,雲林縣,2003/06,崙背,0.8,0.38,-,29.4,46,-,9.68,1.42,8.46,2.496,0.3,2.2,27.17,-,-,-
64,雲林縣,2003/06,臺西,2.9,0.31,-,30.1,45,-,7.9,1.61,6.29,-,-,-,26.95,-,-,-
65,嘉義縣,2003/06,朴子,1.7,0.38,-,31.0,49,-,10.84,1.96,8.91,-,-,-,26.66,-,-,-
66,嘉義縣,2003/06,新港,1.5,0.42,-,29.0,49,-,11.26,2.28,8.98,-,-,-,27.32,-,-,-
67,屏東縣,2003/06,屏東,2.0,0.61,-,25.5,49,-,16.81,3.3,13.51,2.086,0.16,1.92,27.88,-,-,-
68,屏東縣,2003/06,潮州,0.9,0.38,-,21.3,46,-,-,-,-,-,-,-,26.78,-,-,-
69,屏東縣,2003/06,恆春,0.1,0.22,369.16,29.5,23,-,1.91,1.06,0.85,-,-,-,24.15,-,-,-
70,臺東縣,2003/06,臺東,0.2,0.48,-,21.5,27,-,8.08,1.67,6.41,2.424,0.18,2.25,28.23,-,-,-
71,花蓮縣,2003/06,花蓮,0.4,0.57,-,18.2,31,-,14.29,3.73,10.56,2.239,0.37,1.87,27.81,-,-,-
72,金門縣,2003/06,金門,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73,連江縣,2003/06,馬祖,0.4,0.22,-,50.0,-,-,2.63,0.32,2.3,-,-,-,13.5,-,-,-
,,,,,,,,,,,,,,,,,,,
