序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
11,新北市,2017/10,永和,2.2,0.57,-,28.6,29,15,24.76,8.12,16.64,2.043,0.17,1.873,2.27,1.97,25.99,-,-,74.92,-
12,新北市,2017/10,新莊,2.5,0.37,-,32.1,33,12,16.81,3.15,13.65,-,-,-,3.6,3.31,26.16,-,-,68.15,-
13,新北市,2017/10,新店,1.9,0.33,-,31.3,30,14,14.55,2.71,11.84,-,-,-,1.87,1.4,25.64,-,-,76.5,-
14,新北市,2017/10,淡水,1.8,0.25,-,32.7,32,11,8.33,1.8,6.53,-,-,-,1.89,-,24.95,-,-,80.12,-
15,新北市,2017/10,汐止,2.7,0.32,-,31.7,29,14,17.69,4.72,12.98,-,-,-,2.12,1.8,25.22,-,-,82.7,-
16,新北市,2017/10,土城,2.1,0.37,-,30.3,34,15,16.41,3.66,12.74,2.041,0.132,1.909,1.56,0.87,26.23,-,-,77.04,-
17,新北市,2017/10,林口,2.1,0.22,-,38.3,40,20,12.51,3,9.51,-,-,-,3.33,3.01,23.37,-,-,83.4,-
18,新北市,2017/10,富貴角,0.5,0.14,-,46.1,-,-,1.77,0.27,1.61,1.941,0.047,1.895,9.19,9.02,25.09,-,-,80.69,-
19,新北市,2017/10,萬里,2.3,0.17,-,44.3,61,18,3.87,1.25,2.62,-,-,-,6.81,6.38,26.1,1.49,5.14,78.6,385.63
20,臺中市,2017/10,西屯,2.6,0.31,-,42.7,49,20,14.46,2.16,12.3,1.862,0.106,1.756,3.33,2.99,26.03,2.21,6.15,68.02,4.95
21,臺中市,2017/10,忠明,2.5,0.37,-,36.2,36,21,17.46,2.38,15.08,1.887,0.119,1.767,2.17,1.67,27.47,-,-,69.67,-
22,臺中市,2017/10,豐原,2.1,0.28,-,38.4,40,17,9.54,1.45,8.09,1.837,0.086,1.751,2.14,1.84,25.13,-,-,71.62,-
23,臺中市,2017/10,沙鹿,2.4,0.29,-,39.5,41,17,13.21,1.64,11.56,-,-,-,4.59,4.17,25.22,-,-,76.5,-
24,臺中市,2017/10,大里,2.5,0.46,417.32,33.3,51,23,17.49,2.89,14.61,2.038,0.156,1.882,2.1,1.72,26.69,-,-,70.42,-
25,臺南市,2017/10,新營,2.7,0.32,-,34.8,66,24,12.62,1.41,11.18,2.141,0.091,2.05,2.21,1.93,26.71,2.06,6.15,74.93,17.37
26,臺南市,2017/10,善化,2.8,0.29,430.38,34.3,63,24,11.58,1.76,9.81,-,-,-,2.58,2.36,26.97,-,-,81.33,-
27,臺南市,2017/10,安南,2.7,0.34,-,39.4,67,25,14.68,2.06,12.61,2.122,0.13,1.991,2.46,2.12,27.42,-,-,72.16,-
28,臺南市,2017/10,臺南,3.1,0.4,-,38.1,58,24,15.48,2.4,13.08,2.031,0.148,1.883,2.1,1.78,26.99,-,-,75.83,-
29,高雄市,2017/10,左營,3.6,0.41,-,40.6,72,27,19.51,1.76,17.75,2.164,0.157,2.008,2.18,1.9,26.96,-,-,77.42,-
30,高雄市,2017/10,楠梓,3,0.39,-,36.5,78,25,17.23,2.23,15.02,2.078,0.151,1.926,1.83,1.53,26.93,-,-,77.07,-
31,高雄市,2017/10,前金,3.5,0.43,-,40.5,66,28,16.1,1.62,14.48,2.11,0.143,1.966,2.24,1.95,27.53,-,-,74.28,-
32,高雄市,2017/10,前鎮,4.2,0.47,-,37.8,70,32,19.98,2.37,17.61,2.147,0.159,1.988,1.55,1.16,27.85,-,-,72.56,-
33,高雄市,2017/10,復興,4.6,0.62,-,35,68,26,24.08,3.82,20.25,2.178,0.231,1.946,0.99,0.72,27.86,-,-,72.09,-
34,高雄市,2017/10,小港,6.7,0.42,-,35.8,71,29,23.61,2.92,20.71,2.128,0.2,1.929,1.85,1.53,28.63,2.3,4.94,71.31,77.36
35,高雄市,2017/10,鳳山,4.4,0.52,-,36.1,78,26,19.78,1.81,17.96,2.236,0.208,2.028,1.67,1.32,27.49,5.23,5.38,72.86,36.03
36,高雄市,2017/10,林園,5.6,0.35,-,43,40,27,12.65,0.91,11.73,2.196,0.093,2.104,2.2,1.96,27.85,-,-,75.13,-
37,高雄市,2017/10,大寮,5.2,0.38,-,33.6,67,29,18.9,3.17,15.73,2.369,0.188,2.181,1.64,1.34,27.68,-,-,75.02,-
38,高雄市,2017/10,仁武,4.1,0.39,-,39.1,73,28,18.52,2.88,15.63,2.192,0.204,1.988,1.71,1.49,27.26,-,-,75.83,-
39,高雄市,2017/10,橋頭,3,0.38,-,35.7,66,31,16.15,2.16,13.99,-,-,-,2.22,1.96,27.14,5.94,5.78,77.14,21.25
40,高雄市,2017/10,美濃,1.9,0.3,-,37.1,57,25,8.3,1.46,6.83,-,-,-,0.88,0.66,27.38,-,-,77.51,-
41,基隆市,2017/10,基隆,1.8,0.2,-,38.4,28,14,6.23,1.19,5.04,1.812,0.037,1.775,2.18,1.72,25.46,-,-,75.61,-
42,新竹市,2017/10,新竹,2.2,0.29,-,37.5,35,16,12.61,1.96,10.64,1.936,0.106,1.83,3.51,2.82,25.98,-,-,70.65,-
43,嘉義市,2017/10,嘉義,3.4,0.39,-,34.2,60,26,16.15,1.7,14.44,1.985,0.15,1.835,2.1,1.79,26.19,-,-,71.77,-
44,宜蘭縣,2017/10,宜蘭,1.6,0.25,414.7,35.6,36,11,5.75,0.88,4.85,-,-,-,1.91,1.51,25.12,-,-,76.19,-
45,宜蘭縣,2017/10,冬山,1.5,0.23,-,30.8,36,14,12.94,4.57,8.37,-,-,-,2.45,2.12,24.99,-,-,77.58,-
46,桃園市,2017/10,桃園,3.9,0.36,-,31.4,34,15,16.57,3.01,13.56,2.052,0.106,1.946,1.81,1.19,24.91,-,-,78.75,-
47,桃園市,2017/10,中壢,2.9,0.76,-,23.3,47,15,38.16,15.06,23.1,2.178,0.265,1.913,1.51,0.71,25.29,-,-,76.27,-
48,桃園市,2017/10,大園,3,0.24,-,37.7,43,15,15.77,2.59,13.18,-,-,-,5.93,5.57,25.88,-,-,73.17,-
49,桃園市,2017/10,龍潭,2.3,0.29,-,36.5,37,16,11.58,2.26,9.32,-,-,-,4.55,4.25,25.3,-,-,74.64,-
50,桃園市,2017/10,平鎮,2.8,0.32,-,35,41,13,14.85,1.97,12.88,-,-,-,3.58,3.13,24.8,-,-,75.88,-
51,桃園市,2017/10,觀音,4.3,0.22,-,37.6,49,19,10.77,1.15,9.61,-,-,-,6.08,5.56,25.33,1.23,5.36,73.79,130.22
52,新竹縣,2017/10,竹東,1.7,0.23,-,36.5,32,16,7.71,1.67,6.05,-,-,-,3.27,2.78,25.57,-,-,73.52,-
53,新竹縣,2017/10,湖口,2.4,0.24,-,39.3,30,16,9.16,1.66,7.49,-,-,-,4.9,4.61,25.17,-,-,75.3,-
54,苗栗縣,2017/10,苗栗,2.3,0.32,-,37,42,23,11.97,2.29,9.67,-,-,-,3.15,2.7,26.07,-,-,71.22,-
55,苗栗縣,2017/10,頭份,2.1,0.27,-,40.6,36,20,12.73,1.89,10.85,1.942,0.071,1.871,3.33,2.74,25.78,-,-,74.6,-
56,苗栗縣,2017/10,三義,1.5,0.24,-,40,34,16,7.83,0.87,6.96,-,-,-,4.19,3.91,23.82,1.79,6.01,79.08,2.5
57,彰化縣,2017/10,彰化,3.1,0.38,-,34.5,44,23,13.85,1.34,12.5,1.971,0.136,1.836,5.5,4.84,27.18,-,-,70.97,-
58,彰化縣,2017/10,線西,3.6,0.3,-,39.7,49,23,12.63,1.61,11.03,1.975,0.066,1.909,4.86,4.51,26.87,-,-,76.82,-
59,彰化縣,2017/10,二林,3.4,0.28,-,36.5,52,21,10.85,1.4,9.43,-,-,-,3.52,3.25,26.29,-,-,76.02,-
60,南投縣,2017/10,南投,2.3,0.43,-,28.2,51,23,17.65,2.42,15.22,1.892,0.139,1.753,1.62,1.26,27.63,2.12,6.33,70.72,4.77
61,南投縣,2017/10,埔里,2,0.33,-,31,40,23,11.93,1.51,10.41,-,-,-,1.49,1.14,25.05,-,-,77,-
62,南投縣,2017/10,竹山,2.3,0.31,-,33.8,47,29,12.11,2.11,10,-,-,-,1.41,1.06,26.01,-,-,78.22,-
63,雲林縣,2017/10,斗六,2.8,0.33,-,35.6,53,23,15.02,1.71,13.3,-,-,-,1.83,1.58,27.75,-,-,71.16,-
64,雲林縣,2017/10,崙背,2.8,0.27,-,38.2,82,26,10.6,1.2,9.4,-,-,-,3.03,2.73,26.45,1.4,5.95,73.21,30.47
65,雲林縣,2017/10,麥寮,3.4,0.3,-,36.3,85,27,10.97,1.86,9.11,2.067,0.062,2.005,4.14,3.79,26.54,-,-,76.91,-
66,雲林縣,2017/10,臺西,3.2,0.24,-,40,69,26,9.45,1.19,8.25,1.991,0.024,1.972,6.48,6.2,25.82,-,-,78.81,-
67,嘉義縣,2017/10,朴子,3,0.28,-,40.5,81,20,10.64,1.6,9.05,-,-,-,2.29,1.94,27.26,-,-,76.22,-
68,嘉義縣,2017/10,新港,2.6,0.31,-,37.1,60,23,11.04,1.61,9.43,-,-,-,2.57,2.29,26.25,-,-,70.5,-
69,屏東縣,2017/10,屏東,3.2,0.44,-,39.7,61,26,13.49,1.05,12.43,2.125,0.123,2.002,1.59,1.26,27.85,-,-,73.42,-
70,屏東縣,2017/10,潮州,3,0.31,-,39.2,64,25,9.66,1.04,8.6,-,-,-,1.47,1.18,27.7,-,-,80.9,-
71,屏東縣,2017/10,恆春,1.6,0.11,403.37,37.7,35,12,2.98,0.68,2.27,-,-,-,6.97,6.67,26.71,3.68,4.5,80.38,36.2
72,臺東縣,2017/10,臺東,1.2,0.26,-,27.2,38,10,7.08,2.83,4.26,-,-,-,2.4,1.92,26.5,4.58,4.61,75.51,17.45
73,臺東縣,2017/10,關山,1,-,-,25.2,27,10,3.66,0.96,2.69,-,-,-,1.81,1.45,25.14,-,-,79.16,-
74,花蓮縣,2017/10,花蓮,1.6,0.24,-,29,28,11,7.38,1.43,5.94,-,-,-,2.66,2.19,26.05,-,-,73.79,-
75,澎湖縣,2017/10,馬公,1.7,0.19,-,43.1,37,17,4.02,1.07,2.94,-,-,-,5.95,5.14,26.41,1.14,6.37,78.51,261.67
76,金門縣,2017/10,金門,3.3,0.25,-,48.3,52,23,7.67,0.63,7.01,-,-,-,3.46,2.95,25.94,0.54,6.51,59.78,33.72
77,連江縣,2017/10,馬祖,2.3,0.23,-,51.1,43,20,4.37,0.59,3.76,-,-,-,4.96,4.44,23.36,0.65,6.45,74.36,72.13
,,,,,,,,,,,,,,,,,,,,,,
