序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
23,臺南市,2006/07,新營,2.8,0.22,-,25.8,45,29,8.21,1.67,6.53,2.07,0.095,1.992,28.4,-,-,76.4,-
24,臺南市,2006/07,善化,5.0,0.13,396.04,25.4,42,21,11.57,2.96,8.61,-,-,-,28.91,-,-,79.57,-
25,臺南市,2006/07,安南,3.6,0.27,-,25.5,43,21,13.99,3.6,10.4,-,-,-,29.11,-,-,71.44,-
26,臺南市,2006/07,臺南,3.9,0.29,-,28.6,40,23,13.61,4.47,9.14,1.913,0.212,1.701,28.82,-,-,73.91,-
27,高雄市,2006/07,左營,5.9,0.36,-,22.7,38,20,16.17,4.63,11.53,-,-,-,28.15,-,-,76.85,-
28,高雄市,2006/07,楠梓,7.2,0.35,-,22.2,42,21,17.71,5.91,11.8,1.902,0.23,1.672,29.38,-,-,72.24,-
29,高雄市,2006/07,前金,7.8,0.36,-,27.5,41,21,18.54,5.88,12.66,-,-,-,30.52,-,-,71.36,-
30,高雄市,2006/07,前鎮,7.9,0.35,-,20.7,44,24,18.23,6.02,12.21,-,-,-,29.38,-,-,72.77,-
31,高雄市,2006/07,復興,7.7,0.58,-,20.3,40,19,28.58,11.09,17.49,-,-,-,29.22,-,-,72.44,-
32,高雄市,2006/07,小港,11.8,0.38,-,18.9,47,25,20.68,7.71,12.97,1.839,0.19,1.649,30.21,-,-,73.19,-
33,高雄市,2006/07,鳳山,5.9,0.54,-,24.2,52,22,19.13,4.29,14.84,-,-,-,29.85,-,-,76.84,-
34,高雄市,2006/07,林園,4.8,0.19,-,26.8,52,25,10.52,4.04,6.48,2.138,0.193,1.944,29.64,-,-,75.5,-
35,高雄市,2006/07,大寮,3.8,0.26,-,27.8,43,21,11.75,2.75,8.99,-,-,-,29.05,-,-,77.13,-
36,高雄市,2006/07,仁武,7.1,0.36,-,17.7,39,25,14.96,4.07,10.89,2.004,0.161,1.844,30.05,-,-,73.48,-
37,高雄市,2006/07,橋頭,5.6,0.25,-,22.5,38,-,15.57,4.73,10.84,-,-,-,29.84,-,-,78.81,-
38,高雄市,2006/07,美濃,1.9,0.2,-,25.8,32,13,6.9,1.7,5.19,-,-,-,29.07,-,-,75.65,-
39,基隆市,2006/07,基隆,5.6,0.37,-,24.3,27,17,19.33,4.97,14.36,-,-,-,29.73,-,-,70.75,-
40,新竹市,2006/07,新竹,3.3,0.46,-,21.1,35,16,21.37,6.35,15.02,2.211,0.179,2.032,30.01,-,-,69.49,-
41,嘉義市,2006/07,嘉義,2.1,0.25,-,27.7,40,-,9.51,1.95,7.55,2.062,0.102,1.961,28.39,-,-,73.05,-
42,宜蘭縣,2006/07,宜蘭,2.2,0.28,399.53,19.4,33,12,11.22,2.67,8.54,-,-,-,28.93,-,-,77.16,-
43,宜蘭縣,2006/07,冬山,2.8,0.41,-,16.3,36,13,17.83,7.13,10.7,1.991,0.09,1.9,29.62,-,-,74.11,-
44,桃園市,2006/07,桃園,9.0,0.52,-,22.1,50,25,30.07,9.32,20.75,2.234,0.289,1.945,30.79,-,-,69.6,-
45,桃園市,2006/07,中壢,7.0,1.25,-,16.3,54,27,50.94,27.06,23.88,2.567,0.628,1.939,29.27,-,-,70.19,-
46,桃園市,2006/07,大園,4.8,0.28,-,22.6,41,21,19.94,6.44,13.5,-,-,-,29.82,-,-,69.04,-
47,桃園市,2006/07,龍潭,3.1,0.36,-,24.1,46,18,22.22,6.32,15.9,-,-,-,28.15,-,-,71.93,-
48,桃園市,2006/07,平鎮,5.0,0.38,-,22.3,47,22,23.13,6.36,16.77,-,-,-,28.96,-,-,68.98,-
49,桃園市,2006/07,觀音,5.1,0.22,-,27.3,46,18,15.54,4.12,11.42,2.063,0.158,1.905,30.44,-,-,73.61,-
50,新竹縣,2006/07,竹東,1.6,0.36,-,24.0,39,-,11.79,2.36,9.42,-,-,-,29.54,-,-,70.62,-
51,新竹縣,2006/07,湖口,3.2,0.22,-,24.8,39,20,17.43,5.35,12.08,-,-,-,29.14,-,-,75.05,-
52,苗栗縣,2006/07,苗栗,2.8,0.23,-,22.2,29,13,12.74,3.0,9.75,-,-,-,30.05,-,-,70.03,-
53,苗栗縣,2006/07,頭份,4.1,0.21,-,25.2,36,16,15.21,4.26,10.94,-,-,-,29.28,-,-,72.69,-
54,苗栗縣,2006/07,三義,2.6,0.21,-,27.6,32,17,10.1,2.05,8.04,1.834,0.076,1.758,26.5,-,-,78.05,-
55,彰化縣,2006/07,彰化,3.2,0.33,-,26.5,42,25,14.86,3.84,11.03,1.861,0.108,1.753,29.84,-,-,68.43,-
56,彰化縣,2006/07,線西,2.5,0.2,-,24.5,47,17,10.21,2.86,7.33,-,-,-,29.24,-,-,72.76,-
57,彰化縣,2006/07,二林,2.6,0.15,-,25.8,35,23,8.52,2.49,6.03,-,-,-,29.74,-,-,74.61,-
58,南投縣,2006/07,南投,2.2,0.31,-,27.6,38,20,11.45,2.91,8.54,1.904,0.099,1.805,29.11,-,-,71.92,-
59,南投縣,2006/07,埔里,1.9,0.28,-,27.4,32,21,9.38,1.96,7.42,-,-,-,27.67,-,-,72.83,-
60,南投縣,2006/07,竹山,2.3,0.25,-,30.0,37,20,7.07,1.64,5.41,-,-,-,28.23,-,-,77.0,-
61,雲林縣,2006/07,斗六,2.7,0.29,-,29.0,36,22,10.07,2.89,7.17,-,-,-,29.74,-,-,70.47,-
62,雲林縣,2006/07,崙背,2.7,0.17,-,27.0,50,28,7.5,2.35,5.15,-,-,-,28.69,-,-,76.14,-
63,雲林縣,2006/07,臺西,3.2,0.13,-,26.1,32,14,8.63,2.54,6.08,-,-,-,29.01,-,-,80.09,-
64,嘉義縣,2006/07,朴子,2.6,0.21,-,28.1,47,-,9.66,2.25,7.4,-,-,-,29.47,-,-,80.99,-
65,嘉義縣,2006/07,新港,2.8,0.21,-,25.8,44,21,11.36,3.08,8.27,-,-,-,29.14,-,-,76.57,-
66,屏東縣,2006/07,屏東,3.1,0.4,-,21.8,45,23,11.98,2.8,9.19,2.066,0.176,1.891,29.86,-,-,76.05,-
67,屏東縣,2006/07,潮州,2.9,0.2,-,26.1,40,21,10.86,2.96,7.9,-,-,-,28.96,-,-,78.59,-
68,屏東縣,2006/07,恆春,1.6,0.06,392.15,19.9,25,9,4.83,2.33,2.5,-,-,-,28.43,-,-,84.32,-
69,臺東縣,2006/07,臺東,2.1,0.27,-,19.3,39,8,11.04,5.88,5.15,1.832,0.097,1.736,29.39,-,-,76.8,-
70,臺東縣,2006/07,關山,1.5,0.12,-,16.6,25,7,5.31,2.06,3.25,-,-,-,28.43,-,-,73.87,-
71,花蓮縣,2006/07,花蓮,1.5,0.27,-,14.1,25,15,8.52,2.65,5.86,1.819,0.084,1.734,29.15,-,-,72.52,-
72,澎湖縣,2006/07,馬公,1.7,0.13,-,28.0,29,6,7.04,2.83,4.21,1.693,0.046,1.655,28.77,-,-,80.65,-
73,金門縣,2006/07,金門,3.6,0.13,-,26.5,41,16,7.71,2.49,5.21,-,-,-,28.47,-,-,-,-
74,連江縣,2006/07,馬祖,2.7,0.19,-,33.8,40,15,4.97,1.03,3.92,-,-,-,28.56,-,-,81.11,-
,,,,,,,,,,,,,,,,,,,,
